Index,E,F,Ratio,D: Refashioned,D: Original,Refashioned Old,D: Elegant,D: Summary,D: Distilled,Chapter,Thought,Content Type,title,author,content,Notes
3.1,,,,"The previous chapter established that people must be free to form and express opinions. Now the harder question: should they also be free to act on those opinions, to live according to them, so long as they do so at their own risk?

The answer is yes, but with a critical qualification. Actions are not as free as opinions. Even opinions lose their protection when they become direct incitements to harm -- the same statement published in a newspaper is protected speech, but shouted to an angry crowd outside someone's home, it becomes something else entirely. Acts that cause unjustifiable harm to others can and must be restrained.

But when someone's choices affect only themselves, the same logic that protects free thought protects free action. We are fallible. Our collective wisdom is partial at best. Agreement born from suppressing dissent is worthless. And diversity of thought is not a defect to be corrected but a resource to be preserved -- at least until we become far better at grasping the full complexity of truth.

If different opinions are valuable while humanity remains imperfect, then so are different experiments in living. People should have the freedom to test different ways of life, provided they do not injure others, and let the results speak for themselves. In short: where your choices do not primarily affect others, individuality should prevail. When traditions and social customs dictate your life rather than your own character, something essential to both personal happiness and social progress is missing.","SUCH being the reasons which make it imperative that human beings should be free to form opinions, and to express their opinions without reserve; and such the baneful consequences to the intellectual, and through that to the moral nature of man, unless this liberty is either conceded, or asserted in spite of prohibition; let us next examine whether the same reasons do not require that men should be free to act upon their opinions—to carry these out in their lives, without hindrance, either physical or moral, from their fellow-men, so long as it is at their own risk and peril. This last proviso is of course indispensable. No one pretends that actions should be as free as opinions. On the contrary, even opinions lose their immunity, when the circumstances in which they are expressed are such as to constitute their expression a positive instigation to some mischievous act. An opinion that corn-dealers are starvers of the poor, or that private property is robbery, ought to be unmolested when simply circulated through the press, but may justly incur punishment when delivered orally to an excited mob assembled before the house of a corn-dealer, or when handed about among the same mob in the form of a placard. Acts of whatever kind, which, without justifiable cause, do harm to others, may be, and in the more important cases absolutely require to be, controlled by the unfavourable sentiments, and, when needful, by the active interference of mankind. The liberty of the individual must be thus far limited; he must not make himself a nuisance to other people. But if he refrains from molesting others in what concerns them, and merely acts according to his own inclination and judgment in things which concern himself, the same reasons which show that opinion should be free, prove also that he should be allowed, without molestation, to carry his opinions into practice at his own cost. That mankind are not infallible; that their truths, for the most part, are only half-truths; that unity of opinion, unless resulting from the fullest and freest comparison of opposite opinions, is not desirable, and diversity not an evil, but a good, until mankind are much more capable than at present of recognizing all sides of the truth, are principles applicable to men’s modes of action, not less than to their opinions. As it is useful that while mankind are imperfect there should be different opinions, so is it that there should be different experiments of living; that free scope should be given to varieties of character, short of injury to others; and that the worth of different modes of life should be proved practically, when any one thinks fit to try them. It is desirable, in short, that in things which do not primarily concern others, individuality should assert itself. Where, not the person’s own character, but the traditions of customs of other people are the rule of conduct, there is wanting one of the principal ingredients of human happiness, and quite the chief ingredient of individual and social progress.",,"Free thought without free action is an incomplete liberty. The same fallibility that demands we tolerate dissenting opinions demands we tolerate dissenting lives. Our truths are half-truths; our customs are experiments that succeeded once, somewhere, for someone. If diversity of thought is valuable in an imperfect world, then so is diversity of living. Let people try different paths and let results, not conformity, be the judge. Where custom rules in place of character, both happiness and progress wither at the root.","The arguments for free expression apply equally to free action, provided no harm is done to others. Since human knowledge is always incomplete, diverse ways of living are as valuable as diverse opinions. When tradition replaces individual character as the guide to life, both personal happiness and social progress suffer.","If we need diverse opinions because we are fallible, we need diverse ways of living for exactly the same reason.",3,1,,,,,"Corn-dealers -- Mill references the contemporary debate over grain merchants accused of profiteering during food shortages, a recurring flashpoint in 19th-century British politics. The example of shouting inflammatory opinions to a mob was a recognized legal distinction in English common law between protected expression and incitement."
3.2,,,,"The hardest part of defending individuality is not showing how to protect it, but convincing people it matters in the first place. If people genuinely believed that the free development of individuality is essential to well-being -- not merely compatible with civilization, education, and culture, but a necessary condition of them all -- liberty would never be undervalued.

But most people do not think this way. The majority, comfortable with the world as it is (since they are the ones who shaped it), cannot see why their way of life should not be good enough for everyone. Worse, even reformers tend to view individual spontaneity not as a resource but as an obstacle -- something that gets in the way of implementing whatever they have decided is best for society.

Outside Germany, few people have grasped the principle that Wilhelm von Humboldt made the foundation of an entire treatise: that the ultimate purpose of human life is the fullest, most harmonious development of one's capacities into a complete whole. For this development, two things are required: freedom and a variety of circumstances. Together, these produce individual vitality and genuine originality.","In maintaining this principle, the greatest difficulty to be encountered does not lie in the appreciation of means towards an acknowledged end, but in the indifference of persons in general to the end itself. If it were felt that the free development of individuality is one of the leading essentials of well-being; that it is not only a co-ordinate element with all that is designated by the terms civilization, instruction, education, culture, but is itself a necessary part and condition of all those things; there would be no danger that liberty should be undervalued, and the adjustment of the boundaries between it and social control would present no extraordinary difficulty. But the evil is, that individual spontaneity is hardly recognised by the common modes of thinking, as having any intrinsic worth, or deserving any regard on its own account. The majority, being satisfied with the ways of mankind as they now are (for it is they who make them what they are), cannot comprehend why those ways should not be good enough for everybody; and what is more, spontaneity forms no part of the ideal of the majority of moral and social reformers, but is rather looked on with jealousy, as a troublesome and perhaps rebellious obstruction to the general acceptance of what these reformers, in their own judgment, think would be best for mankind. Few persons, out of Germany, even comprehend the meaning of the doctrine which Wilhelm Von Humboldt, so eminent both as asavant and as a politician, made the text of a treatise—that “the end of man, or that which is prescribed by the eternal or immutable dictates of reason, and not suggested by vague and transient desires, is the highest and most harmonious development of his powers to a complete and consistent whole;” that, therefore, the object “towards which every human being must ceaselessly direct his efforts, and on which especially those who design to influence their fellow-men must ever keep their eyes, is the individuality of power and development;” that for this there are two requisites, “freedom, and a variety of situations;” and that from the union of these arise “individual vigour and manifold diversity,” which combine themselves in “originality.”",,The real obstacle to individuality is not knowing how to protect it -- it is the widespread indifference to whether it matters at all. The majority made the world as it is and cannot fathom why it should not suit everyone. Even reformers treat spontaneity as an inconvenience. Yet Humboldt identified the deepest truth: the purpose of human life is the fullest development of one's powers into a coherent whole. That development requires two things -- freedom and variety of circumstances -- and from their union comes originality.,"The main barrier to protecting individuality is that most people do not value it. The majority assumes their way of life should suit everyone, and even reformers see spontaneity as an obstacle. Humboldt argued that the purpose of life is the full development of human capacities, requiring both freedom and diverse circumstances.",The greatest threat to individuality is not oppression but indifference -- most people simply cannot see why it matters.,3,2,,,,,"Wilhelm von Humboldt (1767-1835) -- Prussian philosopher, linguist, and statesman who founded the University of Berlin. His treatise The Sphere and Duties of Government (Ideen zu einem Versuch, die Grenzen der Wirksamkeit des Staates zu bestimmen) was written in 1792 but not published in full until 1852, with an English translation appearing in 1854, just five years before On Liberty. Mill quotes directly from this translation. Humboldt argued that the state should limit itself to ensuring security, leaving individuals free to develop themselves."
3.F6,,,,"Citation: Wilhelm von Humboldt, The Sphere and Duties of Government, pp. 11, 13.","6.
The Sphere and Duties of Government, from the German of Baron Wilhelm von Humboldt, pp. 11, 13.",,"Citation: Humboldt, The Sphere and Duties of Government, pp. 11, 13.",Source citation for Humboldt quotations in the preceding passage.,Citation reference only.,3,F6,Footnote,,,,"Wilhelm von Humboldt, The Sphere and Duties of Government (English translation by Joseph Coulthard, 1854) -- translated from the German Ideen zu einem Versuch, die Grenzen der Wirksamkeit des Staates zu bestimmen (1792, published posthumously 1852). Mill's wife Harriet Taylor also admired Humboldt's work, and Mill chose a quotation from this treatise as the epigraph to On Liberty."
3.3,,,,"Even people unfamiliar with Humboldt's doctrine would concede the basic point once they think about it. No one truly believes that the ideal life consists entirely of copying others. Everyone agrees that people should bring some measure of their own judgment and character to bear on how they live. At the same time, no one sensible thinks people should ignore everything humanity has learned before them.

The real question is what to do with inherited wisdom once you have it. A mature person's task is not simply to absorb the lessons of experience but to interpret and apply them -- to determine which parts of the collective record actually fit their own circumstances and character.

Tradition and custom deserve respect as evidence of what has worked for others, but with three qualifications. First, the experience behind them may be too narrow or badly interpreted. Second, even correctly drawn lessons may not apply to you -- customs are designed for customary people in customary situations, and you may be neither. Third, and most importantly, even when a custom is good and fitting, following it merely because it is custom exercises none of the distinctively human faculties.

Perception, judgment, moral reasoning, the ability to discriminate -- these capacities develop only through active choice. A person who does something solely because others do it makes no choice at all. Like a muscle that atrophies from disuse, the mind weakens when it is never asked to decide for itself. Adopting a belief without understanding its grounds does not strengthen your reason; it erodes it. Acting from motives that are not your own does not build character; it deadens it.","Little, however, as people are accustomed to a doctrine like that of Von Humboldt, and surprising as it may be to them to find so high a value attached to individuality, the question, one must nevertheless think, can only be one of degree. No one’s idea of excellence in conduct is that people should do absolutely nothing but copy one another. No one would assert that people ought not to put into their mode of life, and into the conduct of their concerns, any impress whatever of their own judgment, or of their own individual character. On the other hand, it would be absurd to pretend that people ought to live as if nothing whatever had been known in the world before they came into it; as if experience had as yet done nothing towards showing that one mode of existence, or of conduct, is preferable to another. Nobody denies that people should be so taught and trained in youth, as to know and benefit by the ascertained results of human experience. But it is the privilege and proper condition of a human being, arrived at the maturity of his faculties, to use and interpret experience in his own way. It is for him to find out what part of recorded experience is properly applicable to his own circumstances and character. The traditions and customs of other people are, to a certain extent, evidence of what their experience has taught
them; presumptive evidence, and as such, have a claim to his deference: but, in the first place, their experience may be too narrow; or they may not have interpreted it rightly. Secondly, their interpretation of experience may be correct, but unsuitable to him. Customs are made for customary circumstances, and customary characters; and his circumstances or his character may be uncustomary. Thirdly, though the customs be both good as customs, and suitable to him, yet to conform to custom, merely
as custom, does not educate or develope in him any of the qualities which are the distinctive endowment of a human being. The human faculties of perception, judgment, discriminative feeling, mental activity, and even moral preference, are exercised only in making a choice. He who does anything because it is the custom, makes no choice. He gains no practice either in discerning or in desiring what is best. The mental and moral, like the muscular powers, are improved only by being used. The faculties are called into no exercise by doing a thing merely because others do it, no more than by believing a thing only because others believe it. If the grounds of an opinion are not conclusive to the person’s own reason, his reason cannot be strengthened, but is likely to be weakened, by his adopting it: and if the inducements to an act are not such as are consentaneous to his own feelings and character (where affection, or the rights of others, are not concerned) it is so much done towards rendering his feelings and character inert and torpid, instead of active and energetic.",,"No one seriously believes the ideal life is pure imitation. The question is what you do with inherited wisdom: absorb it passively, or interpret it for yourself. Tradition deserves respect -- as evidence, not as authority. The experience behind it may be narrow, misread, or simply inapplicable to your situation. And even when custom fits perfectly, following it merely because it is custom exercises nothing distinctively human. Judgment, perception, moral reasoning -- these develop only through active choice. Do something only because others do it, and you make no choice at all. The mind, like a muscle, atrophies without use.","Everyone agrees people should bring some individual judgment to life, not merely copy others. Tradition is useful evidence but may be narrow, misinterpreted, or inapplicable. Most importantly, following custom purely as custom fails to develop the human faculties -- judgment, perception, and moral reasoning -- which grow only through active choice.","Custom deserves respect as evidence of what has worked, but following it without thought exercises nothing that makes us human.",3,3,,,,,"Mill's three objections to unreflective custom-following form a logical progression from empirical critique (the evidence may be bad) to philosophical critique (even good customs, followed blindly, stunt human development). This argument draws on the broader empiricist tradition of John Locke and David Hume, while anticipating later existentialist themes about authenticity."
3.4,,,,"Someone who lets the world choose their plan of life needs only one faculty: imitation. Someone who chooses for themselves needs all of them -- observation, reasoning, judgment, the ability to weigh alternatives and hold to a decision once made.

These capacities grow in proportion to how much of your life you actually direct. You could be steered down a safe path without ever exercising them. But at what cost?

What matters is not only what people accomplish but what kind of people they become. Among all the things worth perfecting, the most important is the human being itself. Even if every productive task could be performed by machines in human form, replacing actual people with them would be a profound loss. Human nature is not a mechanism to be assembled according to a blueprint and set running. It is a tree -- something that must grow outward in every direction, shaped by its own internal forces, becoming what it is through the process of living.","He who lets the world, or his own portion of it, choose his plan of life for him, has no need of any other faculty than the ape-like one of imitation. He who chooses his plan for himself, employs all his faculties. He must use observation to see, reasoning and judgment to foresee, activity to gather materials for decision, discrimination to decide, and when he has decided, firmness and self-control to hold to his deliberate decision. And these qualities he requires and exercises exactly in proportion as the part of his conduct which he determines according to his own judgment and feelings is a large one. It is possible that he might be guided in some good path, and kept out of harm’s way, without any of these things. But what will be his comparative worth as a human being? It really is of importance, not only what men do, but also what manner of men they are that do it. Among the works of man, which human life is rightly employed in perfecting and beautifying, the first in importance surely is man himself. Supposing it were possible to get houses built, corn grown, battles fought, causes tried, and even churches erected and prayers said, by machinery—by automatons in human form—it would be a considerable loss to exchange for these automatons even the men and women who at present inhabit the more civilized parts of the world, and who assuredly are but starved specimens of what nature can and will produce. Human nature is not a machine to be built after a model, and set to do exactly the work prescribed for it, but a tree, which requires to grow and develope itself on all sides, according to the tendency of the inward forces which make it a living thing.",,"Let the world choose your life and you need only one skill: imitation. Choose it yourself and you need them all -- observation, judgment, resolve, the courage to hold a decision once made. You could be guided safely through life without ever developing these capacities. But what would you be? What matters is not just what people do but what they become in the doing. Human nature is not a machine built to specification. It is a tree, growing outward from its own internal forces, becoming itself only through the act of living.","Choosing your own path develops observation, judgment, and resolve; letting others choose for you requires only imitation. What matters is not just what people accomplish but what kind of people they become. Human nature is not a machine to be programmed but a living thing that must grow from within.",Human nature is not a machine to be built after a model -- it is a tree that must grow from its own internal forces.,3,4,,,,,"Mill's metaphor of the tree versus the machine became one of the most quoted passages in On Liberty and reflects the Romantic tradition's emphasis on organic development, influenced by Coleridge, Goethe, and Humboldt. The automaton image anticipates later concerns about mechanization and dehumanization in industrial society."
3.5,,,,"Most people will grant that we should exercise our understanding -- that thoughtfully following custom, or even occasionally departing from it, beats blind obedience. But they are far less willing to extend this to desires and impulses. Having strong desires of your own is widely treated as dangerous rather than valuable.

This is backwards. Desires and impulses are as much a part of a complete human being as beliefs and restraints. Strong impulses are dangerous only when they are unbalanced -- when one set of drives develops while others that should accompany them remain weak. People do not act badly because their desires are strong; they act badly because their conscience is weak. There is no natural link between strong impulses and poor self-governance. The connection runs the other way.

To say someone has stronger and more varied desires than average is simply to say they have more raw material to work with -- more capacity for both harm and good, but certainly more capacity for good. Strong impulses are just another word for energy, and an energetic nature will always yield more than a passive one. The same intensity that fuels powerful personal drives also fuels the deepest love of virtue and the most rigorous self-discipline.

Society should cultivate this energy, not reject the raw material from which exceptional people are made simply because it does not know how to shape them. A person whose desires and impulses genuinely express their own developed nature has character. One whose desires are not their own has no more character than an engine. If you believe individuality of desire should be suppressed, you are arguing that society has no use for strong natures -- and that a high average of human energy is undesirable.","It will probably be conceded that it is desirable people should exercise their understandings, and that an intelligent following of custom, or even occasionally an intelligent deviation from custom, is better than a blind and simply mechanical adhesion to it. To a certain extent it is admitted, that our understanding should be our own: but there is not the same willingness to admit that our desires and impulses should be our own likewise; or that to possess impulses of our own, and of any strength, is anything but a peril and a snare. Yet desires and impulses are as much a part of a perfect human being, as beliefs and restraints: and strong impulses are only perilous when not properly balanced; when one set of aims and inclinations is developed into strength, while others, which ought to co-exist with them, remain weak and inactive. It is not because men’s desires are strong that they act ill; it is because their consciences are weak. There is no natural connexion between strong impulses and a weak conscience. The natural connexion is the other way. To say that one person’s desires and feelings are stronger and more various than those of another, is merely to say that he has more of the raw material of human nature, and is therefore capable, perhaps of more evil, but certainly of more good. Strong impulses are but another name for energy. Energy may be turned to bad uses; but more good may always be made of an energetic nature, than of an indolent and impassive one. Those who have most natural feeling, are always those whose cultivated feelings may be made the strongest. The same strong susceptibilities which make the personal impulses vivid and powerful, are also the source from whence are generated the most passionate love of virtue, and the sternest self-control. It is through the cultivation of these, that society both does its duty and protects its interests: not by rejecting the stuff of which heroes are made, because it knows not how to make them. A person whose desires and impulses are his own—are the expression of his own nature, as it has been developed and modified by his own culture—is said to have a character. One whose desires and impulses are not his own, has no character, no more than a steam-engine has a character. If, in addition to being his own, his impulses are strong, and are under the government of a strong will, he has an energetic character. Whoever thinks that individuality of desires and impulses should not be encouraged to unfold itself, must maintain that society has no need of strong natures—is not the better for containing many persons who have much character—and that a high general average of energy is not desirable.",,"We accept that people should think for themselves, yet balk at the idea that they should want for themselves. This is incoherent. Strong desires are not the problem -- weak conscience is. There is no natural link between passionate impulse and poor judgment; the connection runs the other way. The same intensity that produces powerful drives produces the deepest virtue and the sternest self-control. To reject this energy is to reject the raw material from which every exceptional person is made. A person whose desires express their own nature has character. One whose desires are borrowed has no character at all -- no more than a machine does.",Strong desires and impulses are not inherently dangerous -- they become harmful only when conscience is weak. The same energy that fuels powerful drives also fuels deep virtue and self-discipline. Society should cultivate this energy rather than suppress it. A person whose desires genuinely express their own nature has character; one whose desires are borrowed has none.,People do not act badly because their desires are strong; they act badly because their conscience is weak.,3,5,,,,,"Mill's distinction between strong impulses and weak conscience challenges the prevailing Victorian moral psychology, which tended to equate passion with vice. His argument that 'strong impulses are but another name for energy' reflects Romantic influences, particularly William Blake's idea that 'Energy is Eternal Delight' (The Marriage of Heaven and Hell, 1790). The steam-engine metaphor reflects the industrial context of Mill's era."
3.6,,,,"In earlier periods of history, individual energy genuinely was a threat. When powerful people routinely defied every rule and constraint, society had to fight to impose any order at all. Law and institutional authority -- like the medieval Popes struggling against the Emperors -- claimed control over the whole person, regulating all of life in order to govern character, because no subtler method existed.

But that era is over. Society has decisively won its contest with individuality, and the danger now runs in the opposite direction. The threat to human nature today is not an excess of personal impulse but a deficiency of it.

From the top of society to the bottom, everyone now lives as if under constant hostile surveillance. People no longer ask themselves: What do I actually want? What suits my character? What would let the best in me develop? Instead they ask: What is expected of someone in my position? What do people like me usually do? Or worse: what do people above me usually do?

This is not a matter of people choosing convention over personal preference. The deeper problem is that it no longer occurs to them to have a personal preference. The mind itself has submitted. Even in leisure and pleasure, conformity comes first. Unusual taste is avoided as carefully as crime. People follow prescribed patterns so thoroughly and for so long that eventually they have no nature left to follow -- no strong desires, no independent opinions, no feelings they can genuinely call their own.

Is this really what we want human life to look like?","In some early states of society, these forces might be, and were, too much ahead of the power which society then possessed of disciplining and controlling them. There has been a time when the element of spontaneity and individuality was in excess, and the social principle had a hard struggle with it. The difficulty then was, to induce men of strong bodies or minds to pay obedience to any rules which required them to control their impulses. To overcome this difficulty, law and discipline, like the Popes struggling against the Emperors, asserted a power over the whole man, claiming to control all his life in order to control his character—which society had not found any other sufficient means of binding. But society has now fairly got the better of individuality; and the danger which threatens human nature is not the excess, but the deficiency, of personal impulses and preferences. Things are vastly changed, since the passions of those who were strong by station or by personal endowment were in a state of habitual rebellion against laws and ordinances, and required to be rigorously chained up to enable the persons within their reach to enjoy any particle of security. In our times, from the highest class of society down to the lowest, every one lives as under the eye of a hostile and dreaded censorship. Not only in what concerns others, but in what concerns only themselves, the individual or the family do not ask themselves—what do I prefer? or, what would suit my character and disposition? or, what would allow the best and highest in me to have fair play, and enable it to grow and thrive? They ask themselves, what is suitable to my position? what is usually done by persons of my station and pecuniary circumstances? or (worse still) what is usually done by persons of a station and circumstances superior to mine? I do not mean that they choose what is customary, in preference to what suits their own inclination. It does not occur to them to have any inclination, except for what is customary. Thus the mind itself is bowed to the yoke: even in what people do for pleasure, conformity is the first thing thought of; they like in crowds; they exercise choice only among things commonly done: peculiarity of taste, eccentricity of conduct, are shunned equally with crimes: until by dint of not following their own nature, they have no nature to follow: their human capacities are withered and starved: they become incapable of any strong wishes or native pleasures, and are generally without either opinions or feelings of home growth, or properly their own. Now is this, or is it not, the desirable condition of human nature?",,"There was a time when individual energy genuinely threatened social order, and authority had to claim control over the whole person just to maintain peace. That era is finished. Society has won its war against individuality so completely that the danger has reversed. The threat now is not excess of personal impulse but its near-total absence. People no longer ask what they want -- they ask what is expected. Not because they choose convention over preference, but because it no longer occurs to them to have a preference. They conform in their pleasures, avoid unusual taste as carefully as crime, and follow prescribed patterns until no independent nature remains. Is this really the human condition we want?","In earlier times, unchecked individual energy threatened social order. But society has now won that battle so completely that the opposite danger prevails: people no longer develop independent desires or opinions. They conform automatically, not by choice but because genuine personal preference has atrophied. The result is a population without strong wishes, original feelings, or authentic character.",Society once struggled to restrain individuality; now it has so thoroughly succeeded that people no longer even know what they want.,3,6,,,,,"Popes struggling against the Emperors -- refers to the Investiture Controversy (1076-1122) and the broader medieval conflict between papal authority and the Holy Roman Emperors over the right to control appointments and governance. Mill uses this as an example of institutions claiming total authority over individuals in order to maintain social order. Mill's description of living 'under the eye of a hostile and dreaded censorship' anticipates concepts later developed by Michel Foucault regarding surveillance and self-discipline (Discipline and Punish, 1975)."
3.7,,,,"Calvinism offers the theological foundation for this suppression. The fundamental human sin is self-will. All good consists in obedience. Whatever is not a duty is a sin. Human nature is radically corrupt and must be destroyed within you. Crushing any human faculty is no loss -- you need only the ability to surrender to God's will.

This is the strict Calvinist position. But a softened version is far more widespread, held by many who would reject the label. The softening allows that God might want people to enjoy some inclinations -- but only as authority prescribes, and prescribed identically for everyone.","It is so, on the Calvinistic theory. According to that, the one great offence of man is self-will. All the good of which humanity is capable, is comprised in obedience. You have no choice; thus you must do, and no otherwise: “whatever is not a duty is a sin.” Human nature being radically corrupt, there is no redemption for any one until human nature is killed within him. To one holding this theory of life, crushing out any of the human faculties, capacities, and susceptibilities, is no evil: man needs no capacity, but that of surrendering himself to the will of God: and if he uses any of his faculties for any other purpose but to do that supposed will more effectually, he is better without them. This is the theory of Calvinism; and it is held, in a mitigated form, by many who do not consider themselves Calvinists; the mitigation consisting in giving a less ascetic interpretation to the alleged will of God; asserting it to be his will that mankind should gratify some of their inclinations; of course not in the manner they themselves prefer, but in the way of obedience, that is, in a way prescribed to them by authority; and, therefore, by the necessary conditions of the case, the same for all.",,"Calvinism provides the theological scaffolding for the suppression of individuality. Its core doctrine: the fundamental human sin is self-will. Whatever is not a duty is a sin. Human nature is corrupt and must be killed within you. Under this logic, crushing any human capacity is no loss -- you need only the ability to obey. Many who would reject the Calvinist label hold a diluted version of the same view: people may enjoy some inclinations, but only as authority prescribes, and prescribed identically for all.","Calvinism holds that self-will is the fundamental sin, human nature is corrupt, and all good lies in obedience. While few today embrace this doctrine fully, a softened version -- where people may enjoy life but only in ways prescribed uniformly by authority -- is far more widespread than recognized.",The Calvinist doctrine that self-will is sin and obedience is the only virtue survives in diluted form wherever conformity is treated as a moral imperative.,3,7,,,,,"Calvinism -- the theological tradition founded by John Calvin (1509-1564), emphasizing total depravity, unconditional election, and the absolute sovereignty of God. Calvin's Institutes of the Christian Religion (1536) established the doctrine of human nature's radical corruption. Mill's phrase 'whatever is not a duty is a sin' paraphrases a common Calvinist formulation. Mill is not attacking all Christianity but specifically the strand of Protestant theology that treats human desire itself as inherently sinful."
3.8,,,,"This cramped vision of human life persists in subtler forms. Many people genuinely believe that stunted human beings are what God intended -- the way some gardeners prefer trees clipped into geometric shapes over those growing as nature made them.

But if we were made by a good being, it is more consistent with that faith to believe our faculties were given to be developed, not rooted out. A good creator would delight in every step toward the ideal embedded in our nature.

There is a tradition of human excellence deeper than Calvinism: the Greek ideal of self-development, which does not oppose Christian self-governance but blends with it. It may be better to be a John Knox than an Alcibiades, but it is better still to be a Pericles than either -- possessing everything good in Knox without sacrificing the full development of human capacity.","In some such insidious form there is at present a strong tendency to this narrow theory of life, and to the pinched and hidebound type of human character which it patronizes. Many persons, no doubt, sincerely think that human beings thus cramped and dwarfed, are as their Maker designed them to be; just as many have thought that trees are a much finer thing when clipped into pollards, or cut out into figures of animals, than as nature made them. But if it be any part of religion to believe that man was made by a good Being, it is more consistent with that faith to believe, that this Being gave all human faculties that they might be cultivated and unfolded, not rooted out and consumed, and that he takes delight in every nearer approach made by his creatures to the ideal conception embodied in them, every increase in any of their capabilities of comprehension, of action, or of enjoyment. There is a different type of human excellence from the Calvinistic; a conception of humanity as having its nature bestowed on it for other purposes than merely to be abnegated. “Pagan self-assertion” is one of the elements of human worth, as well as “Christian self-denial.”
*7 There is a Greek ideal of self-development, which the Platonic and Christian ideal of self-government blends with, but does not supersede. It may be better to be a John Knox than an Alcibiades, but it is better to be a Pericles than either; nor would a Pericles, if we had one in these days, be without anything good which belonged to John Knox.",,"Many believe that stunted human beings are what God intended, the way some gardeners prefer trees clipped into geometric shapes. But if we were made by a good being, it is more consistent with that faith to believe our faculties were meant to unfold, not to be rooted out. There is a tradition older than Calvinism: the Greek ideal of self-development, which does not oppose self-governance but completes it. It may be better to be a John Knox than an Alcibiades. But it is better still to be a Pericles -- who would possess everything good in Knox while sacrificing nothing of full human flourishing.","The belief that human faculties should be suppressed contradicts the idea of a good creator, who would want those faculties developed. The Greek ideal of self-development complements rather than opposes Christian self-governance. The highest human excellence combines moral discipline with the full development of human capacity.","If we were made by a good being, our faculties were given to be cultivated and unfolded -- not rooted out and consumed.",3,8,,,,,"John Knox (c. 1514-1572) -- Scottish Protestant reformer and founder of Presbyterianism in Scotland, known for his uncompromising moral severity. Alcibiades (c. 450-404 BC) -- Athenian statesman and general, brilliant but notoriously unscrupulous, a student of Socrates. Pericles (c. 495-429 BC) -- Athenian statesman who led Athens during its Golden Age, celebrated in his Funeral Oration (as recorded by Thucydides) for combining democratic leadership with personal excellence. 'Pagan self-assertion' and 'Christian self-denial' -- Mill attributes these phrases to John Sterling. The Greek ideal of self-development -- refers to the classical concept of arete (excellence/virtue) and the cultivation of all human capacities, as articulated by Aristotle's concept of eudaimonia and Plato's model of the well-ordered soul. Pollards -- trees that have been heavily pruned to produce a dense head of branches, a common Victorian landscaping practice."
3.F7,,,,"Citation: John Sterling, Essays and Tales (1848).","7.
Sterling’s
Essays.",,Citation: Sterling's Essays.,Source citation for the phrases 'pagan self-assertion' and 'Christian self-denial.',Citation reference only.,3,F7,Footnote,,,,"John Sterling (1806-1844) -- English writer and friend of Thomas Carlyle, who wrote a biography of him (The Life of John Sterling, 1851). Sterling's Essays and Tales was published posthumously in 1848, edited by Julius Charles Hare. The specific phrases Mill quotes -- 'pagan self-assertion' and 'Christian self-denial' -- come from Sterling's literary criticism, where he explored the tension between classical and Christian moral ideals."
