"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Distilled","Notes"
"1.36","1.7","36","Therefore there has arisen among us the practice and exercise of conclusive arguments and figures, and it has been shown to be necessary.

But in fact in some cases we have properly granted the premisses or assumptions, and there results from them something; and though it is not true, yet none the less it does result. What then ought I to do? Ought I to admit the falsehood? And how is that possible? Well, should I say that I did not properly grant that which we agreed upon? ""But you are not allowed to do even this."" Shall I then say that the consequence does not arise through what has been conceded? ""But neither is it allowed."" What then must be done in this case? Consider if it is not this: as to have borrowed is not enough to make a man still a debtor, but to this must be added the fact that he continues to owe the money and that the debt is not paid, so it is not enough to compel you to admit the inference that you have granted the premisses, but you must abide by what you have granted. Indeed, if the premisses continue to the end such as they were when they were granted, it is absolutely necessary for us to abide by what we have granted, and we must accept their consequences: but if the premisses do not remain such as they were when they were granted, it is absolutely necessary for us also to withdraw from what we granted, and from accepting what does not follow from the words in which our concessions were made. For the inference is now not our inference, nor does it result with our assent, since we have withdrawn from the premisses which we granted. We ought then both to examine such kind of premisses, and such change and variation of them, by which in the course of questioning or answering, or in making the syllogistic conclusion, or in any other such way, the premisses undergo variations, and give occasion to the foolish to be confounded, if they do not see what conclusions are. For what reason ought we to examine? In order that we may not in this matter be employed in an improper manner nor in a confused way.","","","",""
"1.37","1.7","37","And the same in hypotheses and hypothetical arguments; for it is necessary sometimes to demand the granting of some hypothesis as a kind of passage to the argument which follows. Must we then allow every hypothesis that is proposed, or not allow every one? And if not every one, which should we allow? And if a man has allowed an hypothesis, must he in every case abide by allowing it? or must he sometimes withdraw from it, but admit the consequences and not admit contradictions? Yes; but suppose that a man says, ""If you admit the hypothesis of a possibility, I will draw you to an impossibility."" With such a person shall a man of sense refuse to enter into a contest, and avoid discussion and conversation with him? But what other man than the man of sense can use argumentation and is skillful in questioning and answering, and incapable of being cheated and deceived by false reasoning? And shall he enter into the contest, and yet not take care whether he shall engage in argument not rashly and not carelessly? And if he does not take care, how can he be such a man as we conceive him to be? But without some such exercise and preparation, can he maintain a continuous and consistent argument? Let them show this; and all these speculations become superfluous, and are absurd and inconsistent with our notion of a good and serious man.","","","",""
"1.38","1.7","38","Why are we still indolent and negligent and sluggish, and why do we seek pretences for not labouring and not being watchful in cultivating our reason? ""If then I shall make a mistake in these matters may I not have killed my father?"" Slave, where was there a father in this matter that you could kill him? What, then, have you done? The only fault that was possible here is the fault which you have committed. This is the very remark which I made to Rufus when he blamed me for not having discovered the one thing omitted in a certain syllogism: ""I suppose,"" I said, ""that I have burnt the Capitol."" ""Slave,"" he replied, ""was the thing omitted here the Capitol?"" Or are these the only crimes, to burn the Capitol and to kill your father? But for a man to use the appearances resented to him rashly and foolishly and carelessly, not to understand argument, nor demonstration, nor sophism, nor, in a word, to see in questioning and answering what is consistent with that which we have granted or is not consistent; is there no error in this?","","","",""
"","1.8","","<b>Chapter 8: That the faculties are not safe to the uninstructed</b>","","","",""
"1.39","1.8","39","In as many ways as we can change things which are equivalent to one another, in just so many ways we can change the forms of arguments and enthymemes in argumentation. This is an instance: ""If you have borrowed and not repaid, you owe me the money: you have not borrowed and you have not repaid; then you do not owe me the money."" To do this skillfully is suitable to no man more than to the philosopher; for if the enthymeme is all imperfect syllogism. it is plain that he who has been exercised in the perfect syllogism must be equally expert in the imperfect also.","","","",""
"1.40","1.8","40","""Why then do we not exercise ourselves and one another in this manner?"" Because, I reply, at present, though we are not exercised in these things and not distracted from the study of morality, by me at least, still we make no progress in virtue. What then must we expect if we should add this occupation? and particularly as this would not only be an occupation which would withdraw us from more necessary things, but would also be a cause of self conceit and arrogance, and no small cause. For great is the power of arguing and the faculty of persuasion, and particularly if it should be much exercised, and also receive additional ornament from language: and so universally, every faculty acquired by the uninstructed and weak brings with it the danger of these persons being elated and inflated by it. For by what means could one persuade a young man who excels in these matters that he ought not to become an appendage to them, but to make them an appendage to himself? Does he not trample on all such reasons, and strut before us elated and inflated, not enduring that any man should reprove him and remind him of what he has neglected and to what he has turned aside?","","","",""
"1.41","1.8","41","""What, then, was not Plato a philosopher?"" I reply, ""And was not Hippocrates a physician? but you see how Hippocrates speaks."" Does Hippocrates, then, speak thus in respect of being a physician? Why do you mingle things which have been accidentally united in the same men? And if Plato was handsome and strong, ought I also to set to work and endeavor to become handsome or strong, as if this was necessary for philosophy, because a certain philosopher was at the same time handsome and a philosopher? Will you not choose to see and to distinguish in respect to what men become philosophers, and what things belong to belong to them in other respects? And if I were a philosopher, ought you also to be made lame? What then? Do I take away these faculties which you possess? By no means; for neither do I take away the faculty of seeing. But if you ask me what is the good of man, I cannot mention to you anything else than that it is a certain disposition of the will with respect to appearances.","","","",""
"","1.9","","<b>Chapter 9: How from the fact that we are akin to God a man may proceed to the consequences</b>","","","",""
"1.42","1.9","42","If the things are true which are said by the philosophers about the kinship between God and man, what else remains for men to do then what Socrates did? Never in reply to the question, to what country you belong, say that you are an Athenian or a Corinthian, but that you are a citizen of the world. For why do you say that you are an Athenian, and why do you not say that you belong to the small nook only into which your poor body was cast at birth? Is it not plain that you call yourself an Athenian or Corinthian from the place which has a greater authority and comprises not only that small nook itself and all your family, but even the whole country from which the stock of your progenitors is derived down to you? He then who has observed with intelligence the administration of the world, and has learned that the greatest and supreme and the most comprehensive community is that which is composed of men and God, and that from God have descended the seeds not only to my father and grandfather, but to all beings which are generated on the earth and are produced, and particularly to rational beings- for these only are by their nature formed to have communion with God, being by means of reason conjoined with Him- why should not such a man call himself a citizen of the world, why not a son of God, and why should he be afraid of anything which happens among men? Is kinship with Caesar or with any other of the powerful in Rome sufficient to enable us to live in safety, and above contempt and without any fear at all? and to have God for your maker and father and guardian, shall not this release us from sorrows and fears?","","","",""
"1.43","1.9","43","But a man may say, ""Whence shall I get bread to eat when I have nothing?""

And how do slaves, and runaways, on what do they rely when they leave their masters? Do they rely on their lands or slaves, or their vessels of silver? They rely on nothing but themselves, and food does not fail them. And shall it be necessary for one among us who is a philosopher to travel into foreign parts, and trust to and rely on others, and not to take care of himself, and shall he be inferior to irrational animals and more cowardly, each of which, being self-sufficient, neither fails to get its proper food, nor to find a suitable way of living, and one conformable to nature?","","","",""
"1.44","1.9","44","I indeed think that the old man ought to be sitting here, not to contrive how you may have no mean thoughts nor mean and ignoble talk about yourselves, but to take care that there be not among us any young men of such a mind that, when they have recognized their kinship to God, and that we are fettered by these bonds, the body, I mean, and its possessions, and whatever else on account of them is necessary to us for the economy and commerce of life, they should intend to throw off these things as if they were burdens painful and intolerable, and to depart to their kinsmen. But this is the labour that your teacher and instructor ought to be employed upon, if he really were what he should be. You should come to him and say, ""Epictetus, we can no longer endure being bound to this poor body, and feeding it and giving it drink, and rest, and cleaning it, and for the sake of the body complying with the wishes of these and of those. Are not these things indifferent and nothing to us, and is not death no evil? And are we not in a manner kinsmen of God, and did we not come from Him? Allow us to depart to the place from which we came; allow us to be released at last from these bonds by which we are bound and weighed down. Here there are robbers and thieves and courts of justice, and those who are named tyrants, and think that they have some power over us by means of the body and its possessions. Permit us to show them that they have no power over any man."" And I on my part would say, ""Friends, wait for God; when He shall give the signal and release you from this service, then go to Him; but for the present endure to dwell in this place where He has put you: short indeed is this time of your dwelling here, and easy to bear for those who are so disposed: for what tyrant or what thief, or what courts of justice, are formidable to those who have thus considered as things of no value the body and the possessions of the body? Wait then, do not depart without a reason.""","","","",""
"1.45","1.9","45","Something like this ought to be said by the teacher to ingenuous youths. But now what happens? The teacher is a lifeless body, and you are lifeless bodies. When you have been well filled to-day, you sit down and lament about the morrow, how you shall get something to eat. Wretch, if you have it, you will have it; if you have it not, you will depart from life. The door is open. Why do you grieve? where does there remain any room for tears? and where is there occasion for flattery? why shall one man envy another? why should a man admire the rich or the powerful, even if they be both very strong and of violent temper? for what will they do to us? We shall not care for that which they can do; and what we do care for, that they cannot do. How did Socrates behave with respect to these matters? Why, in what other way than a man ought to do who was convinced that he was a kinsman of the gods? ""If you say to me now,"" said Socrates to his judges, ""'We will acquit you on the condition that you no longer discourse in the way in which you have hitherto discoursed, nor trouble either our young or our old men,' I shall answer, 'you make yourselves ridiculous by thinking that, if one of our commanders has appointed me to a certain post, it is my duty to keep and maintain it, and to resolve to die a thousand times rather than desert it; but if God has put us in any place and way of life, we ought to desert it.'"" Socrates speaks like a man who is really a kinsman of the gods. But we think about ourselves as if we were only stomachs, and intestines, and shameful parts; we fear, we desire; we flatter those who are able to help us in these matters, and we fear them also.","","","",""
"1.46","1.9","46","A man asked me to write to Rome about him, a man who, as most people thought, had been unfortunate, for formerly he was a man of rank and rich, but had been stripped of all, and was living here. I wrote on his behalf in a submissive manner; but when he had read the letter, he gave it back to me and said, ""I wished for your help, not your pity: no evil has happened to me.""","","","",""
"1.47","1.9","47","Thus also Musonius Rufus, in order to try me, used to say: ""This and this will befall you from your master""; and I replied that these were things which happen in the ordinary course of human affairs. ""Why, then,"" said he, ""should I ask him for anything when I can obtain it from you?"" For, in fact, what a man has from himself, it is superfluous and foolish to receive from another? Shall I, then, who am able to receive from myself greatness of soul and a generous spirit, receive from you land and money or a magisterial office? I hope not: I will not be so ignorant about my own possessions. But when a man is cowardly and mean, what else must be done for him than to write letters as you would about a corpse. ""Please to grant us the body of a certain person and a sextarius of poor blood."" For such a person is, in fact, a carcass and a sextarius of blood, and nothing more. But if he were anything more, he would know that one man is not miserable through the means of another.","","","",""
"","1.10","","<b>Chapter 10: Against those who eagerly seek preferment at Rome</b>","","","",""
"1.48","1.10","48","If we applied ourselves as busily to our own work as the old men at Rome do to those matters about which they are employed, perhaps we also might accomplish something. I am acquainted with a man older than myself who is now superintendent of corn at Rome, and remember the time when he came here on his way back from exile, and what he said as he related the events of his former life, and how he declared that with respect to the future after his return he would look after nothing else than passing the rest of his life in quiet and tranquillity. ""For how little of life,"" he said, remains for me."" I replied, ""You will not do it, but as soon as you smell Rome, you will forget all that you have said; and if admission is allowed even into the imperial palace, you will gladly thrust yourself in and thank God."" ""If you find me, Epictetus,"" he answered, ""setting even one foot within the palace, think what you please."" Well, what then did he do? Before he entered the city he was met by letters from Caesar, and as soon as he received them he forgot all, and ever after has added one piece of business to another. I wish that I were now by his side to remind him of what he said when he was passing this way and to tell him how much better a seer I am than he is.","","","",""
"1.49","1.10","49","Well, then, do I say that man is an animal made for doing nothing? Certainly not. But why are we not active? For example, as to myself, as soon as day comes, in a few words I remind myself of what I must read over to my pupils; then forthwith I say to myself, ""But what is it to me how a certain person shall read? the first thing for me is to sleep."" And indeed what resemblance is there between what other persons do and what we do? If you observe what they do, you will understand. And what else do they do all day long than make up accounts, inquire among themselves, give and take advice about some small quantity of grain, a bit of land, and such kind of profits? Is it then the same thing to receive a petition and to read in it: ""I entreat you to permit me to export a small quantity of corn""; and one to this effect: ""I entreat you to learn from Chrysippus what is the administration of the world, and what place in it the rational animal holds; consider also who you are, and what is the nature of your good and bad."" Are these things like the other, do they require equal care, and is it equally base to neglect these and those? Well, then, are we the only persons who are lazy and love sleep? No; but much rather you young men are. For we old men, when we see young men amusing themselves, are eager to play with them; and if I saw you active and zealous, much more should I be eager myself to join you in your serious pursuits.","","","",""
"","1.11","","<b>Chapter 11: Of natural affection</b>","","","",""
"1.50","1.11","50","When he was visited by one of the magistrates, Epictetus inquired of him about several particulars, and asked if he had children and a wife. The man replied that he had; and Epictetus inquired further, how he felt under the circumstances. ""Miserable,"" the man said. Then Epictetus asked, ""In what respect,"" for men do not marry and beget children in order to be wretched, but rather to be happy. ""But I,"" the man replied, ""am so wretched about my children that lately, when my little daughter was sick and was supposed to be in danger, I could not endure to stay with her, but I left home till a person sent me news that she had recovered."" Well then, said Epictetus, do you think that you acted right? ""I acted naturally,"" the man replied. But convince me of this that you acted naturally, and I will convince you that everything which takes place according to nature takes place rightly. ""This is the case,"" said the man, ""with all or at least most fathers."" I do not deny that: but the matter about which we are inquiring is whether such behavior is right; for in respect to this matter we must say that tumours also come for the good of the body, because they do come; and generally we must say that to do wrong is natural, because nearly all or at least most of us do wrong. Do you show me then how your behavior is natural. ""I cannot,"" he said; ""but do you rather show me how it is not according to nature and is not rightly done.","","","",""
"1.51","1.11","51","Well, said Epictetus, if we were inquiring about white and black, what criterion should we employ for distinguishing between them? ""The sight,"" he said. And if about hot and cold, and hard and soft, what criterion? ""The touch."" Well then, since we are inquiring about things which are according to nature, and those which are done rightly or not rightly, what kind of criterion do you think that we should employ? ""I do not know,"" he said. And yet not to know the criterion of colors and smells, and also of tastes, is perhaps no great harm; but if a man do not know the criterion of good and bad, and of things according to nature and contrary to nature, does this seem to you a small harm? ""The greatest harm."" Come tell me, do all things which seem to some persons to be good and becoming rightly appear such; and at present as to Jews and Syrians and Egyptians and Romans, is it possible that the opinions of all of them in respect to food are right? ""How is it possible?"" he said. Well, I suppose it is absolutely necessary that, if the opinions of the Egyptians are right, the opinions of the rest must be wrong: if the opinions of the Jews are right, those of the rest cannot be right. ""Certainly."" But where there is ignorance, there also there is want of learning and training in things which are necessary. He assented to this. You then, said Epictetus, since you know this, for the future will employ yourself seriously about nothing else, and will apply your mind to nothing else than to learn the criterion of things which are according to nature, and by using it also to determine each several thing.","","","",""
"1.52","1.11","52","But in the present matter I have so much as this to aid you toward what you wish. Does affection to those of your family appear to you to be according to nature and to be good? ""Certainly."" Well, is such affection natural and good, and is a thing consistent with reason not good? ""By no means."" Is then that which is consistent with reason in contradiction with affection? ""I think not."" You are right, for if it is otherwise, it is necessary that one of the contradictions being according to nature, the other must be contrary to nature. Is it not so? ""It is,"" he said. Whatever, then, we shall discover to be at the same time affectionate and also consistent with reason, this we confidently declare to be right and good. ""Agreed."" Well then to leave your sick child and to go away is not reasonable, and I suppose that you will not say that it is; but it remains for us to inquire if it is consistent with affection. ""Yes, let us consider."" Did you, then, since you had an affectionate disposition to your child, do right when you ran off and left her; and has the mother no affection for the child? ""Certainly, she has."" Ought, then, the mother also to have left her, or ought she not? ""She ought not."" And the nurse, does she love her? ""She does."" Ought, then, she also to have left her? ""By no means."" And the pedagogue, does he not love her? ""He does love her."" Ought, then, he also to have deserted her? and so should the child have been left alone and without help on account of the great affection of you, the parents, and of those about her, or should she have died in the hands of those who neither loved her nor cared for her? ""Certainly not."" Now this is unfair and unreasonable, not to allow those who have equal affection with yourself to do what you think to be proper for yourself to do because you have affection. It is absurd. Come then, if you were sick, would you wish your relations to be so affectionate, and all the rest, children and wife, as to leave you alone and deserted? ""By no means."" And would you wish to be so loved by your own that through their excessive affection you would always be left alone in sickness? or for this reason would you rather pray, if it were possible, to be loved by your enemies and deserted by them? But if this is so, it results that your behavior was not at all an affectionate act.","","","",""
"1.53","1.11","53","Well then, was it nothing which moved you and induced you to desert your child? and how is that possible? But it might be something of the kind which moved a man at Rome to wrap up his head while a horse was running which he favoured; and when contrary to expectation the horse won, he required sponges to recover from his fainting fit. What then is the thing which moved? The exact discussion of this does not belong to the present occasion perhaps; but it is enough to be convinced of this, if what the philosophers say is true, that we must not look for it anywhere without, but in all cases it is one and the same thing which is the cause of our doing or not doing something, of saying or not saying something, of being elated or depressed, of avoiding anything or pursuing: the very thing which is now the cause to me and to you, to you of coming to me and sitting and hearing, and to me of saying what I do say. And what is this? Is it any other than our will to do so? ""No other."" But if we had willed otherwise, what else should we have been doing than that which we willed to do? This, then, was the cause of Achilles' lamentation, not the death of Patroclus; for another man does not behave thus on the death of his companion; but it was because he chose to do so. And to you this was the very cause of your then running away, that you chose to do so; and on the other side, if you should stay with her, the reason will be the same. And now you are going to Rome because you choose; and if you should change your mind, you will not go thither. And in a word, neither death nor exile nor pain nor anything of the kind is the cause of our doing anything or not doing; but our own opinions and our wills.","","","",""
"1.54","1.11","54","Do I convince you of this or not? ""You do convince me."" Such, then, as the causes are in each case, such also are the effects. When, then, we are doing anything not rightly, from this day we shall impute it to nothing else than to the will from which we have done it: and it is that which we shall endeavour to take away and to extirpate more than the tumours and abscesses out of the body. And in like manner we shall give the same account of the cause of the things which we do right; and we shall no longer allege as causes of any evil to us, either slave or neighbour, or wife or children, being persuaded that, if we do not think things to he what we do think them to be, we do not the acts which follow from such opinions; and as to thinking or not thinking, that is in our power and not in externals. ""It is so,"" he said. From this day then we shall inquire into and examine nothing else, what its quality is, or its state, neither land nor slaves nor horses nor dogs, nothing else than opinions. ""I hope so."" You see, then, that you must become a Scholasticus, an animal whom all ridicule, if you really intend to make an examination of your own opinions: and that this is not the work of one hour or day, you know yourself.","","","",""
"","1.12","","<b>Chapter 12: Of contentment</b>","","","",""
"1.55","1.12","55","With respect to gods, there are some who say that a divine being does not exist: others say that it exists, but is inactive and careless, and takes no forethought about anything; a third class say that such a being exists and exercises forethought, but only about great things and heavenly things, and about nothing on the earth; a fourth class say that a divine being exercises forethought both about things on the earth and heavenly things, but in a general way only, and not about things severally. There is a fifth class to whom Ulysses and Socrates belong, who say: ""I move not without thy knowledge.""","","","",""
"1.56","1.12","56","Before all other things, then, it is necessary to inquire about each of these opinions, whether it is affirmed truly or not truly. For if there are no gods, how is it our proper end to follow them? And if they exist, but take no care of anything, in this case also how will it be right to follow them? But if indeed they do exist and look after things, still if there is nothing communicated from them to men, nor in fact to myself, how even so is it right? The wise and good man, then, after considering all these things, submits his own mind to him who administers the whole, as good citizens do to the law of the state. He who is receiving instruction ought to come to the instructed with this intention: How shall I follow the gods in all things, how shall I be contented with the divine administration, and how can I become free?"" For he is free to whom everything happens according, to his will, and whom no man can hinder. ""What then, is freedom madness?"" Certainly not: for madness and freedom do not consist. ""But,"" you say, ""I would have everything result just as I like, and in whatever way I like."" You are mad, you are beside yourself.","","","",""
"1.57","1.12","57","Do you not know that freedom is a noble and valuable thing? But for me inconsiderately to wish for things to happen as I inconsiderately like, this appears to be not only not noble, but even most base. For how do we proceed in the matter of writing? Do I wish to write the name of Dion as I choose? No, but I am taught to choose to write it as it ought to be written. And how with respect to music? In the same manner. And what universally in every art or science? Just the same. If it were not so, it would be of no value to know anything, if knowledge were adapted to every man's whim. Is it, then, in this alone, in this which is the greatest and the chief thing, I mean freedom, that I am permitted to will inconsiderately? By no means; but to be instructed is this, to learn to wish that everything may happen as it does. And how do things happen? As the disposer has disposed them? And he has appointed summer and winter, and abundance and scarcity, and virtue and vice, and all such opposites for the harmony of the whole; and to each of us he has given a body, and parts of the body, and possessions, and companions.","","","",""
"1.58","1.12","58","Remembering, then, this disposition of things we ought to go to be instructed, not that we may change the constitution of things- for we have not the power to do it, nor is it better that we should have the power-but in order that, as the things around us are what they are and by nature exist, we may maintain our minds in harmony with them things which happen. For can we escape from men? and how is it possible? And if we associate with them, can we chance them? Who gives us the power? What then remains, or what method is discovered of holding commerce with them? Is there such a method by which they shall do what seems fit to them, and we not the less shall be in a mood which is conformable to nature? But you are unwilling to endure and are discontented: and if you are alone, you call it solitude; and of you are with men, you call them knaves and robbers; and you find fault with your own parents and children, and brothers and neighbours. But you ought when you are alone to call this condition by the name of tranquillity and freedom, and to think yourself like to the gods; and when you are with many, you ought not to call it crowd, nor trouble, nor uneasiness, but festival and assembly, and so accept all contentedly.","","","",""
"1.59","1.12","59","What, then, is the punishment of those who do not accept? It is to be what they are. Is any person dissatisfied with being alone, let him be alone. Is a man dissatisfied with his parents? let him be a bad son, and lament. Is he dissatisfied with his children? let him be a bad father. ""Cast him into prison."" What prison? Where he is already, for he is there against his will; and where a man is against his will, there he is in prison. So Socrates was not in prison, for he was there willingly. ""Must my leg then be lamed?"" Wretch, do you then on account of one poor leg find fault with the world? Will you not willingly surrender it for the whole? Will you not withdraw from it? Will you not gladly part with it to him who gave it? And will you be vexed and discontented with the things established by Zeus, which he with the Moirae who were present and spinning the thread of your generation, defined and put in order? Know you not how small a part you are compared with the whole. I mean with respect to the body, for as to intelligence you are not inferior to the gods nor less; for the magnitude of intelligence is not measured by length nor yet by height, but by thoughts.","","","",""
"1.60","1.12","60","Will you not, then, choose to place your good in that in which you are equal to the gods? ""Wretch that I am to have such a father and mother."" What, then, was it permitted to you to come forth, and to select, and to say: ""Let such a man at this moment unite with such a woman that I may be produced?"" It was not permitted, but it was a necessity for your parents to exist first, and then for you to be begotten. Of what kind of parents? Of such as they were. Well then, since they are such as they are, is there no remedy given to you? Now if you did not know for what purpose you possess the faculty of vision, you would be unfortunate and wretched if you closed your eyes when colors were brought before them; but in that you possess greatness of soul and nobility of spirit for every event that may happen, and you know not that you possess them, are you not more unfortunate and wretched? Things are brought close to you which are proportionate to the power which you possess, but you turn away this power most particularly at the very time when you ought to maintain it open and discerning. Do you not rather thank the gods that they have allowed you to be above these things which they have not placed in your power; and have made you accountable only for those which are in your power? As to your parents, the gods have left you free from responsibility; and so with respect to your brothers, and your body, and possessions, and death and life. For what, then, have they made you responsible? For that which alone is in your power, the proper use of appearances. Why then do you draw on yourself the things for which you are not responsible? It is, indeed, a giving of trouble to yourself.","","","",""
"","1.13","","<b>Chapter 13: How everything may he done acceptably to the gods</b>","","","",""
"1.61","1.13","61","When some one asked, how may a man eat acceptably to the gods, he answered: If he can eat justly and contentedly, and with equanimity, and temperately and orderly, will it not be also acceptably to the gods? But when you have asked for warm water and the slave has not heard, or if he did hear has brought only tepid water, or he is not even found to be in the house, then not to be vexed or to burst with passion, is not this acceptable to the gods? ""How then shall a man endure such persons as this slave?"" Slave yourself, will you not bear with your own brother, who has Zeus for his progenitor, and is like a son from the same seeds and of the same descent from above? But if you have been put in any such higher place, will you immediately make yourself a tyrant? Will you not remember who you are, and whom you rule? that they are kinsmen, that they are brethren by nature, that they are the offspring of Zeus? ""But I have purchased them, and they have not purchased me."" Do you see in what direction you are looking, that it is toward the earth, toward the pit, that it is toward these wretched laws of dead men? but toward the laws of the gods you are not looking.","","","",""
"","1.14","","<b>Chapter 14: That the deity oversees all things</b>","","","",""
"1.62","1.14","62","When a person asked him how a man could be convinced that all his actions are under the inspection of God, he answered, Do you not think that all things are united in one? ""I do,"" the person replied. Well, do you not think that earthly things have a natural agreement and union with heavenly things ""I do."" And how else so regularly as if by God's command, when He bids the plants to flower, do they flower? when He bids them to send forth shoots, do they shoot? when He bids them to produce fruit, how else do they produce fruit? when He bids the fruit to ripen, does it ripen? when again He bids them to cast down the fruits, how else do they cast them down? and when to shed the leaves, do they shed the leaves? and when He bids them to fold themselves up and to remain quiet and rest, how else do they remain quiet and rest? And how else at the growth and the wane of the moon, and at the approach and recession of the sun, are so great an alteration and change to the contrary seen in earthly things? But are plants and our bodies so bound up and united with the whole, and are not our souls much more? and our souls so bound up and in contact with God as parts of Him and portions of Him; and does not God perceive every motion of these parts as being His own motion connate with Himself? Now are you able to think of the divine administration, and about all things divine, and at the same time also about human affairs, and to be moved by ten thousand things at the same time in your senses and in your understanding, and to assent to some, and to dissent from others, and again as to some things to suspend your judgment; and do you retain in your soul so many impressions from so many and various things, and being moved by them, do you fall upon notions similar to those first impressed, and do you retain numerous arts and the memories of ten thousand things; and is not God able to oversee all things, and to be present with all, and to receive from all a certain communication? And is the sun able to illuminate so large a part of the All, and to leave so little not illuminated, that part only which is occupied by the earth's shadow; and He who made the sun itself and makes it go round, being a small part of Himself compared with the whole, cannot He perceive all things?","","","",""
"1.63","1.14","63","""But I cannot,"" the man may reply, ""comprehend all these things at once."" But who tells you that you have equal power with Zeus? Nevertheless he has placed by every man a guardian, every man's Demon, to whom he has committed the care of the man, a guardian who never sleeps, is never deceived. For to what better and more careful guardian could He have entrusted each of us? When, then, you have shut the doors and made darkness within, remember never to say that you are alone, for you are not; but God is within, and your Demon is within, and what need have they of light to see what you are doing? To this God you ought to swear an oath just as the soldiers do to Caesar. But they who are hired for pay swear to regard the safety of Caesar before all things; and you who have received so many and such great favours, will you not swear, or when you have sworn, will you not abide by your oath? And what shall you swear? Never to be disobedient, never to make any charges, never to find fault with anything that he has given, and never unwillingly to do or to suffer anything, that is necessary. Is this oath like the soldier's oath? The soldiers swear not to prefer any man to Caesar: in this oath men swear to honour themselves before all.","","","",""
"","1.15","","<b>Chapter 15: What philosophy promises</b>","","","",""
"1.64","1.15","64","When a man was consulting him how he should persuade his brother to cease being angry with him, Epictetus replied: Philosophy does not propose to secure for a man any external thing. If it did philosophy would be allowing something which is not within its province. For as the carpenter's material is wood, and that of the statuary is copper, so the matter of the art of living is each man's life. ""What then is my brother's?"" That again belongs to his own art; but with respect to yours, it is one of the external things, like a piece of land, like health, like reputation. But Philosophy promises none of these. ""In every circumstance I will maintain,"" she says, ""the governing part conformable to nature."" Whose governing part? ""His in whom I am,"" she says.","","","",""
"1.65","1.15","65","""How then shall my brother cease to be angry with me?"" Bring him to me and I will tell him. But I have nothing to say to you about his anger.

When the man, who was consulting him, said, ""I seek to know this- how, even if my brother is not reconciled to me, shall I maintain myself in a state conformable to nature?"" Nothing great, said Epictetus, is produced suddenly, since not even the grape or the fig is. If you say to me now that you want a fig, I will answer to you that it requires time: let it flower first, then put forth fruit, and then ripen. Is, then, the fruit of a fig-tree not perfected suddenly and in one hour, and would you possess the fruit of a man's mind in so short a time and so easily? Do not expect it, even if I tell you.","","","",""
"","1.16","","<b>Chapter 16: Of providence</b>","","","",""
"1.66","1.16","66","Do not wonder if for other animals than man all things are provided for the body, not only food and drink, but beds also, and they have no need of shoes nor bed materials, nor clothing; but we require all these additional things. For, animals not being made for themselves, but for service, it was not fit for them to he made so as to need other things. For consider what it would be for us to take care not only of ourselves, but also about cattle and asses, how they should be clothed, and how shod, and how they should eat and drink. Now as soldiers are ready for their commander, shod, clothed and armed: but it would be a hard thing, for the chiliarch to go round and shoe or clothe his thousand men; so also nature has formed the animals which are made for service, all ready, prepared, and requiring no further care. So one little boy with only a stick drives the cattle.","","","",""
"1.67","1.16","67","But now we, instead of being thankful that we need not take the same care of animals as of ourselves, complain of God on our own account; and yet, in the name of Zeus and the gods, any one thing of those which exist would be enough to make a man perceive the providence of God, at least a man who is modest and grateful. And speak not to me now of the great thins, but only of this, that milk is produced from grass, and cheese from milk, and wool from skins. Who made these things or devised them? ""No one,"" you say. Oh, amazing shamelessness and stupidity!

Well, let us omit the works of nature and contemplate her smaller acts. Is there anything less useful than","","","",""
"","2.1","","<b>Chapter 1: That confidence is not inconsistent with caution</b>","","","",""
"2.1","2.1","1","The opinion of the philosophers, perhaps, seems to some to be a paradox; but still let us examine as well as we can, if it is true that it is possible to do everything both with caution and with confidence. For caution seems to be in a manner contrary to confidence, and contraries are in no way consistent. That which seems to many to be a paradox in the matter under consideration in my opinion is of this kind: if we asserted that we ought to employ caution and in the same things, men might justly accuse us of bringing together things which cannot be united. But now where is the difficulty in what is said? for if these things are true, which have been often said and often proved, that the nature of good is in the use of appearances, and the nature of evil likewise, and that things independent of our will do not admit either the nature of evil nor of good, what paradox do the philosophers assert if they say that where things are not dependent on the will, there you should employ confidence, but where they are dependent on the will, there you should employ caution? For if the bad consists in a bad exercise of the will, caution ought only to be used where things are dependent on the will. But if things independent of the will and not in our power are nothing to us, with respect to these we must employ confidence; and thus we shall both be cautious and confident, and indeed confident because of our caution. For by employing caution toward things which are really bad, it will result that we shall have confidence with respect to things which are not so.","","","",""
