"Index","Chapter","Thought","D: Original","D: Narrative","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"8.20","8","20","The declaration that they are unholy, hated of God, and most infamous; and is not the reason of this that no one has ever said the opposite, but every one from his earliest childhood has heard men speaking in the same manner about them always and everywhere, whether in comedy or in the graver language of tragedy? When the poet introduces on the stage a Thyestes or an Oedipus, or a Macareus having secret intercourse with his sister, he represents him, when found out, ready to kill himself as the penalty of his sin.","""The declaration that they are unholy, hated of God, and most infamous; and is not the reason of this that no one has ever said the opposite, but every one from his earliest childhood has heard men speaking in the same manner about them always and everywhere, whether in comedy or in the graver language of tragedy? When the poet introduces on the stage a Thyestes or an Oedipus, or a Macareus having secret intercourse with his sister, he represents him, when found out, ready to kill himself as the penalty of his sin.""","""The word is this: that these acts are unholy, hated by the gods, and utterly infamous. And the reason this word has such power is that no one has ever contradicted it. From earliest childhood, every person hears the same condemnation expressed always and everywhere -- in comedy and in the solemn language of tragedy alike. Whenever a poet brings a Thyestes or an Oedipus onto the stage, or a Macareus who has had secret relations with his sister, the character is always shown, once discovered, as ready to kill himself as the penalty for his transgression.""","""The word: that these acts are unholy, hated by the gods, and utterly infamous. Its power comes from unanimity -- no one has ever contradicted it. From childhood, everyone hears the same condemnation everywhere, in comedy and tragedy alike. Thyestes, Oedipus, Macareus -- every poet shows them ready to die once their incest is discovered.""","The Athenian reveals that the single word suppressing incestuous desire is the unanimous declaration that such acts are unholy, god-hated, and infamous. Its power derives from the fact that no one has ever contradicted it: from earliest childhood, everyone encounters the same condemnation in all cultural forms, from comedy to tragedy, where characters like Thyestes and Oedipus are shown choosing death upon discovery.","The incest taboo's power lies in the unanimity of cultural condemnation -- from childhood, no one ever hears a contrary voice, and every artistic portrayal reinforces the same message.","Speaker: Athenian Stranger. Thyestes committed incest with his daughter Pelopia; Oedipus unknowingly married his mother Jocasta; Macareus (son of Aeolus) had an affair with his sister Canace -- all standard mythological exempla of incest. The argument that cultural unanimity creates unthinkable taboos is a powerful insight about the relationship between social consensus and moral psychology. This passage implicitly argues for state control of artistic expression, since the taboo depends on poets never presenting a sympathetic portrayal of incest -- connecting to Republic 377-403 on the censorship of poetry. The theory of moral formation through consistent cultural messaging anticipates modern social learning theory."
"8.21","8","21","You are very right in saying that tradition, if no breath of opposition ever assails it, has a marvellous power.

Am I not also right in saying that the legislator who wants to master any of the passions which master man may easily know how to subdue them? He will consecrate the tradition of their evil character among all, slaves and freemen, women and children, throughout the city:-that will be the surest foundation of the law which he can make.

Yes; but will he ever succeed in making all mankind use the same language about them?","""You are very right in saying that tradition, if no breath of opposition ever assails it, has a marvellous power.""

""Am I not also right in saying that the legislator who wants to master any of the passions which master man may easily know how to subdue them? He will consecrate the tradition of their evil character among all, slaves and freemen, women and children, throughout the city: -- that will be the surest foundation of the law which he can make.""

""Yes; but will he ever succeed in making all mankind use the same language about them?""","""You are quite right that tradition, so long as it is never challenged, possesses an extraordinary power.""

""And am I not also right to say that a legislator who wishes to overcome any of the passions that dominate human beings can easily discover the method? He must establish a universal tradition that these behaviors are evil -- among all citizens, slaves and free, women and children, throughout the entire city. That will be the most secure foundation any law can have.""

""Yes, but will he ever actually succeed in getting all of humanity to speak with one voice on these matters?""","Megillus agrees that unopposed tradition has extraordinary power. The Athenian adds that a legislator can subdue any passion by consecrating the tradition of its evil throughout all classes of society -- that is the surest legal foundation.

Megillus raises the critical objection: can universal consensus actually be achieved?","Megillus affirms the power of unopposed tradition, and the Athenian argues that any passion can be subdued if the legislator universally consecrates its condemnation among all classes. Megillus raises the practical objection of whether truly universal consensus is achievable.","A legislator can subdue any passion by consecrating universal condemnation of it, but achieving truly unanimous consensus remains the practical challenge.","Speakers: Megillus and Athenian Stranger. Megillus's objection is genuinely penetrating -- it identifies the gap between the theoretical power of unanimous tradition and the practical difficulty of achieving it. This echoes a tension running throughout the Laws between ideal legislation and practical implementation. The idea that the legislator must shape opinion among 'slaves and freemen, women and children' reflects the Laws' comprehensive vision of social engineering through cultural formation -- cf. Laws 659d-660a on the power of consistent moral messaging. The phrase 'consecrate the tradition' (kathieroun) carries religious overtones, suggesting that moral norms must have quasi-sacred status to be effective."
"8.22","8","22","A good objection; but was I not just now saying that I had a way to make men use natural love and abstain from unnatural, not intentionally destroying the seeds of human increase, or sowing them in stony places, in which they will take no root; and that I would command them to abstain too from any female field of increase in which that which is sown is not likely to grow? Now if a law to this effect could only be made perpetual, and gain an authority such as already prevents intercourse of parents and children-such a law, extending to other sensual desires, and conquering them, would be the source of ten thousand blessings. For, in the first place, moderation is the appointment of nature, and deters men from all frenzy and madness of love, and from all adulteries and immoderate use of meats and drinks, and makes them good friends to their own wives. And innumerable other benefits would result if such a could only be enforced. I can imagine some lusty youth who is standing by, and who, on hearing this enactment, declares in scurrilous terms that we are making foolish and impossible laws, and fills the world with his outcry. And therefore I said that I knew a way of enacting and perpetuating such a law, which was very easy in one respect, but in another most difficult. There is no difficulty in seeing that such a law is possible, and in what way; for, as I was saying, the ordinance once consecrated would master the soul of, every man, and terrify him into obedience. But matters have now come to such a pass that even then the desired result seems as if it could not be attained, just as the continuance of an entire state in the practice of common meals is also deemed impossible. And although this latter is partly disproven by the fact of their existence among you, still even in your cities the common meals of women would be regarded as unnatural and impossible. I was thinking of the rebelliousness of the human heart when I said that the permanent establishment of these things is very difficult.","""A good objection; but was I not just now saying that I had a way to make men use natural love and abstain from unnatural, not intentionally destroying the seeds of human increase, or sowing them in stony places, in which they will take no root; and that I would command them to abstain too from any female field of increase in which that which is sown is not likely to grow?

Now if a law to this effect could only be made perpetual, and gain an authority such as already prevents intercourse of parents and children -- such a law, extending to other sensual desires, and conquering them, would be the source of ten thousand blessings. For, in the first place, moderation is the appointment of nature, and deters men from all frenzy and madness of love, and from all adulteries and immoderate use of meats and drinks, and makes them good friends to their own wives. And innumerable other benefits would result if such a law could only be enforced.

I can imagine some lusty youth who is standing by, and who, on hearing this enactment, declares in scurrilous terms that we are making foolish and impossible laws, and fills the world with his outcry. And therefore I said that I knew a way of enacting and perpetuating such a law, which was very easy in one respect, but in another most difficult.

There is no difficulty in seeing that such a law is possible, and in what way; for, as I was saying, the ordinance once consecrated would master the soul of every man, and terrify him into obedience. But matters have now come to such a pass that even then the desired result seems as if it could not be attained, just as the continuance of an entire state in the practice of common meals is also deemed impossible. And although this latter is partly disproven by the fact of their existence among you, still even in your cities the common meals of women would be regarded as unnatural and impossible. I was thinking of the rebelliousness of the human heart when I said that the permanent establishment of these things is very difficult.""","""A fair objection. But did I not just say that I had a way to direct people toward natural love and away from unnatural -- to prevent them from deliberately destroying the seeds of human reproduction, or sowing them where they will never take root? I would also command them to refrain from any sexual union unlikely to produce offspring.

If a law to this effect could be made permanent and gain the same authority that already prevents sexual relations between parents and children, then such a law -- extended to govern other sensual desires and conquering them -- would be the source of countless blessings. First, moderation is nature's own design, and it deters people from the frenzy and madness of desire, from adultery, and from excessive indulgence in food and drink. It makes them faithful companions to their own spouses. Innumerable other benefits would follow if this law could be enforced.

I can already picture some lusty young man standing nearby, hearing this proposal, and loudly declaring in crude language that we are making stupid and impossible laws. His outrage would echo everywhere. This is exactly why I said I knew a method for establishing such a law that was very easy in one respect but enormously difficult in another.

It is not hard to see that such a law is possible in principle: once consecrated, it would master every person's soul and compel obedience through a kind of moral terror. But things have deteriorated to the point where even this approach seems unable to achieve the desired result -- just as maintaining universal common meals throughout an entire state is considered impossible. Now, this latter claim is partly disproven by the fact that common meals actually exist among you. Yet even in your cities, the idea of common meals for women would be dismissed as unnatural and impossible. When I said that permanently establishing these things is very difficult, I was thinking of the sheer rebelliousness of the human heart.""","""I proposed directing people toward natural reproduction and away from barren or unnatural unions. If this law could gain the same authority as the incest taboo, it would bring countless blessings -- moderation, fidelity, temperance in all appetites.

Some lusty youth will surely mock this as foolish and impossible. The principle is easy enough: consecrated tradition can master any soul. But in practice, the rebelliousness of the human heart makes permanent establishment extremely difficult -- just as common meals, though they exist among you, are considered impossible for women even in your own cities.""","The Athenian argues that a law directing sexuality toward natural reproduction, if given the same sacrosanct authority as the incest taboo, would bring immense benefits including moderation, fidelity, and temperance. He acknowledges that some will mock these laws as impossible, and concedes that while the principle of consecrated tradition is sound, the rebelliousness of the human heart makes permanent implementation extremely difficult -- as illustrated by the fact that even existing common-meal customs cannot be extended to women.","A law channeling sexuality toward natural reproduction could bring vast benefits if given taboo-level authority, but the rebelliousness of human nature makes permanent enforcement extremely difficult.","Speaker: Athenian Stranger. The agricultural metaphors ('sowing in stony places,' 'female field of increase') for sexual regulation are characteristic of ancient Greek thinking about reproduction. The imagined 'lusty youth' who mocks the legislation is a vivid rhetorical device showing Plato's awareness of resistance to sexual regulation. The appeal to common meals (syssitia) in Crete and Sparta as partial proof of possibility is a recurring strategy in the Laws -- using existing practices to demonstrate feasibility. The admission about the 'rebelliousness of the human heart' is one of the Laws' most psychologically honest moments, reflecting Plato's mature recognition that ideal legislation must contend with intractable human nature -- contrast with the Republic's more optimistic expectations about philosophical education transforming desire."
"8.23","8","23","Very true.

Shall I try and find some sort of persuasive argument which will prove to you that such enactments are possible, and not beyond human nature?

By all means.

Is a man more likely to abstain from the pleasures of love and to do what he is bidden about them, when his body is in a good condition, or when he is in an ill condition, and out of training?

He will be far more temperate when he is in training.","""Very true.""

""Shall I try and find some sort of persuasive argument which will prove to you that such enactments are possible, and not beyond human nature?""

""By all means.""

""Is a man more likely to abstain from the pleasures of love and to do what he is bidden about them, when his body is in a good condition, or when he is in an ill condition, and out of training?""

""He will be far more temperate when he is in training.""","""Very true.""

""Then shall I attempt to find a persuasive argument proving that such laws are possible and do not exceed human capability?""

""Please do.""

""Tell me: is a person more likely to resist sexual temptation and obey the laws governing it when his body is in excellent condition and well-trained, or when he is in poor health and out of shape?""

""He will be far more temperate when he is in good training.""","The Athenian offers to prove these laws are humanly possible. He asks whether a well-trained body or an untrained one is better at resisting sexual temptation.

The answer: a trained body is far more temperate.","The Athenian proposes a persuasive argument for the feasibility of sexual regulation. He establishes the premise that physical fitness and training produce greater sexual temperance than physical neglect, which Cleinias readily confirms.","Physical fitness and disciplined training make a person more capable of sexual self-control, not less.","Speakers: Megillus, Athenian Stranger, and Cleinias. The counterintuitive claim that physical fitness promotes temperance rather than increasing desire challenges the common assumption that vigorous bodies are more sexually driven. This connects to the Laws' broader integration of physical and moral education. The argument anticipates the athletic examples in the next passage (8.24). The Socratic method of building an argument through agreed premises is characteristic of Plato's dialogues, though the Laws uses it more sparingly than the earlier works."
"8.24","8","24","And have we not heard of Iccus of Tarentum, who, with a view to the Olympic and other contests, in his zeal for his art, ind also because he was of a manly and temperate disposition, never had any connection with a woman or a youth during the whole time of his training? And the same is said of Crison and Astylus and Diopompus and many others; and yet, Cleinias, they were far worse educated in their minds than your and my citizens, and in their bodies far more lusty.","""And have we not heard of Iccus of Tarentum, who, with a view to the Olympic and other contests, in his zeal for his art, and also because he was of a manly and temperate disposition, never had any connection with a woman or a youth during the whole time of his training? And the same is said of Crison and Astylus and Diopompus and many others; and yet, Cleinias, they were far worse educated in their minds than your and my citizens, and in their bodies far more lusty.""","""Have we not heard of Iccus of Tarentum, who, driven by his dedication to the Olympic and other competitions -- and also by his naturally courageous and temperate character -- abstained from all sexual contact, with women or youths alike, throughout his entire period of training? The same is reported of Crison, Astylus, Diopompus, and many others. And yet, Cleinias, these athletes were far less educated in mind than the citizens you and I are designing, and far more physically vigorous and sexually robust.""","""Iccus of Tarentum abstained from all sexual contact during his Olympic training, as did Crison, Astylus, Diopompus, and many others. Yet these athletes were less educated than our citizens and far more physically vigorous. If they could manage it, surely our better-educated citizens can too.""","The Athenian cites famous Greek athletes -- Iccus of Tarentum, Crison, Astylus, and Diopompus -- who practiced complete sexual abstinence during their training periods despite being less intellectually educated and more physically vigorous than the citizens of the proposed state. If these athletes could exercise such restraint for mere athletic victory, the proposed citizens should be capable of the same for a far nobler purpose.","If less-educated, more physically vigorous athletes like Iccus of Tarentum could practice complete sexual abstinence for athletic victory, our better-educated citizens can certainly do the same for a higher purpose.","Speaker: Athenian Stranger. Iccus of Tarentum was a famous 5th-century BCE Olympic victor and trainer, also mentioned in Protagoras 316d. Astylus of Croton was a celebrated Olympic sprinter (488-480 BCE). Crison and Diopompus are less well-documented athletes. The argument from athletic abstinence was a common rhetorical topos in ancient Greek discourse on self-control. The logic -- that if those with worse education and stronger physical appetites could manage abstinence, then better-educated citizens can too -- is an a fortiori argument. This passage connects physical discipline to moral virtue, a theme central to Greek paideia and developed extensively in the Republic's treatment of gymnastic education (403c-412a)."
"8.25","8","25","No doubt this fact has been often affirmed positively by the ancients of these athletes.

And had they; courage to abstain from what is ordinarilly deemed a pleasure for the sake of a victory in wrestling, running, and the like; and shall our young men be incapable of a similar endurance for the sake of a much nobler victory, which is the noblest of all, as from their youth upwards we will tell them, charming them, as we hope, into the belief of this by tales and sayings and songs?

Of what victory are you speaking?

Of the victory over pleasure, which if they win, they will live happily; or if they are conquered, the reverse of happily. And, further, may we not suppose that the fear of impiety will enable them to master that which other inferior people have mastered?

I dare say.","""No doubt this fact has been often affirmed positively by the ancients of these athletes.""

""And had they courage to abstain from what is ordinarily deemed a pleasure for the sake of a victory in wrestling, running, and the like; and shall our young men be incapable of a similar endurance for the sake of a much nobler victory, which is the noblest of all, as from their youth upwards we will tell them, charming them, as we hope, into the belief of this by tales and sayings and songs?""

""Of what victory are you speaking?""

""Of the victory over pleasure, which if they win, they will live happily; or if they are conquered, the reverse of happily. And, further, may we not suppose that the fear of impiety will enable them to master that which other inferior people have mastered?""

""I dare say.""","""Indeed, these accounts of the athletes' abstinence have been widely confirmed by tradition.""

""So these athletes had the courage to forgo what most people consider pleasure for the sake of victory in wrestling, running, and similar contests. Shall our young citizens then be incapable of similar endurance for the sake of a far nobler victory -- the noblest of all? From their youth onward, we will teach them this through the charm of stories, proverbs, and songs, instilling in them the belief that this is the greatest victory of all.""

""What victory do you mean?""

""The victory over pleasure. Those who win it will live happily; those who are defeated by pleasure will live miserably. Furthermore, can we not expect that the fear of impiety will give them the strength to master what others, far less disciplined than they, have already mastered?""

""I would think so.""","""If athletes could forgo pleasure for mere wrestling victories, our citizens can surely endure the same for the noblest victory of all -- victory over pleasure itself. Those who win it live happily; those who lose, miserably. And the fear of impiety should enable them to master what lesser people have already mastered.""

""I would think so.""","The Athenian argues that if ancient athletes could abstain from pleasure for the sake of athletic victory, the proposed citizens should be capable of even greater endurance for the far nobler victory over pleasure itself. He proposes using stories, proverbs, and songs to instill this belief from youth, and adds that the fear of impiety should provide additional motivation.","If athletes abstained from pleasure for mere sporting victories, citizens can surely do the same for the noblest victory of all -- mastery over pleasure -- reinforced by the fear of impiety.","Speakers: Cleinias and Athenian Stranger. The concept of 'victory over pleasure' as the noblest contest echoes Laws 1.626e, where the Athenian argues that self-mastery is the most important form of victory. The strategy of using 'tales and sayings and songs' to charm youth into belief connects to the Laws' extensive treatment of educational music and poetry (Books 2-3, 7). The 'fear of impiety' as a motivating force reflects the Laws' departure from the Republic's more philosophical approach to motivation -- here, religious feeling supplements rational persuasion. The phrase 'the reverse of happily' (to enantion) is a characteristic Platonic understatement. Cleinias's guarded response ('I dare say') suggests he is not entirely convinced."
"8.26","8","26","And since we have reached this point in our legislation, and have fallen into a difficulty by reason of the vices of mankind, I affirm that our ordinance should simply run in the following terms: Our citizens ought not to fall below the nature of birds and beasts in general, who are born in great multitudes, and yet remain until the age for procreation virgin and unmarried, but when they have reached the proper time of life are coupled, male and female, and lovingly pair together, and live the rest of their lives in holiness and innocence, abiding firmly in their original compact:-surely, we will say to them, you should be better than the animals. But if they are corrupted by the other Hellenes and the common practice of barbarians, and they see with their eyes and hear with their ears of the so-called free love everywhere prevailing among them, and they themselves are not able to get the better of the temptation, the guardians of the law, exercising the functions of lawgivers, shall devise a second law against them.

And what law would you advise them to pass if this one failed?

Clearly, Cleinias, the one which would naturally follow.

What is that?","""And since we have reached this point in our legislation, and have fallen into a difficulty by reason of the vices of mankind, I affirm that our ordinance should simply run in the following terms: Our citizens ought not to fall below the nature of birds and beasts in general, who are born in great multitudes, and yet remain until the age for procreation virgin and unmarried, but when they have reached the proper time of life are coupled, male and female, and lovingly pair together, and live the rest of their lives in holiness and innocence, abiding firmly in their original compact: -- surely, we will say to them, you should be better than the animals.

But if they are corrupted by the other Hellenes and the common practice of barbarians, and they see with their eyes and hear with their ears of the so-called free love everywhere prevailing among them, and they themselves are not able to get the better of the temptation, the guardians of the law, exercising the functions of lawgivers, shall devise a second law against them.""

""And what law would you advise them to pass if this one failed?""

""Clearly, Cleinias, the one which would naturally follow.""

""What is that?""","""Since we have reached this point in our legislation and find ourselves confronting the difficulty posed by human vice, I propose that our ordinance should state simply this: our citizens ought not to sink below the standard set by birds and beasts. These creatures are born in great numbers, yet remain virgin and unpaired until the age of procreation. When the proper time arrives, they couple -- male with female -- pair together lovingly, and live out the rest of their lives in faithfulness and innocence, holding firmly to their original bond. Surely, we will say to our citizens, you ought to be better than the animals.

But if our citizens are corrupted by the influence of other Greeks and the common practices of non-Greeks -- if they witness the so-called sexual freedom prevailing everywhere and cannot resist the temptation themselves -- then the guardians of the law, acting as legislators, shall devise a second, stricter law to govern them.""

""What law would you recommend if this first one fails?""

""The one that naturally follows, Cleinias.""

""Which is?""","""Our ordinance should state: citizens must not fall below the standard of animals, who remain virgin until the proper age, then pair faithfully for life. Surely humans should be better than beasts.

But if they are corrupted by the sexual permissiveness prevailing among other Greeks and barbarians, the guardians of the law shall devise a stricter second law.""

""What law if this one fails?""

""The one that naturally follows.""","The Athenian proposes a primary law invoking the example of animals, who remain chaste until maturity and then pair faithfully for life, arguing that citizens should at minimum match this natural standard. If citizens fail this standard due to corruption from the sexual permissiveness of surrounding cultures, the guardians of the law shall impose a stricter backup law.","Citizens should at least match the faithfulness of animals who pair for life, but if corrupted by surrounding cultures, a stricter backup law must be devised.","Speakers: Athenian Stranger and Cleinias. The appeal to animal behavior as a moral standard inverts the usual Greek hierarchy of human over animal -- here, animals set the higher standard of sexual fidelity. This connects to 8.17's use of animal behavior in the argument from nature. The idealized picture of animal monogamy is zoologically inaccurate but rhetorically effective. The two-tier legislative strategy -- an ideal law plus a fallback -- is characteristic of the Laws' practical realism. The reference to 'other Hellenes and barbarians' acknowledges the cultural context of sexual permissiveness that the proposed city must resist. The concept of 'guardians of the law devising a second law' shows the Laws' flexible legislative framework, where officials can adapt laws to changing circumstances."
"8.27","8","27","Our citizens should not allow pleasures to strengthen with indulgence, but should by toil divert the aliment and exuberance of them into other parts of the body; and this will happen if no immodesty be allowed in the practice of love. Then they will be ashamed of frequent intercourse, and they will find pleasure, if seldom enjoyed, to be a less imperious mistress. They should not be found out doing anything of the sort. Concealment shall be honourable, and sanctioned by custom and made law by unwritten prescription; on the other hand, to be detected shall be esteemed dishonourable, but not, to abstain wholly. In this way there will be a second legal standard of honourable and dishonourable, involving a second notion of right. Three principles will comprehend all those corrupt natures whom we call inferior to themselves, and who form but one dass, and will compel them not to transgress.

What are they?","""Our citizens should not allow pleasures to strengthen with indulgence, but should by toil divert the aliment and exuberance of them into other parts of the body; and this will happen if no immodesty be allowed in the practice of love. Then they will be ashamed of frequent intercourse, and they will find pleasure, if seldom enjoyed, to be a less imperious mistress.

They should not be found out doing anything of the sort. Concealment shall be honourable, and sanctioned by custom and made law by unwritten prescription; on the other hand, to be detected shall be esteemed dishonourable, but not to abstain wholly. In this way there will be a second legal standard of honourable and dishonourable, involving a second notion of right.

Three principles will comprehend all those corrupt natures whom we call inferior to themselves, and who form but one class, and will compel them not to transgress.""

""What are they?""","""Citizens must not let their pleasures grow stronger through indulgence. Instead, through physical toil, they should redirect the body's excess energy into other channels. This will happen naturally if no shamelessness is permitted in sexual matters. People will then feel ashamed of frequent sexual activity, and they will discover that pleasure, when rarely enjoyed, becomes a far less tyrannical master.

They should not be caught engaging in sexual misconduct. Discretion shall be considered honorable and sanctioned by custom as an unwritten law. Being discovered, on the other hand, shall be considered shameful -- though total abstinence will not be required. In this way, a second standard of honor and dishonor will emerge, embodying a secondary conception of moral right.

Three principles will govern all those people of corrupt nature -- those whom we describe as inferior to themselves, who together form a single class -- and these principles will compel them to stay within bounds.""

""What are they?""","""Citizens must redirect excess physical energy through toil rather than feeding pleasures through indulgence. If shamelessness in sexual matters is forbidden, people will feel ashamed of excess and find that rare pleasure is a less tyrannical master.

Discretion shall be honorable; being caught, shameful -- though total abstinence is not required. This creates a secondary standard of honor.

Three principles will restrain those of corrupt nature.""

""What are they?""","The Athenian outlines a fallback sexual regulation for those who cannot achieve the ideal: physical labor should redirect excess energy, modesty should make frequent sexual activity shameful, and discretion should be honored while detection brings disgrace (though total abstinence is not required). This creates a secondary moral standard. Three governing principles will restrain those of weaker nature.","For those who cannot achieve complete temperance, the law creates a secondary standard: redirect energy through labor, honor discretion, and shame exposure, with three principles restraining corrupt natures.","Speakers: Athenian Stranger and Cleinias. The idea of redirecting sexual energy through physical labor anticipates the Freudian concept of sublimation by over two millennia. The distinction between ideal and secondary standards of behavior is a key feature of the Laws' practical approach to legislation -- cf. Laws 739a-e on 'second-best' constitutions. The notion that concealment is honorable while detection is shameful creates an unusual moral framework where the social fact of discovery, rather than the act itself, determines dishonor. The phrase 'inferior to themselves' (hettous hautou) -- people who cannot control their own desires -- is a recurring concept in Plato; cf. Republic 430e-431b on self-mastery. The three principles (piety, honor, and beauty of soul) will be revealed in the next passage."
"8.28","8","28","The principle of piety, the love of honour, and the desire of beauty, not in the body but in the soul. These are, perhaps, romantic aspirations; but they are the noblest of aspirations, if they could only be realized in all states, and, God willing, in the matter of love we may be able to enforce one of two things-either that no one shall venture to touch any person of the freeborn or noble class except his wedded wife, or sow the unconsecrated and bastard seed among harlots, or in barren and unnatural lusts; or at least we may abolish altogether the connection of men with men; and as to women, if any man has to do with any but those who come into his house duly married by sacred rites, whether they be bought or acquired in any other way, and he offends publicly in the face of all mankind, we shall be right in enacting that he be deprived of civic honours and privileges, and be deemed to be, as he truly is, a stranger. Let this law, then, whether it is one, or ought rather to be called two, be laid down respecting love in general, and the intercourse of the sexes which arises out of the desires, whether rightly or wrongly indulged.

I, for my part, Stranger, would gladly receive this law. Cleinias shall speak for himself, and tell you what is his opinion.

I will, Megillus, when an opportunity offers; at present, I think that we had better allow the Stranger to proceed with his laws.

Very good.","""The principle of piety, the love of honour, and the desire of beauty, not in the body but in the soul. These are, perhaps, romantic aspirations; but they are the noblest of aspirations, if they could only be realized in all states, and, God willing, in the matter of love we may be able to enforce one of two things -- either that no one shall venture to touch any person of the freeborn or noble class except his wedded wife, or sow the unconsecrated and bastard seed among harlots, or in barren and unnatural lusts; or at least we may abolish altogether the connection of men with men; and as to women, if any man has to do with any but those who come into his house duly married by sacred rites, whether they be bought or acquired in any other way, and he offends publicly in the face of all mankind, we shall be right in enacting that he be deprived of civic honours and privileges, and be deemed to be, as he truly is, a stranger.

Let this law, then, whether it is one, or ought rather to be called two, be laid down respecting love in general, and the intercourse of the sexes which arises out of the desires, whether rightly or wrongly indulged.""

""I, for my part, Stranger, would gladly receive this law. Cleinias shall speak for himself, and tell you what is his opinion.""

""I will, Megillus, when an opportunity offers; at present, I think that we had better allow the Stranger to proceed with his laws.""

""Very good.""","""The three principles are: piety, the love of honor, and the desire for beauty -- not physical beauty, but beauty of the soul. These may seem like romantic ideals, but they are the noblest of aspirations. If they could be realized in every state, then God willing, in the matter of sexual conduct we might enforce one of two standards.

The first and higher standard: that no one shall touch any freeborn or noble person other than their lawfully wedded spouse, nor sow illegitimate seed among prostitutes, nor engage in barren and unnatural sexual acts.

The second and minimum standard: that at the very least, sexual relations between men shall be abolished entirely. As for relations with women: any man who has relations with any woman other than his lawfully and ceremonially married wife -- whether she was acquired by purchase or any other means -- and who commits this offense publicly and in full view, shall rightly be deprived of all civic honors and privileges, and shall be regarded as what he truly is: a stranger to the city.

Let this law -- whether we should call it one law or two -- be established to govern love in general and all sexual relations arising from desire, whether rightly or wrongly pursued.""

""For my part, Stranger, I would gladly accept this law. Cleinias can speak for himself and share his own opinion.""

""I will, Megillus, when the opportunity arises. For now, I think we should let the Stranger continue with his legislation.""

""Very good.""","""The three principles: piety, love of honor, and desire for beauty of soul. Noble aspirations, perhaps romantic, but if realized, we could enforce one of two standards -- either that no one touches any freeborn person except their spouse, avoiding both prostitution and unnatural unions; or at minimum, that same-sex relations are abolished and public infidelity is punished by loss of civic status.

Let this law govern all sexual conduct.""

Megillus accepts. Cleinias defers. They proceed.","The Athenian reveals the three restraining principles -- piety, love of honor, and desire for spiritual beauty -- and proposes a two-tiered sexual law. The ideal prohibits all extramarital sex; the minimum standard abolishes same-sex relations and punishes publicly known infidelity with loss of citizenship. Megillus accepts the law; Cleinias defers his opinion for later, and they agree to move on.","Piety, honor, and love of spiritual beauty are the three principles restraining desire, supporting a two-tiered sexual law that ideally prohibits all extramarital sex and at minimum abolishes same-sex relations.","Speaker: Athenian Stranger. The triad of piety, honor, and love of soul-beauty corresponds roughly to the three parts of the soul in the Republic (rational, spirited, appetitive) and their respective motivations. The two-tiered legislative approach -- the ideal versus the achievable minimum -- exemplifies the Laws' characteristic pragmatism. The punishment of loss of civic status and being deemed a 'stranger' (xenos) reflects the gravity of citizenship in Greek political thought. Megillus's ready acceptance and Cleinias's diplomatic deferral create a moment of dramatic tension, suggesting Cleinias may have reservations rooted in Cretan customs. This passage concludes the extended discussion of sexual regulation (8.15-8.28), one of the most sustained ethical arguments in the Laws."
"8.29","8","29","We had got about as far as the establishment of the common tables, which in most places would be difficult, but in Crete no one would think of introducing any other custom. There might arise a question about the manner of them-whether they shall be such as they are here in Crete, or such as they are in Lacedaemon,-or is there a third kind which may be better than either of them? The answer to this question might be easily discovered, but the discovery would do no great good, for at present they are very well ordered.","""We had got about as far as the establishment of the common tables, which in most places would be difficult, but in Crete no one would think of introducing any other custom. There might arise a question about the manner of them -- whether they shall be such as they are here in Crete, or such as they are in Lacedaemon, -- or is there a third kind which may be better than either of them? The answer to this question might be easily discovered, but the discovery would do no great good, for at present they are very well ordered.""","""We had reached the point of establishing the common meals -- a practice that would be difficult to introduce in most places, but that no one in Crete would dream of replacing with anything else. One might ask how these meals should be organized: should they follow the Cretan model, the Spartan model, or some third approach that improves on both? The answer to this question could probably be worked out easily enough, but the discovery would not accomplish much, since the existing arrangements are already quite satisfactory.""","""We had reached the establishment of common meals -- difficult elsewhere, but natural in Crete. Whether to follow the Cretan or Spartan model, or devise a third, is an answerable question but not a pressing one, since existing arrangements are already well ordered.""","The Athenian transitions from the topic of sexual regulation to the practical matter of common meals, noting that while these would be difficult to establish elsewhere, they are second nature in Crete. He dismisses the question of which model to follow -- Cretan, Spartan, or a novel third option -- since the existing systems work well enough.","The common meals are already well established in Crete, and debating whether to follow the Cretan, Spartan, or a new model is unnecessary since the current arrangements are satisfactory.","Speaker: Athenian Stranger. The common meals (syssitia) were a central institution in both Crete and Sparta, where citizens ate together daily. In Sparta they were called phiditia. The Athenian's pragmatic acceptance of existing arrangements contrasts with the Republic's more radical communism of the guardian class (Republic 416d-417b). This passage marks a significant transition in Book 8, moving from the contentious topic of sexual regulation to the more practical concerns of agriculture and trade that will dominate the remainder of the book. The brevity of this passage signals that the Athenian considers common meals a settled question requiring no further debate."
