"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"7.6","7.2","6","(2) Further, if continence involves having strong and bad appetites, the temperate man will not be continent nor the continent man temperate; for a temperate man will have neither excessive nor bad appetites. But the continent man must; for if the appetites are good, the state of character that restrains us from following them is bad, so that not all continence will be good; while if they are weak and not bad, there is nothing admirable in resisting them, and if they are weak and bad, there is nothing great in resisting these either.","(2) Furthermore, if continence involves having strong and bad appetites, then the temperate person will not be continent, nor the continent person temperate. A temperate person has neither excessive nor bad appetites. But the continent person must have them: if the appetites being restrained were good, the state of character that holds us back from following them would be bad, so not all continence would be good. On the other hand, if the appetites are weak and not bad, there is nothing admirable in resisting them; and if they are weak and bad, there is nothing impressive about resisting those either.","If continence requires strong, bad appetites, then the temperate person (who has neither excessive nor bad appetites) cannot be continent. But if the appetites being restrained were good, restraining them would be bad. And if the appetites are weak, resisting them is neither admirable nor impressive.","A puzzle arises about the relationship between temperance and continence. If continence requires resisting strong bad desires, the temperate person (who lacks such desires) cannot be continent. But this seems to separate two states that common opinion often identifies.","Continence and temperance cannot be identical because continence presupposes the bad desires that temperance has already eliminated.","This puzzle sharpens the distinction between temperance (sophrosyne) and continence (enkrateia) introduced in 7.4. -- Temperance was discussed in Book III.10-12, where the temperate person is characterized as having well-ordered desires rather than needing to struggle against bad ones. -- This distinction became foundational in later moral philosophy, especially in Kant's contrast between acting from duty against inclination and acting from a well-formed character."
"7.7","7.2","7","(3) Further, if continence makes a man ready to stand by any and every opinion, it is bad, i.e. if it makes him stand even by a false opinion; and if incontinence makes a man apt to abandon any and every opinion, there will be a good incontinence, of which Sophocles' Neoptolemus in the Philoctetes will be an instance; for he is to be praised for not standing by what Odysseus persuaded him to do, because he is pained at telling a lie.","(3) Furthermore, if continence makes a person ready to stand by any and every opinion, it could be bad -- for instance, if it makes someone cling to a false opinion. And if incontinence makes a person liable to abandon any and every opinion, there could be a praiseworthy form of incontinence. Sophocles' Neoptolemus in the Philoctetes provides an example: he deserves praise for not standing by what Odysseus had persuaded him to do, because he was pained at having to tell a lie.","If continence means standing by every opinion, it could be bad -- it might mean clinging to falsehood. If incontinence means abandoning any opinion, it could be good -- as when Neoptolemus in Sophocles' Philoctetes rightly abandoned the deception Odysseus had urged upon him, because lying caused him pain.","If continence simply means standing firm on any belief, it could be a fault (stubbornness in error). If incontinence simply means abandoning beliefs, it could be praiseworthy -- as when Neoptolemus abandoned a lie he had been persuaded to tell.","Standing firm is not always good and giving way is not always bad -- what matters is whether the conviction being held or abandoned is right.","Neoptolemus is the son of Achilles in Sophocles' Philoctetes (produced 409 BCE). Odysseus persuades him to deceive the wounded Philoctetes into giving up Heracles' bow, but Neoptolemus cannot bear the dishonesty and confesses the plot. -- This example recurs at 7.9/7.38 and is resolved there. -- The puzzle highlights that continence cannot be defined merely as 'standing by one's convictions' without reference to the truth or rightness of those convictions."
"7.8","7.2","8","(4) Further, the sophistic argument presents a difficulty; the syllogism arising from men's wish to expose paradoxical results arising from an opponent's view, in order that they may be admired when they succeed, is one that puts us in a difficulty (for thought is bound fast when it will not rest because the conclusion does not satisfy it, and cannot advance because it cannot refute the argument). There is an argument from which it follows that folly coupled with incontinence is virtue; for a man does the opposite of what he judges, owing to incontinence, but judges what is good to be evil and something that he should not do, and consequence he will do what is good and not what is evil.","(4) Furthermore, the sophistical argument creates a puzzle. This is the kind of syllogism that aims to produce paradoxical conclusions from an opponent's premises, so that the sophist gains admiration when he succeeds. The mind gets trapped -- unable to rest content with the conclusion because it is dissatisfied, yet unable to advance because it cannot refute the reasoning.

From this kind of argument it follows that foolishness combined with incontinence is virtue. For if a foolish person judges what is good to be evil and something he should not do, and then, through incontinence, does the opposite of what he judges, he will end up doing what is good rather than what is evil.","Sophistical reasoning produces a paradox: if a fool judges the good to be evil and something to avoid, and then through weakness of will does the opposite of his judgment, he ends up doing what is actually good. This would make foolishness combined with incontinence a kind of virtue -- an absurd conclusion.","A sophistical paradox: if a foolish person misjudges good as evil, and then through weakness of will acts against his own (wrong) judgment, he accidentally does the right thing. This would absurdly make folly plus incontinence equivalent to virtue.","The sophistic paradox that a fool's weakness of will could accidentally produce right action shows that incontinence cannot be defined without reference to correct judgment.","Sophists were itinerant teachers of rhetoric and argument in 5th-4th century BCE Greece; Aristotle frequently criticizes their methods in the Sophistical Refutations and Rhetoric. -- This puzzle anticipates Aristotle's resolution that incontinence properly so-called involves acting against correct judgment, not just against any judgment. -- The logical structure resembles the 'two wrongs make a right' fallacy."
"7.9","7.2","9","(5) Further, he who on conviction does and pursues and chooses what is pleasant would be thought to be better than one who does so as a result not of calculation but of incontinence; for he is easier to cure since he may be persuaded to change his mind. But to the incontinent man may be applied the proverb 'when water chokes, what is one to wash it down with?' If he had been persuaded of the rightness of what he does, he would have desisted when he was persuaded to change his mind; but now he acts in spite of his being persuaded of something quite different.

(6) Further, if incontinence and continence are concerned with any and every kind of object, who is it that is incontinent in the unqualified sense? No one has all the forms of incontinence, but we say some people are incontinent without qualification.","(5) Furthermore, someone who pursues and chooses what is pleasant based on settled conviction would seem to be better off than someone who does so through incontinence rather than rational calculation, since the former is easier to cure -- he might be persuaded to change his mind. But the incontinent person invites the proverb: 'When water chokes you, what can you wash it down with?' If he had been convinced that what he was doing was right, he would stop when persuaded otherwise. But as things stand, he acts despite already being convinced of the opposite.

(6) Furthermore, if incontinence and continence can concern any and every kind of object, who qualifies as incontinent without qualification? No one has every form of incontinence, yet we do call some people incontinent in an unqualified sense.","Someone who pursues pleasure from conviction is easier to cure than the incontinent person, who already believes otherwise yet acts badly anyway -- prompting the proverb 'When water chokes you, what can you wash it down with?' Additionally, if incontinence could concern anything at all, there would be no unqualified sense of the term, yet we do speak of people as simply 'incontinent.'","Two further puzzles: first, the self-indulgent person who acts from conviction seems more curable than the incontinent person who already knows better but acts wrongly anyway. Second, if incontinence could apply to any object whatsoever, there would be no way to identify someone as incontinent in the unqualified sense -- yet we clearly do make such judgments.","The incontinent person presents a deeper puzzle than the self-indulgent one: he already holds the right conviction but acts against it, and his incontinence must have a determinate scope if the concept is to be meaningful.","The proverb 'when water chokes, what is one to wash it down with?' is a Greek expression for being undermined by the very thing that should help -- comparable to 'physician, heal thyself.' -- Puzzle (5) sets up the important distinction between self-indulgence (akolasia) and incontinence (akrasia) that Aristotle resolves in chapter 8: the self-indulgent person is actually worse because his first principles are corrupted, even though the incontinent person's condition seems more paradoxical. -- Puzzle (6) is resolved in chapter 4, where Aristotle limits unqualified incontinence to bodily pleasures."
"7.10","7.3","10","Of some such kind are the difficulties that arise; some of these points must be refuted and the others left in possession of the field; for the solution of the difficulty is the discovery of the truth. (1) We must consider first, then, whether incontinent people act knowingly or not, and in what sense knowingly; then (2) with what sorts of object the incontinent and the continent man may be said to be concerned (i.e. whether with any and every pleasure and pain or with certain determinate kinds), and whether the continent man and the man of endurance are the same or different; and similarly with regard to the other matters germane to this inquiry. The starting-point of our investigation is (a) the question whether the continent man and the incontinent are differentiated by their objects or by their attitude, i.e. whether the incontinent man is incontinent simply by being concerned with such and such objects, or, instead, by his attitude, or, instead of that, by both these things; (b) the second question is whether incontinence and continence are concerned with any and every object or not. The man who is incontinent in the unqualified sense is neither concerned with any and every object, but with precisely those with which the self-indulgent man is concerned, nor is he characterized by being simply related to these (for then his state would be the same as self-indulgence), but by being related to them in a certain way. For the one is led on in accordance with his own choice, thinking that he ought always to pursue the present pleasure; while the other does not think so, but yet pursues it.","Such are the kinds of difficulties that arise. Some of these points must be refuted and others left standing, for solving these difficulties is itself the discovery of the truth.

We must consider first (1) whether incontinent people act knowingly or not, and in what sense 'knowingly'; then (2) what sorts of objects the incontinent and continent person are concerned with -- whether any and every pleasure and pain, or only certain determinate kinds -- and whether the continent person and the person of endurance are the same or different. We must address the other questions relevant to this inquiry as well.

Our starting point is (a) the question whether the continent and incontinent person are distinguished by their objects or by their attitude -- that is, whether someone is incontinent simply by being concerned with certain objects, or rather by relating to them in a certain way, or by both. The second question (b) is whether incontinence and continence concern any and every object or not.

The person who is incontinent in the unqualified sense is not concerned with just any object, but precisely with those same objects that concern the self-indulgent person. Nor is he characterized simply by his relation to these objects (for that would make his state identical to self-indulgence), but by a specific kind of relation. The self-indulgent person is led on by deliberate choice, believing that he should always pursue the present pleasure. The incontinent person does not believe this, yet pursues the pleasure all the same.","Solving these puzzles is itself the discovery of truth. We must determine: (1) in what sense the incontinent person acts 'knowingly,' and (2) what objects incontinence concerns.

The incontinent person in the unqualified sense deals with the same objects as the self-indulgent person -- bodily pleasures -- but relates to them differently. The self-indulgent person deliberately chooses to pursue present pleasure, believing he should. The incontinent person does not believe he should, yet pursues it anyway.","Aristotle begins resolving the puzzles. Unqualified incontinence concerns the same bodily pleasures as self-indulgence but differs in attitude: the self-indulgent person deliberately chooses excess pleasure believing it right, while the incontinent person pursues it despite believing otherwise.","What distinguishes incontinence from self-indulgence is not the object but the attitude: the incontinent person acts against his own better judgment, while the self-indulgent person acts in accordance with his corrupted judgment.","This chapter begins Aristotle's positive resolution of the puzzles raised in chapters 1-2. -- The distinction between incontinence and self-indulgence rests on the role of choice (prohairesis), one of Aristotle's key ethical concepts defined in Book III.2-3. The self-indulgent person's choice is corrupted; the incontinent person's choice remains correct but is overridden by appetite. -- The method of resolving aporiai (puzzles) to discover truth is characteristic of Aristotelian dialectic, described in Topics I and Metaphysics III."
"7.11","7.3","11","(1) As for the suggestion that it is true opinion and not knowledge against which we act incontinently, that makes no difference to the argument; for some people when in a state of opinion do not hesitate, but think they know exactly. If, then, the notion is that owing to their weak conviction those who have opinion are more likely to act against their judgement than those who know, we answer that there need be no difference between knowledge and opinion in this respect; for some men are no less convinced of what they think than others of what they know; as is shown by the of Heraclitus. But (a), since we use the word 'know' in two senses (for both the man who has knowledge but is not using it and he who is using it are said to know), it will make a difference whether, when a man does what he should not, he has the knowledge but is not exercising it, or is exercising it; for the latter seems strange, but not the former.","(1) As for the suggestion that what the incontinent person acts against is true opinion rather than knowledge, this makes no difference to the argument. Some people in a state of opinion do not hesitate at all but believe they know with certainty. If the claim is that those with mere opinion, having weaker conviction, are more likely to act against their judgment than those with knowledge, we must reply that there need be no difference between knowledge and opinion in this respect. Some people are no less convinced of what they believe than others are of what they know -- as the case of Heraclitus demonstrates.

But (a) since we use the word 'know' in two senses -- both the person who possesses knowledge but is not currently using it and the person who is actively using it are said to 'know' -- it will make a difference whether the person who does what he should not possesses the knowledge without exercising it, or is actively exercising it. The latter case seems genuinely strange, but the former does not.","The distinction between opinion and knowledge does not resolve the problem of incontinence, since some people hold their opinions with conviction as strong as knowledge -- as Heraclitus illustrates. What matters is the distinction between possessing knowledge and actively using it. Acting against knowledge one possesses but is not exercising is unsurprising; acting against knowledge one is actively employing would be truly strange.","Aristotle argues that the opinion-versus-knowledge distinction does not solve the puzzle of incontinence, since conviction can be equally strong in either case. The crucial distinction is instead between possessing knowledge passively and actively exercising it.","What matters for incontinence is not whether one has knowledge or opinion, but whether one's knowledge is actively engaged or merely latent.","Heraclitus of Ephesus (fl. c. 500 BCE) was a pre-Socratic philosopher known for his obscure but deeply held doctrines and his supreme confidence in them despite their paradoxical nature. -- The distinction between possessing knowledge (hexis) and actively using it (energeia) is fundamental to Aristotle's philosophy, appearing in De Anima II.1, Metaphysics IX, and throughout the Ethics. -- This begins Aristotle's multi-layered analysis of how someone can 'know' yet fail to act on that knowledge, partially vindicating Socrates."
"7.12","7.3","12","(b) Further, since there are two kinds of premisses, there is nothing to prevent a man's having both premisses and acting against his knowledge, provided that he is using only the universal premiss and not the particular; for it is particular acts that have to be done. And there are also two kinds of universal term; one is predicable of the agent, the other of the object; e.g. 'dry food is good for every man', and 'I am a man', or 'such and such food is dry'; but whether 'this food is such and such', of this the incontinent man either has not or is not exercising the knowledge. There will, then, be, firstly, an enormous difference between these manners of knowing, so that to know in one way when we act incontinently would not seem anything strange, while to know in the other way would be extraordinary.","(b) Furthermore, since there are two kinds of premises in a syllogism, nothing prevents someone from having both premises yet acting against his knowledge, provided he is using only the universal premise and not the particular one. After all, it is particular actions that must be performed.

There are also two kinds of universal term: one refers to the agent, the other to the object. For example, the universal premise might be 'dry food is good for every person,' and the agent-related premise 'I am a person,' or the object-related premise 'such-and-such food is dry.' But whether 'this particular food is of that kind' -- this is the particular premise that the incontinent person either does not have or is not actively employing.

There will therefore be an enormous difference between these ways of knowing. To have knowledge in the one way (possessing only the universal) when acting incontinently would not seem at all strange, but to have it in the other way (grasping the particular conclusion as well) would be extraordinary.","A practical syllogism has universal and particular premises. One can hold the universal premise ('dry food benefits everyone') without grasping or applying the particular ('this food is dry'). Since action depends on the particular premise, someone can possess knowledge in the universal sense while failing to apply it in the particular case. This explains how one can 'know' yet act incontinently without paradox.","Aristotle introduces the practical syllogism to explain incontinence. Someone may hold the universal premise ('such food is good for everyone') without grasping or activating the relevant particular premise ('this food before me is of that kind'). Since action requires the particular premise, one can know in general yet fail to act rightly in the specific case.","One can possess universal knowledge about what is good yet fail to recognize or apply it in the particular case at hand, because action depends on grasping the particular premise.","The practical syllogism is one of Aristotle's most important contributions to moral psychology and action theory. It appears also in De Motu Animalium 7 and De Anima III.11. -- The example 'dry food is good for every man' reflects ancient Greek medical theory (Hippocratic medicine classified foods by qualities like dry/moist, hot/cold). -- This analysis shows how Aristotle partially vindicates Socrates: the incontinent person does lack a certain kind of knowledge -- not universal knowledge, but active particular knowledge."
"7.13","7.3","13","And further (c) the possession of knowledge in another sense than those just named is something that happens to men; for within the case of having knowledge but not using it we see a difference of state, admitting of the possibility of having knowledge in a sense and yet not having it, as in the instance of a man asleep, mad, or drunk. But now this is just the condition of men under the influence of passions; for outbursts of anger and sexual appetites and some other such passions, it is evident, actually alter our bodily condition, and in some men even produce fits of madness. It is plain, then, that incontinent people must be said to be in a similar condition to men asleep, mad, or drunk. The fact that men use the language that flows from knowledge proves nothing; for even men under the influence of these passions utter scientific proofs and verses of Empedocles, and those who have just begun to learn a science can string together its phrases, but do not yet know it; for it has to become part of themselves, and that takes time; so that we must suppose that the use of language by men in an incontinent state means no more than its utterance by actors on the stage. (d) Again, we may also view the cause as follows with reference to the facts of human nature. The one opinion is universal, the other is concerned with the particular facts, and here we come to something within the sphere of perception; when a single opinion results from the two, the soul must in one type of case affirm the conclusion, while in the case of opinions concerned with production it must immediately act (e.g. if 'everything sweet ought to be tasted', and 'this is sweet', in the sense of being one of the particular sweet things, the man who can act and is not prevented must at the same time actually act accordingly). When, then, the universal opinion is present in us forbidding us to taste, and there is also the opinion that 'everything sweet is pleasant', and that 'this is sweet' (now this is the opinion that is active), and when appetite happens to be present in us, the one opinion bids us avoid the object, but appetite leads us towards it (for it can move each of our bodily parts); so that it turns out that a man behaves incontinently under the influence (in a sense) of a rule and an opinion, and of one not contrary in itself, but only incidentally-for the appetite is contrary, not the opinion-to the right rule. It also follows that this is the reason why the lower animals are not incontinent, viz. because they have no universal judgement but only imagination and memory of particulars.","(c) Furthermore, there is yet another way of possessing knowledge without using it. Within the category of having knowledge but not employing it, we can distinguish different states -- including the possibility of having knowledge in a sense while not having it, as with someone asleep, insane, or drunk. But this is precisely the condition of people under the influence of strong passions. Outbursts of anger, sexual desire, and other such passions clearly alter our very bodily condition, and in some people even produce fits of madness. It is plain, then, that incontinent people must be said to be in a condition similar to those who are asleep, insane, or drunk.

The fact that such people use language that sounds knowledgeable proves nothing. Even people under the influence of these passions can recite scientific proofs and quote Empedocles, and those who have just begun learning a subject can string together its terminology without truly knowing it -- for knowledge must become part of oneself, and that takes time. We must therefore suppose that the words of people in an incontinent state mean no more than lines spoken by actors on stage.

(d) We can also analyze the cause by looking at how human cognition actually works. One kind of judgment is universal; the other concerns particular facts and falls within the domain of perception. When a single conclusion results from combining these two, the mind must, in theoretical matters, affirm the conclusion, and in practical matters, act on it immediately. For example, if one holds that 'everything sweet ought to be tasted' and perceives that 'this is sweet' (as one of the particular sweet things), the person who is able to act and is not prevented must at the same time actually taste it.

Now when a universal judgment is present in us telling us to avoid something, and simultaneously the judgment that 'everything sweet is pleasant' is present along with the perception that 'this particular thing is sweet' (and it is this last judgment that is active), and when appetite also happens to be present -- then the universal judgment tells us to avoid the object, but appetite drives us toward it (for appetite can move each of our bodily parts). And so it turns out that a person behaves incontinently under the influence, in a sense, of a rational principle and an opinion -- one that is not contrary in itself to the right principle, but only incidentally so. For it is the appetite that is contrary to right reason, not the opinion.

This also explains why the lower animals are not incontinent: they have no universal judgments, only imagination and memory of particulars.","People gripped by passion are like those asleep, mad, or drunk -- they may possess knowledge without being able to use it. Their recitation of correct principles proves nothing, just as actors speak lines without understanding them.

The mechanism works thus: a universal judgment ('avoid this') coexists with another practical premise ('everything sweet is pleasant') and a perception ('this is sweet'). Appetite, activated by the particular perception, drives the person toward the object even while the universal judgment forbids it. The person acts incontinently under the influence of a kind of reasoning -- but it is appetite, not the opinion itself, that opposes right reason.

This is why animals cannot be incontinent: lacking universal judgments, they have nothing to act against.","Aristotle offers his central explanation of incontinence. People in the grip of passion are like the sleeping or drunk -- they possess knowledge but cannot activate it. The mechanism involves competing practical syllogisms: a universal prohibition and a particular appetite-driven premise. Appetite moves the person to act on the particular perception while the universal knowledge is temporarily disabled. Animals cannot be incontinent because they lack universal judgments entirely.","Passion temporarily disables one's grasp of universal knowledge, allowing appetite -- working through a particular perception of pleasure -- to drive action against what one knows in general to be right.","Empedocles of Acragas (c. 494-434 BCE) was a pre-Socratic philosopher, poet, and wonder-worker whose verses were widely memorized. -- The comparison to actors (hypokritai) is striking: the Greek word for actor literally means 'answerer' or 'interpreter.' -- The practical syllogism framework here is Aristotle's most developed account, involving competing syllogisms with shared particular premises. -- The exclusion of animals from incontinence because they lack universal judgment connects to De Anima III.11 and Aristotle's broader theory of animal cognition. -- This passage is central to the entire history of weakness of will (akrasia) in philosophy, influencing Donald Davidson's 'How is Weakness of the Will Possible?' (1970) and much subsequent debate."
"7.14","7.3","14","The explanation of how the ignorance is dissolved and the incontinent man regains his knowledge, is the same as in the case of the man drunk or asleep and is not peculiar to this condition; we must go to the students of natural science for it. Now, the last premiss both being an opinion about a perceptible object, and being what determines our actions this a man either has not when he is in the state of passion, or has it in the sense in which having knowledge did not mean knowing but only talking, as a drunken man may utter the verses of Empedocles. And because the last term is not universal nor equally an object of scientific knowledge with the universal term, the position that Socrates sought to establish actually seems to result; for it is not in the presence of what is thought to be knowledge proper that the affection of incontinence arises (nor is it this that is 'dragged about' as a result of the state of passion), but in that of perceptual knowledge.

This must suffice as our answer to the question of action with and without knowledge, and how it is possible to behave incontinently with knowledge.","The explanation of how the ignorance dissolves and the incontinent person regains his knowledge is the same as for someone who is drunk or asleep, and is not unique to this condition -- we must consult the natural scientists for the details.

Now, the final premise -- which is both a judgment about a perceptible object and the one that determines action -- is something the person in a state of passion either does not possess at all, or possesses only in the sense that 'having knowledge' means merely being able to utter words, as a drunk person might recite Empedocles. And because this last term is not universal and not an object of scientific knowledge in the way the universal term is, the position Socrates was trying to establish actually turns out to be correct. For incontinence does not arise in the presence of what is properly called knowledge, nor is it genuine knowledge that gets 'dragged about' by passion. Rather, it occurs in the presence of perceptual knowledge only.

This must suffice as our answer to the question of how it is possible to behave incontinently while possessing knowledge, and in what sense the incontinent person does and does not 'know.'","When passion subsides, the incontinent person recovers his knowledge, just as the drunk or sleeping person does. The crucial point is that incontinence occurs not in the presence of genuine scientific knowledge but only when perceptual knowledge of particulars is involved. Thus Socrates was essentially right: it is not knowledge in the proper sense that gets overpowered by passion, but only perception-level cognition.

This resolves how one can behave incontinently while in some sense 'knowing.'","Aristotle concludes his analysis of knowledge and incontinence. The incontinent person's universal knowledge remains intact; what passion overwhelms is only the particular, perception-level judgment that determines action. Socrates was therefore substantially correct: genuine knowledge in the full sense is not what gets overpowered.","Socrates was essentially right that knowledge proper is not overcome by passion -- what incontinence overwhelms is only the particular, perceptual judgment needed to trigger action.","This passage represents Aristotle's characteristic method of partially vindicating his predecessors while correcting them. Socrates was right about knowledge-proper but wrong to deny incontinence entirely. -- Empedocles is mentioned again as the example of someone whose words can be mechanically repeated. -- The appeal to 'students of natural science' (physikoi) for the mechanism of recovery reflects Aristotle's view that ethics and natural philosophy are complementary disciplines. -- This resolution has been enormously influential but also contested; many scholars debate whether Aristotle truly solves the problem or merely redescribes it."
"7.15","7.4","15","(2) We must next discuss whether there is any one who is incontinent without qualification, or all men who are incontinent are so in a particular sense, and if there is, with what sort of objects he is concerned. That both continent persons and persons of endurance, and incontinent and soft persons, are concerned with pleasures and pains, is evident.","(2) We must next consider whether anyone is incontinent without qualification, or whether everyone who is incontinent is so only in some particular respect. And if there is incontinence without qualification, we must determine what sorts of objects it concerns.

It is evident that both continent and enduring persons, and both incontinent and soft persons, are concerned with pleasures and pains.","We must determine whether incontinence exists in an unqualified sense or only in qualified forms. Both continent and incontinent persons, and both enduring and soft persons, clearly deal with pleasures and pains.","Aristotle transitions to the question of whether there is incontinence in an unqualified sense or only qualified forms, establishing that all these dispositions -- continence, incontinence, endurance, and softness -- concern pleasures and pains.","The question is whether incontinence has an unqualified form or exists only in qualified varieties, given that all such dispositions concern pleasures and pains.","This opens the discussion of chapters 4-6 (or 7.15-7.27 in the thought numbering), which address puzzle (6) from chapter 2 about what objects incontinence properly concerns. -- The pairing of continence/incontinence with endurance/softness reflects the dual axes of pleasure-resistance and pain-resistance. -- 'Without qualification' (haplos) versus 'in a particular respect' (kata ti) is a standard Aristotelian distinction used across his works."
"7.16","7.4","16","Now of the things that produce pleasure some are necessary, while others are worthy of choice in themselves but admit of excess, the bodily causes of pleasure being necessary (by such I mean both those concerned with food and those concerned with sexual intercourse, i.e. the bodily matters with which we defined self-indulgence and temperance as being concerned), while the others are not necessary but worthy of choice in themselves (e.g. victory, honour, wealth, and good and pleasant things of this sort). This being so, (a) those who go to excess with reference to the latter, contrary to the right rule which is in themselves, are not called incontinent simply, but incontinent with the qualification 'in respect of money, gain, honour, or anger',-not simply incontinent, on the ground that they are different from incontinent people and are called incontinent by reason of a resemblance. (Compare the case of Anthropos (Man), who won a contest at the Olympic games; in his case the general definition of man differed little from the definition peculiar to him, but yet it was different.) This is shown by the fact that incontinence either without qualification or in respect of some particular bodily pleasure is blamed not only as a fault but as a kind of vice, while none of the people who are incontinent in these other respects is so blamed.","Among the things that produce pleasure, some are necessary while others are worthy of choice in themselves but admit of excess. The bodily sources of pleasure are necessary -- by which I mean those related to food and sexual intercourse, the very bodily matters we defined as the concern of self-indulgence and temperance. The others are not necessary but are worthy of choice in themselves -- for example, victory, honor, wealth, and similar good and pleasant things.

This being so, (a) those who go to excess regarding the latter category, contrary to the right principle within them, are not called incontinent without qualification, but incontinent 'with respect to money,' 'gain,' 'honor,' or 'anger.' They are not called simply incontinent because they are different from incontinent people proper and are called incontinent only by resemblance. (Compare the case of Anthropos -- whose name means 'Man' -- who won a contest at the Olympic games: the general definition of 'man' differed only slightly from the definition specific to him, but it was different nonetheless.) This distinction is confirmed by the fact that incontinence regarding bodily pleasure -- whether unqualified or concerning some particular bodily pleasure -- is blamed not only as a fault but as a kind of vice, while none of those who are incontinent regarding the other objects receive this kind of blame.","Pleasures divide into the necessary (food, sex -- the domain of temperance) and the non-necessary but choiceworthy (honor, wealth, victory). Excess regarding the latter is called incontinence only by analogy -- 'incontinent with respect to honor' or 'gain.' Only incontinence regarding bodily pleasure is blamed as a genuine vice, confirming that unqualified incontinence concerns bodily pleasures alone.","Aristotle distinguishes necessary bodily pleasures (food, sex) from non-necessary but choiceworthy ones (honor, wealth, victory). Only excess regarding the former constitutes incontinence in the unqualified sense; excess regarding the latter is called incontinence only by analogy and is not blamed as a vice.","Incontinence without qualification concerns only necessary bodily pleasures; when we speak of incontinence regarding honor, wealth, or anger, we use the term by analogy, not in its primary sense.","Anthropos ('Man') is an otherwise unknown Olympic victor whose personal name happened to be the Greek word for 'human being.' Aristotle uses this as a witty illustration of homonymy -- the same word with different definitions. -- The Olympic games were the most prestigious of the four Panhellenic athletic festivals. -- The restriction of unqualified incontinence to bodily pleasures connects back to the account of temperance in Book III.10-12, where Aristotle similarly restricts temperance to pleasures of touch and taste."
"7.17","7.4","17","But (b) of the people who are incontinent with respect to bodily enjoyments, with which we say the temperate and the self-indulgent man are concerned, he who pursues the excesses of things pleasant-and shuns those of things painful, of hunger and thirst and heat and cold and all the objects of touch and taste-not by choice but contrary to his choice and his judgement, is called incontinent, not with the qualification 'in respect of this or that', e.g. of anger, but just simply. This is confirmed by the fact that men are called 'soft' with regard to these pleasures, but not with regard to any of the others. And for this reason we group together the incontinent and the self-indulgent, the continent and the temperate man-but not any of these other types-because they are concerned somehow with the same pleasures and pains; but though these are concerned with the same objects, they are not similarly related to them, but some of them make a deliberate choice while the others do not.","(b) Among those who are incontinent regarding bodily enjoyments -- the domain of the temperate and self-indulgent person -- the one who pursues excesses of pleasant things and avoids painful things like hunger, thirst, heat, cold, and all objects of touch and taste, doing so not by deliberate choice but contrary to his choice and judgment, is called incontinent without any qualification -- not 'incontinent with respect to this or that' (such as anger), but simply incontinent.

This is confirmed by the fact that people are called 'soft' regarding these bodily pleasures but not regarding any others. And this is why we group together the incontinent and the self-indulgent, and the continent and the temperate -- but not the other types mentioned above -- because they are all concerned in some way with the same pleasures and pains. However, though they deal with the same objects, they do not relate to them in the same way: some act from deliberate choice while others do not.","The person who pursues bodily excess and avoids bodily pain not by choice but against his own judgment is called incontinent without qualification. We group the incontinent with the self-indulgent, and the continent with the temperate, because they share the same objects -- bodily pleasures and pains. The difference is that some act from deliberate choice while others do not.","Unqualified incontinence involves pursuing bodily pleasures and avoiding bodily pains against one's own better judgment. The incontinent and self-indulgent share the same objects (bodily pleasures) but differ in that the self-indulgent acts by choice while the incontinent acts against his choice.","The truly incontinent person pursues bodily pleasure against his own judgment, whereas the self-indulgent person pursues it in accordance with his -- same objects, opposite relationship to choice.","The term 'soft' (malakos) for inability to withstand bodily pain confirms that softness is the pain-side counterpart to incontinence on the pleasure side. -- The role of choice (prohairesis) as the distinguishing factor between incontinence and self-indulgence is one of Aristotle's most important contributions to moral psychology. -- This passage resolves puzzle (3) from 7.4 about whether the incontinent and self-indulgent are the same: they share objects but differ in their relationship to deliberate choice."
"7.18","7.4","18","This is why we should describe as self-indulgent rather the man who without appetite or with but a slight appetite pursues the excesses of pleasure and avoids moderate pains, than the man who does so because of his strong appetites; for what would the former do, if he had in addition a vigorous appetite, and a violent pain at the lack of the 'necessary' objects?","This is why we should call a person self-indulgent if he pursues excessive pleasures and avoids moderate pains with little or no appetite driving him, rather than one who does so because of overwhelming appetites. For consider: what would the former do if he also had a powerful appetite and felt intense pain at lacking the necessities?","The truly self-indulgent person is one who pursues excess with little or no appetite urging him on. If someone with no desire still chases excessive pleasure, imagine what he would do with powerful appetites added.","True self-indulgence is revealed not by the strength of one's appetites but by pursuing excess even without strong desire. Someone who chases pleasure without being driven by appetite is worse than someone overwhelmed by powerful urges.","Self-indulgence is more clearly shown when someone pursues excess without strong appetite than when someone is overwhelmed by powerful desires.","This distinction reinforces why self-indulgence is worse than incontinence: the self-indulgent person does not even need the excuse of overwhelming passion. -- The argument parallels Aristotle's general principle (stated in Book III) that actions done from choice reveal character more than actions done under compulsion or passion. -- The 'necessary objects' refers to the basic bodily needs (food, drink, warmth) discussed in Book III.11."
