"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Distilled","Notes"
"5.13","5","105","When Tsze-lu heard anything, if he had not yet succeeded in carrying it into practice, he was only afraid lest he should hear something else.","When Zilu learned something new, if he had not yet put the previous lesson into practice, he was afraid of hearing anything more.","Zilu feared new lessons — not because he couldn't learn, but because he hadn't yet lived the last one.","The sign of genuine commitment to learning is the anxiety of having not yet practiced what you already know.","Zilu's characteristic: he takes the obligation to practice seriously enough that unfinished business creates genuine anxiety. This is the opposite of intellectual consumption — collecting ideas without implementing them. Connects to FUALL's Academy concept: learning without practice is not learning."
"5.14","5","106","Tsze-kung asked, saying, 'On what ground did Kung-wan get that title of Wan?' The Master said, 'He was of an active nature and yet fond of learning, and he was not ashamed to ask and learn of his inferiors!-- On these grounds he has been styled Wan.'","Zigong asked, ""How did Kong Wen earn the posthumous title 'Wen' (Cultured)?"" The Master said, ""He was active and loved learning, and he was not ashamed to learn from those below him in rank. That is why he was called 'Wen.'""","He loved learning and was unashamed to learn from his inferiors. That earned him the title 'Cultured.'","True cultivation requires both love of learning and the humility to learn from anyone, regardless of rank.","Kong Wen (Gongsun Wenzi) — a minister of Wei. Posthumous titles (shi hao) were official assessments of a person's character. 'Wen' (cultured/refined) — one of the highest posthumous honors. Bu chi xia wen ('not ashamed to ask those below') — intellectual humility as a defining virtue. Connects to FUALL's Academy: the willingness to learn from any source is a prerequisite for wisdom."
"5.15","5","107","The Master said of Tsze-ch'an that he had four of the characteristics of a superior man:-- in his conduct of himself, he was humble; in serving his superiors, he was respectful; in nourishing the people, he was kind; in ordering the people, he was just.'","The Master said of Zichan that he had four qualities of the Junzi: in his personal conduct he was humble; in serving his superiors he was respectful; in caring for the people he was kind; in employing the people he was just.","Zichan: humble in conduct, respectful in service, kind to the people, just in governance. Four marks of the Junzi.","The complete leader is humble, respectful, kind, and just — each quality operating in its proper domain.","Zichan (Gongsun Qiao, d. 522 BCE) — famous minister of the state of Zheng, renowned for wise governance. Four qualities mapped to four relationships: self, superiors, the people generally, the people in their role as workers/subjects. Connects to FUALL's governance concept: leadership requires different virtues for different relationships."
"5.16","5","108","The Master said, 'Yen P'ing knew well how to maintain friendly intercourse. The acquaintance might be long, but he showed the same respect as at first.'","The Master said, ""Yan Pingzhong was skilled at maintaining friendships. No matter how long the acquaintance, he showed the same respect as at the beginning.""","Yan Ping treated old friends with the same respect as new ones. The acquaintance grew longer; the courtesy never diminished.","The mark of true friendship is sustained respect — never letting familiarity erode the courtesy you showed at the start.","Yan Pingzhong (Yan Ying, d. 500 BCE) — legendary minister of Qi, known for frugality and integrity. The principle: familiarity should not breed contempt. Sustained respect over time is harder than initial courtesy. Connects to FUALL: relationships in the Agora depend on maintained standards, not declining ones."
"5.17","5","109","The Master said, 'Tsang Wan kept a large tortoise in a house, on the capitals of the pillars of which he had hills made, and with representations of duckweed on the small pillars above the beams supporting the rafters.-- Of what sort was his wisdom?'","The Master said, ""Zang Wenzhong kept a sacred tortoise in an elaborate house with carved hills on the capitals and duckweed painted on the pillars. What kind of wisdom is that?""","He built a palace for a tortoise, with hills on the capitals and duckweed on the pillars. If that is wisdom, the word has lost its meaning.","Wisdom is not demonstrated by elaborate displays of piety but by sound judgment about what actually matters.","Zang Wenzhong (Zang Sunchen) — minister of Lu who kept a large divination tortoise in an ornately decorated building imitating a temple. Confucius's critique: the extravagance is absurd, and its religious pretension is hollow. Zhi (wisdom) requires judgment, not spectacle. Connects to FUALL: the Temple institution degrades when ritual becomes theatrical rather than meaningful."
"5.18","5","110","Tsze-chang asked, saying, 'The minister Tsze- wan thrice took office, and manifested no joy in his countenance. Thrice he retired from office, and manifested no displeasure. He made it a point to inform the new minister of the way in which he had conducted the government;-- what do you say of him?' The Master replied. 'He was loyal.' 'Was he perfectly virtuous?' 'I do not know. How can he be pronounced perfectly virtuous?'
Tsze-chang proceeded, 'When the officer Ch'ui killed the prince of Ch'i, Ch'an Wan, though he was the owner of forty horses, abandoned them and left the country. Coming to another State, he said, ""They are here like our great officer, Ch'ui,"" and left it. He came to a second State, and with the same observation left it also;-- what do you say of him?' The Master replied, 'He was pure.' 'Was he perfectly virtuous?' 'I do not know. How can he be pronounced perfectly virtuous?'","Zizhang asked, ""The minister Ziwen held office three times without showing joy, and left office three times without showing displeasure. Each time, he made a point of briefing his successor on government affairs. What do you think of him?"" The Master said, ""He was loyal."" ""Was he perfectly virtuous?"" ""I do not know. How can I call him perfectly virtuous?""
Zizhang continued, ""When the officer Cui killed the prince of Qi, Chen Wenzi abandoned his forty horses and left the country. In each new state he entered, he said, 'The officials here are as bad as Cui,' and left again. What do you think of him?"" The Master said, ""He was pure."" ""Was he perfectly virtuous?"" ""I do not know. How can I call him perfectly virtuous?""","One served loyally without attachment to power. Another fled corruption without compromise. Both were admirable. Neither achieved perfect virtue.","Loyalty and moral purity are both admirable but neither alone constitutes complete virtue — Ren requires more than any single quality.","Ziwen — thrice-appointed chief minister of Chu. Chen Wenzi — minister of Qi who fled after Cui Zhu's assassination of Duke Zhuang of Qi (548 BCE). Confucius acknowledges specific virtues (loyalty, purity) but withholds the judgment of Ren (complete virtue). The standard is impossibly high — deliberately so. Connects to FUALL: Wisdom is the integration of all virtues, not excellence in one."
"5.19","5","111","Chi Wan thought thrice, and then acted. When the Master was informed of it, he said, 'Twice may do.'","Ji Wen thought three times before acting. When the Master heard this, he said, ""Twice would be enough.""","He thought three times before acting. Twice would do.","Excessive deliberation is as much a failure as impulsiveness — think carefully, but act.","Ji Wen (Ji Wenzi) — chief minister of Lu. The famous quip reveals Confucius's preference for the mean: insufficient reflection is dangerous, but overthinking leads to paralysis and second-guessing. Connects to FUALL's Reason pillar: judgment requires both deliberation and decisiveness."
"5.20","5","112","The Master said, 'When good order prevailed in his country, Ning Wu acted the part of a wise man. When his country was in disorder, he acted the part of a stupid man. Others may equal his wisdom, but they cannot equal his stupidity.'","The Master said, ""When good order prevailed in his state, Ning Wuzi acted the part of the wise man. When his state was in disorder, he acted the part of the fool. Others may match his wisdom, but they cannot match his folly.""","In good times, he was wise. In bad times, he played the fool. Others can match his wisdom — none can match his strategic stupidity.","Knowing when to appear foolish is a rarer and more difficult wisdom than knowing when to appear wise.","Ning Wuzi (Ning Yu) — minister of Wei who feigned stupidity during political chaos to survive. 'His stupidity cannot be matched' — this is not an insult but high praise. The strategic use of apparent foolishness parallels the Daoist concept of wu wei. Connects to FUALL: in the Social domain, sometimes the wisest action is apparent inaction."
"5.21","5","113","When the Master was in Ch'an, he said, 'Let me return! Let me return! The little children of my school are ambitious and too hasty. They are accomplished and complete so far, but they do not know how to restrict and shape themselves.'","When the Master was in Chen, he said, ""Let me go home! Let me go home! My young students back in Lu are ambitious and brilliant — accomplished in many things — but they still do not know how to discipline and shape themselves.""","Let me return! My students are bold and brilliant, but they don't yet know how to restrain themselves. They need shaping.","Talent without discipline needs a teacher — brilliance must be shaped by wisdom before it can be trusted.","Confucius was in Chen (modern Henan province) during his years of political exile (c. 496-484 BCE). His longing to return reflects his primary identity as a teacher, not a politician. The students are kuang jian (bold and accomplished) but lack cai (the ability to shape/restrain themselves). Connects to FUALL's Academy: raw talent requires the discipline of form — the relationship between potential and cultivation."
"5.22","5","114","The Master said, 'Po-i and Shu-ch'i did not keep the former wickednesses of men in mind, and hence the resentments directed towards them were few.'","The Master said, ""Bo Yi and Shu Qi did not dwell on the past wrongs of others, and so few bore resentment toward them.""","They forgot the wrongs done to them, and so the world forgot to resent them.","Those who refuse to hold grudges find that others rarely hold grudges against them.","Bo Yi and Shu Qi — legendary princes of the Guzhu kingdom who refused to eat the grain of the Zhou dynasty after its conquest of Shang, and starved to death on Mount Shouyang. Confucius admires their refusal to bear grudges (bu nian jiu e). Connects to FUALL: moral authority in the Ideational domain is built by generosity of spirit, not by keeping score."
"5.23","5","115","The Master said, 'Who says of Wei-shang Kao that he is upright? One begged some vinegar of him, and he begged it of a neighbor and gave it to the man.'","The Master said, ""Who says Wei-sheng Gao is upright? Someone asked him for vinegar, and he borrowed it from a neighbor and gave it as if it were his own.""","They call him honest — but when asked for vinegar he borrowed it from a neighbor and passed it off as his own. That's not honesty. That's people-pleasing.","True uprightness means admitting what you lack, not borrowing to maintain an appearance of generosity.","Wei-sheng Gao — a man of Lu reputed for uprightness. Confucius's critique: genuine Zhi (uprightness/directness) means saying 'I don't have vinegar' rather than creating the impression of generosity through deception. The seemingly trivial example reveals a deep point about honesty. Connects to FUALL's Reality pillar — sincerity requires acknowledging what is actually true."
"5.24","5","116","The Master said, 'Fine words, an insinuating appearance, and excessive respect;-- Tso Ch'iu-ming was ashamed of them. I also am ashamed of them. To conceal resentment against a person, and appear friendly with him;-- Tso Ch'iu-ming was ashamed of such conduct. I also am ashamed of it.'","The Master said, ""Smooth talk, a flattering appearance, and excessive shows of respect — Zuo Qiuming considered such behavior shameful. I agree. To hide your resentment toward someone while pretending to be their friend — Zuo Qiuming considered that shameful. I agree.""","Flattery, false deference, hidden resentment behind a friendly face — if these are not shameful, nothing is.","Pretending to befriend someone you resent is a deeper dishonesty than any outright lie.","Zuo Qiuming — traditionally identified as the author of the Zuo Zhuan (Commentary of Zuo), one of the great historical chronicles of the Spring and Autumn period. Confucius aligns himself with Zuo's moral standard. Echoes 1.3 (fine words and an insinuating appearance). Connects to FUALL: social performance that masks genuine feeling is corrosive to the Agora."
"5.25","5","117","Yen Yuan and Chi Lu being by his side, the Master said to them, 'Come, let each of you tell his wishes.'
Tsze-lu said, 'I should like, having chariots and horses, and light fur dresses, to share them with my friends, and though they should spoil them, I would not be displeased.'
Yen Yuan said, 'I should like not to boast of my excellence, nor to make a display of my meritorious deeds.'
Tsze-lu then said, 'I should like, sir, to hear your wishes.' The Master said, 'They are, in regard to the aged, to give them rest; in regard to friends, to show them sincerity; in regard to the young, to treat them tenderly.'","With Yan Yuan and Zilu at his side, the Master said, ""Come, tell me your aspirations.""
Zilu said, ""I would like to share my chariots, horses, and fine clothes with my friends, and not be upset even if they were ruined.""
Yan Yuan said, ""I would like never to boast of my abilities or make a display of my good deeds.""
Zilu then asked, ""Master, what are your aspirations?"" The Master said, ""To give the elderly rest, to be faithful to friends, and to cherish the young.""","Zilu: share everything freely. Yan Yuan: never boast. The Master: comfort the old, be true to friends, nurture the young. Three levels of aspiration — generosity, humility, and the quiet care that holds a society together.","The highest aspiration is not generosity or humility but creating the conditions in which every generation is cared for.","A famous passage revealing three levels of moral aspiration. Zilu's is material generosity (admirable but external). Yan Hui's is internal self-mastery (deeper). Confucius's is social — caring for the old, the present, and the future simultaneously. This is Confucius's vision of Ren in its fullest social expression. Connects to FUALL's framework: the ultimate goal is not individual virtue but a functioning intergenerational community — Paideia as civilization."
"5.26","5","118","The Master said, 'It is all over! I have not yet seen one who could perceive his faults, and inwardly accuse himself.'","The Master said, ""It is hopeless! I have not yet seen anyone who can recognize their own faults and hold themselves accountable within their own heart.""","I have yet to meet someone who sees their own faults and honestly judges themselves. Hopeless.","The rarest human capacity is genuine self-criticism — seeing your own faults and holding yourself accountable without external pressure.","Neng jian qi guo er nei zi song — 'able to see their faults and internally accuse themselves.' Internal accountability is the hardest form of virtue. Connects to FUALL's Reality pillar: self-knowledge is the most difficult and most important form of seeing clearly."
"5.27","5","119","The Master said, 'In a hamlet of ten families, there may be found one honourable and sincere as I am, but not so fond of learning.'","The Master said, ""In any village of ten families, you will find someone as honest and sincere as I am. But you will not find one as devoted to learning.""","In ten households, one will match my honesty. None will match my love of learning.","Moral character is common enough; what is rare is the relentless commitment to learning that transforms character into wisdom.","Hao xue — 'love of learning.' Confucius distinguishes himself not by moral superiority but by intensity of intellectual commitment. Honesty and sincerity are widespread; sustained devotion to learning is exceptional. Connects to FUALL's framework: Wisdom requires not just good character (Right) but relentless inquiry (Reason + Reality). The three must be cultivated together."
"","6","","<b>Book 6: Yung Yey</b>","","","",""
"6.1","6","120","The Master said, 'There is Yung!-- He might occupy the place of a prince.'
Chung-kung asked about Tsze-sang Po-tsze. The Master said, 'He may pass. He does not mind small matters.'
Chung-kung said, 'If a man cherish in himself a reverential feeling of the necessity of attention to business, though he may be easy in small matters in his government of the people, that may be allowed. But if he cherish in himself that easy feeling, and also carry it out in his practice, is not such an easy mode of procedure excessive?'
The Master said, 'Yung's words are right.'","The Master said, ""There is Ran Yong! He could occupy the place of a ruler.""
Zhonggong asked about Zisang Bozi. The Master said, ""He is acceptable — he is easy in small matters.""
Zhonggong said, ""If a person takes governing seriously but is relaxed about minor details in administration, that is permissible. But if someone is casual in their own disposition and also casual in their practice, isn't that too lax?""
The Master said, ""Yong is right.""","Zhonggong said: a leader can afford to be easy on small things, so long as they take the big things seriously. But a person who is casual in nature and casual in practice is simply negligent. The Master agreed.","Good governance allows flexibility on details but requires seriousness about principles — casualness in both is negligence.","Ran Yong (Zhonggong) — disciple of humble birth whom Confucius considered fit for rulership. The distinction between deliberate flexibility (being easy on minor things while taking governance seriously) and general carelessness is crucial. Connects to FUALL: institutional design should distinguish between core principles (immovable) and implementation details (adaptable)."
"6.2","6","121","The Duke Ai asked which of the disciples loved to learn. Confucius replied to him, 'There was Yen Hui; HE loved to learn. He did not transfer his anger; he did not repeat a fault. Unfortunately, his appointed time was short and he died; and now there is not such another. I have not yet heard of any one who loves to learn as he did.'","Duke Ai asked which of the disciples loved to learn. Confucius replied, ""There was Yan Hui. He loved to learn. He did not displace his anger onto others. He never repeated the same mistake.
Unfortunately, his life was cut short and he died. Now there is no one like him. I have not heard of anyone who loves to learn as he did.""","Yan Hui: never misdirected his anger, never repeated a mistake, loved learning above all else. He died young. No one has replaced him.","The ideal learner never displaces anger, never repeats mistakes, and never stops learning — and such people are tragically rare.","Yan Hui (Yan Yuan, 521-481 BCE) — Confucius's favorite disciple, died at ~40. Bu qian nu ('did not transfer anger') and bu er guo ('did not repeat a fault') — two defining qualities. This passage is nearly identical to 11.6, showing how deeply Yan Hui's death affected Confucius. Connects to FUALL's Wisdom concept: emotional discipline and error-correction are as important as intellectual capacity."
"6.3","6","122","Tsze-hwa being employed on a mission to Ch'i, the disciple Zan requested grain for his mother. The Master said, 'Give her a fu.' Yen requested more. 'Give her an yu,' said the Master. Yen gave her five ping.
The Master said, 'When Ch'ih was proceeding to Ch'i, he had fat horses to his carriage, and wore light furs. I have heard that a superior man helps the distressed, but does not add to the wealth of the rich.'
Yuan Sze being made governor of his town by the Master, he gave him nine hundred measures of grain, but Sze declined them.
The Master said, 'Do not decline them. May you not give them away in the neighborhoods, hamlets, towns, and villages?'","When Zihua was sent on a mission to Qi, the disciple Ran Qiu requested grain for Zihua's mother. The Master said, ""Give her one fu."" Ran Qiu asked for more. ""Give her one yu,"" said the Master. Ran Qiu gave her five bing.
The Master said, ""When Zihua left for Qi, he had fine horses and wore light furs. I have heard that a Junzi helps the distressed but does not add to the wealth of the rich.""
When Yuan Si was made governor and offered 900 measures of grain, he declined. The Master said, ""Do not refuse. Could you not share the surplus with your neighbors?""","Help the distressed; do not pad the comfortable. But when offered more than you need, accept it — and share.","The principle of generosity is to direct help where it is needed, not where it is easy — and to redistribute surplus rather than refuse it.","Zihua (Gongxi Chi) — the same disciple assessed at 5.7 for diplomatic skill. Ran Qiu (Ran You) — served the Ji family, often caught between Confucius's principles and his employer's demands. Yuan Si (Yuan Xian) — known for extreme frugality. The teaching: generosity should be directed, not performative. Connects to FUALL's Resource domain — wealth should flow to need, not accumulate where it is already present."
"6.4","6","123","The Master, speaking of Chung-kung, said, 'If the calf of a brindled cow be red and horned, although men may not wish to use it, would the spirits of the mountains and rivers put it aside?'","The Master, speaking of Zhonggong, said, ""If the calf of a brindled cow is red and has fine horns, even if people are reluctant to use it for sacrifice, would the spirits of the mountains and rivers reject it?""","The calf of a poor cow may be perfect for sacrifice. What matters is the quality of the offering, not the pedigree.","Merit should be judged by quality, not by origin — ability transcends birth.","Zhonggong (Ran Yong) was of humble, possibly disreputable parentage. The metaphor: a brindled (impure-colored) cow can produce a calf worthy of the highest ritual sacrifice. The spirits (Heaven) judge by quality, not lineage. This is a radical meritocratic claim for Confucius's era. Connects to FUALL: judgment by Reality (what a person is) rather than by social inheritance."
"6.5","6","124","The Master said, 'Such was Hui that for three months there would be nothing in his mind contrary to perfect virtue. The others may attain to this on some days or in some months, but nothing more.'","The Master said, ""Such was Yan Hui that for three months at a stretch, his mind never departed from Ren. The others may achieve this for a day or a month, but no more.""","Hui lived in benevolence for months without lapse. The rest manage it for days.","The measure of virtue is not whether you can achieve it momentarily but whether you can sustain it.","San yue bu wei ren — 'three months without departing from Ren.' The distinction between momentary and sustained virtue. Yan Hui's exceptionalism is consistency, not intensity. Connects to FUALL's Paideia concept: character is proven by endurance, not by peak moments."
"6.6","6","125","Chi K'ang asked about Chung-yu, whether he was fit to be employed as an officer of government. The Master said, 'Yu is a man of decision; what difficulty would he find in being an officer of government?' K'ang asked, 'Is Ts'ze fit to be employed as an officer of government?' and was answered, 'Ts'ze is a man of intelligence; what difficulty would he find in being an officer of government?' And to the same question about Ch'iu the Master gave the same reply, saying, 'Ch'iu is a man of various ability.'","Ji Kang asked whether Zhong You was fit for government. The Master said, ""You is decisive — what difficulty would he have in governing?"" Ji Kang asked the same about Zigong: ""Zigong is perceptive — what difficulty?"" And about Ran Qiu: ""Ran Qiu is versatile — what difficulty?""","Zilu: decisive. Zigong: perceptive. Ran Qiu: versatile. Each could govern without difficulty.","Different virtues suit different aspects of governance — decisiveness, perceptiveness, and versatility are all valid leadership qualities.","Ji Kang (Chi K'ang) — head of the Ji family. Three disciples, three governance capacities: guo (decisiveness), da (perceptiveness/understanding), yi (versatility/many talents). Confucius matches people to roles rather than expecting a single template. Connects to FUALL's institutional framework — different institutions require different kinds of leadership."
"6.7","6","126","The chief of the Chi family sent to ask Min Tsze- ch'ien to be governor of Pi. Min Tsze-ch'ien said, 'Decline the offer for me politely. If any one come again to me with a second invitation, I shall be obliged to go and live on the banks of the Wan.'","The head of the Ji family sent an invitation to Min Ziqian to govern the city of Bi. Min Ziqian said, ""Decline the offer politely for me. If they ask again, I shall have to flee across the river Wen.""","Decline for me — politely. If they insist, I'll flee the country.","Sometimes the most principled response to corrupt power is refusal, even at the cost of exile.","Min Ziqian (Min Sun) — disciple renowned for filial piety and integrity. Bi was a city controlled by the Ji family, whose power Confucius considered illegitimate. Min Ziqian refuses to serve an unjust regime. Connects to FUALL: in a corrupt system, complicity is the price of participation — and sometimes the right answer is withdrawal."
"6.8","6","127","Po-niu being ill, the Master went to ask for him. He took hold of his hand through the window, and said, 'It is killing him. It is the appointment of Heaven, alas! That such a man should have such a sickness! That such a man should have such a sickness!'","When Bo Niu was gravely ill, the Master went to visit him. He held Bo Niu's hand through the window and said, ""We are losing him. It is the decree of Heaven. That such a man should have such a sickness! That such a man should have such a sickness!""","He held his hand through the window. 'That such a man should suffer this. That such a man.' Fate is not fair.","Virtue does not protect against suffering — the good can be struck down, and the only response is grief.","Ran Boniu (Ran Geng) — disciple afflicted with a disfiguring disease (possibly leprosy). Confucius visited through the window, suggesting either quarantine or the patient's shame. Ming yi fu — 'the decree of Heaven, alas.' Confucius does not explain or justify the suffering; he simply grieves. Connects to FUALL's Reality pillar: some things are beyond human control, and wisdom includes accepting that."
"6.9","6","128","The Master said, 'Admirable indeed was the virtue of Hui! With a single bamboo dish of rice, a single gourd dish of drink, and living in his mean narrow lane, while others could not have endured the distress, he did not allow his joy to be affected by it. Admirable indeed was the virtue of Hui!'","The Master said, ""How admirable was Yan Hui's virtue! A single bowl of rice, a single gourd of water, living in a narrow alley — conditions others could not endure — and yet he never let them diminish his joy. How admirable was Hui's virtue!""","A bowl of rice, a gourd of water, a cramped alley. Others would despair. Hui remained joyful. How admirable.","True virtue is proven by maintaining inner joy in conditions that would break most people.","Dan shi, piao yin, lou xiang — 'bamboo dish of rice, gourd of drink, mean lane.' Yan Hui's poverty is not incidental but revelatory: his joy comes from Ren and Dao, not from material comfort. This parallels the Socratic/Stoic ideal of eudaimonia independent of circumstances. Connects to FUALL: Wisdom produces a contentment that external conditions cannot disturb."
"6.10","6","129","Yen Ch'iu said, 'It is not that I do not delight in your doctrines, but my strength is insufficient.' The Master said, 'Those whose strength is insufficient give over in the middle of the way but now you limit yourself.'","Ran Qiu said, ""It is not that I take no pleasure in your teaching, Master. My strength is simply not equal to it."" The Master said, ""Those whose strength is truly insufficient give out midway. You have not even started — you have drawn a line around yourself.""","You say you lack the strength. No — you've drawn a line around yourself before taking a single step. Those who truly lack strength collapse partway. You haven't started.","The real obstacle to growth is not insufficient strength but self-imposed limitation — deciding in advance what you cannot do.","Ran Qiu (Ran You) claims inability; Confucius diagnoses self-limitation. Hua (to draw a line/limit) — the problem is premature self-definition, not actual incapacity. This connects to 4.6 (no one lacks the strength for virtue). Connects to FUALL: the most dangerous form of intellectual failure is deciding in advance what is beyond you."
"6.11","6","130","The Master said to Tsze-hsia, 'Do you be a scholar after the style of the superior man, and not after that of the mean man.'","The Master said to Zixia, ""Be a scholar in the manner of the Junzi, not in the manner of the petty person.""","Be a scholar of the Junzi kind — not the petty kind.","There are two ways to pursue learning: for wisdom and character, or for status and advantage — choose the first.","Ru (scholar/Confucian) can mean either a cultivated person seeking wisdom or a narrow specialist seeking employment. The distinction: Junzi Ru (scholar oriented toward virtue) vs. Xiaoren Ru (scholar oriented toward personal gain). Connects to FUALL's Academy: the purpose of intellectual life is formation, not credentialism."
"6.12","6","131","Tsze-yu being governor of Wu-ch'ang, the Master said to him, 'Have you got good men there?' He answered, 'There is Tan-t'ai Mieh-ming, who never in walking takes a short cut, and never comes to my office, excepting on public business.'","Ziyu was governing Wu Cheng. The Master asked him, ""Have you found good people there?"" He replied, ""There is Tantai Mieming, who never takes shortcuts on the road and never comes to my office except on official business.""","He never cuts corners and never shows up unless the business is real. That is the kind of person worth finding.","Integrity shows in small things — the person who avoids shortcuts and unnecessary self-promotion is the one you can trust.","Tantai Mieming (Tantai Miemming) — a disciple said to have been physically ugly but morally admirable. 'Never takes shortcuts' — literally does not leave the path for a shortcut. 'Never comes on private business' — no back-channel dealing. Two marks of integrity: conscientiousness in movement and restraint in access. Connects to FUALL: institutional health depends on people who refuse to game the system."
"6.13","6","132","The Master said, 'Mang Chih-fan does not boast of his merit. Being in the rear on an occasion of flight, when they were about to enter the gate, he whipped up his horse, saying, ""It is not that I dare to be last. My horse would not advance.""'","The Master said, ""Meng Zhifan never boasted of his merit. During a military retreat, he stayed at the rear to protect others. As they were about to enter the city gate, he whipped his horse and said, 'It is not that I dared to be last — my horse simply would not go faster.'""","He covered the retreat, guarding the rear. At the gate he whipped his horse: 'It wasn't courage — the horse was slow.' The bravest never boast.","True courage deflects its own credit — the genuinely brave do not need others to know they were brave.","Meng Zhifan (Mang Chih-fan) — a minister of Lu. In the Battle of Lang (484 BCE), he protected the rearguard during retreat. His self-deprecating joke exemplifies Confucian virtue: doing the right thing without claiming credit. Connects to FUALL: virtue operates in the Ideational domain precisely by not demanding recognition in the Social domain."
"6.14","6","133","The Master said, 'Without the specious speech of the litanist T'o and the beauty of the prince Chao of Sung, it is difficult to escape in the present age.'","The Master said, ""In today's world, it is hard to get by without the glib speech of Tuotuo or the good looks of Prince Zhao of Song.""","Without the priest's smooth tongue or the prince's pretty face, you won't survive this age. A damning commentary on the times.","When a society rewards eloquence and beauty over substance, it has lost its moral compass.","Zhu Tuo (Litanist T'o) — priest of Song known for persuasive speech. Prince Zhao of Song — known for his physical beauty. Confucius's bitter observation: the age rewards performance over substance. This is a cultural critique, not personal advice. Connects to FUALL's erosion pattern: when the Social domain (appearance, charisma) dominates the Ideational (substance, truth), civilization declines."
"6.15","6","134","The Master said, 'Who can go out but by the door? How is it that men will not walk according to these ways?'","The Master said, ""Who can leave a room without going through the door? Why then do people refuse to follow the Way?""","You cannot leave a room without the door. Why do you try to live without the Way?","The Way is as necessary to a good life as a door is to leaving a room — there is no alternative path.","Shui neng chu bu you hu — 'who can go out except by the door?' Dao (the Way) as the only viable path, not one option among many. The metaphor suggests the Way is not a constraint but the natural and necessary route. Connects to FUALL's Dao concept: the Way is not an imposition but the structure reality itself provides."
"6.16","6","135","The Master said, 'Where the solid qualities are in excess of accomplishments, we have rusticity; where the accomplishments are in excess of the solid qualities, we have the manners of a clerk. When the accomplishments and solid qualities are equally blended, we then have the man of virtue.'","The Master said, ""When substance exceeds refinement, the result is crudeness. When refinement exceeds substance, the result is superficiality. When substance and refinement are in balance, you have the Junzi.""","Too much substance: rough. Too much polish: hollow. The Junzi is the balance.","The cultivated person balances inner substance with outer refinement — neither crude nor superficial.","Zhi (substance/solidity) vs. Wen (refinement/culture/pattern). Wen zhi bin bin — 'refinement and substance in balance, then the Junzi.' This is one of Confucianism's most important aesthetic and ethical principles: the Golden Mean applied to character. Connects to FUALL: both Aristotle's Mean and Confucius's Zhong Yong — virtue as balanced integration, not extreme."
"6.17","6","136","The Master said, 'Man is born for uprightness. If a man lose his uprightness, and yet live, his escape from death is the effect of mere good fortune.'","The Master said, ""Human beings are born for uprightness. If someone who has lost their uprightness still manages to survive, it is nothing more than luck.""","We are born upright. Those who lose their uprightness and still survive do so by luck alone.","Uprightness is the natural human condition — survival without it is not a sign of strength but of fortunate circumstance.","Ren zhi sheng ye zhi — 'humans are born upright.' A claim about human nature: uprightness (Zhi) is the default state, not something added. Loss of uprightness is deviation from nature. Connects to FUALL's framework: the erosion pattern is a departure from something natural, not a failure to achieve something artificial. Also parallels Mencius's later argument that human nature is fundamentally good."
"6.18","6","137","The Master said, 'They who know the truth are not equal to those who love it, and they who love it are not equal to those who delight in it.'","The Master said, ""Those who know the truth are not as strong as those who love it. Those who love it are not as strong as those who delight in it.""","Knowing the truth is good. Loving it is better. Delighting in it is the highest level.","The deepest engagement with truth moves beyond knowing and loving to genuine delight — and each level is more powerful than the last.","Zhi zhi zhe bu ru hao zhi zhe, hao zhi zhe bu ru le zhi zhe — three ascending levels of engagement: knowledge → love → delight. The progression from intellectual assent to emotional investment to joyful practice. Connects to FUALL's Wisdom concept: understanding is not the endpoint; the goal is a life that finds joy in the pursuit of truth."
"6.19","6","138","The Master said, 'To those whose talents are above mediocrity, the highest subjects may be announced. To those who are below mediocrity, the highest subjects may not be announced.'","The Master said, ""You can discuss the highest subjects with people of above-average capacity. You cannot discuss the highest subjects with those below average.""","To those who can handle it, teach the heights. To those who cannot, meet them where they are.","Teaching must match the capacity of the learner — not every truth can be communicated to every person at every stage.","Zhong ren yi shang, ke yi yu shang ye — 'those above the middle can be told about the higher things.' This is pedagogical realism, not elitism: different people are ready for different levels of understanding at different times. Connects to FUALL's Academy concept — differentiated instruction based on readiness, not exclusion based on status."
"6.20","6","139","Fan Ch'ih asked what constituted wisdom. The Master said, 'To give one's self earnestly to the duties due to men, and, while respecting spiritual beings, to keep aloof from them, may be called wisdom.' He asked about perfect virtue. The Master said, 'The man of virtue makes the difficulty to be overcome his first business, and success only a subsequent consideration;-- this may be called perfect virtue.'","Fan Chi asked what constitutes wisdom. The Master said, ""To devote yourself earnestly to your duties toward others, and to respect the spirits while keeping a healthy distance from them — that may be called wisdom."" Fan Chi then asked about perfect virtue. The Master said, ""The person of virtue puts the difficulty first and the reward second. That may be called perfect virtue.""","Wisdom: do your duty to others and respect the sacred without becoming entangled in it. Virtue: confront the difficulty first, enjoy the reward last.","Wisdom is responsible engagement with the human and sacred worlds; virtue is prioritizing what is hard over what is rewarding.","Fan Chi (Fan Xu) — a disciple who frequently asked fundamental questions. Jing gui shen er yuan zhi — 'respect the spirits but keep distance.' This defines Confucian religious attitude: reverent agnosticism. The spirits are honored but not pursued or manipulated. Connects to FUALL's Temple institution: ritual respect for the transcendent without dogmatic entanglement. Also connects to the Zhi (wisdom) concept — practical wisdom involves knowing what to engage with and what to leave alone."
