"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Distilled","Notes"
"4.37","4","37","[Arjuna]
Thy birth, dear Lord, was in these later days,
And bright Vivaswata's preceded time!
How shall I comprehend this thing thou sayest,
""From the beginning it was I who taught?""","[Arjuna]
But you were born recently, and Vivaswata lived at the beginning of time. How can you say that you taught this teaching at the beginning?","You were born in this age. Vivaswata was born at the dawn of creation. How can you claim to have been the original teacher?","The student asks: how can someone born now claim to have taught at the beginning of time?","Arjuna's question sets up Krishna's revelation of his divine nature — that he is not merely a human teacher but an avatar, God incarnate. The question is also rational: Arjuna is applying logos (logical scrutiny) to ethos (the teacher's claims). Good students do this."
"4.38","4","38","[Krishna]
Manifold the renewals of my birth
Have been, Arjuna! and of thy births, too!
But mine I know, and thine thou knowest not,
O Slayer of thy Foes! Albeit I be
Unborn, undying, indestructible,
The Lord of all things living; not the less--
By Maya, by my magic which I stamp
On floating Nature-forms, the primal vast--
I come, and go, and come. When Righteousness
Declines, O Bharata! when Wickedness
Is strong, I rise, from age to age, and take
Visible shape, and move a man with men,
Succouring the good, thrusting the evil back,
And setting Virtue on her seat again.
Who knows the truth touching my births on earth
And my divine work, when he quits the flesh
Puts on its load no more, falls no more down
To earthly birth: to Me he comes, dear Prince!
Many there be who come! from fear set free,
From anger, from desire; keeping their hearts
Fixed upon me--my Faithful--purified
By sacred flame of Knowledge. Such as these
Mix with my being. Whoso worship me,
Them I exalt; but all men everywhere
Shall fall into my path; albeit, those souls
Which seek reward for works, make sacrifice
Now, to the lower gods. I say to thee
Here have they their reward. But I am He
Made the Four Castes, and portioned them a place
After their qualities and gifts. Yea, I
Created, the Reposeful; I that live
Immortally, made all those mortal births:
For works soil not my essence, being works
Wrought uninvolved. Who knows me acting thus
Unchained by action, action binds not him;
And, so perceiving, all those saints of old
Worked, seeking for deliverance. Work thou
As, in the days gone by, thy fathers did.","[Krishna]
Both you and I have been born many times, Arjuna. The difference is that I remember all my births and you do not.

I am unborn, undying, and indestructible — the lord of all beings. And yet, through my own creative power, I take form and appear in the world. Whenever righteousness declines and wickedness rises, I manifest myself. Age after age I return — to protect the good, to destroy evil, and to reestablish the right order of things.

Whoever truly understands my divine birth and purpose is not reborn at death but comes to me.

Free from passion, fear, and anger, absorbed in me, purified by the fire of knowledge — many have reached my nature. However people approach me, I meet them on their path. All paths lead to me.

Those who desire quick success in this world make offerings to lesser gods — and they get quick results, because results from ritual action come easily in the human world. But I created the four orders of society according to people's qualities and work — though I, the creator, do not act and am not bound by what I create.","I have been born countless times. You have too — but I remember and you do not. Though I am unborn and eternal, I choose to appear whenever righteousness declines and wickedness rises. Age after age I return to protect the good and reestablish order. However people approach me, I meet them where they are. All paths lead to me.","Whenever the world loses its way, the teaching returns — in whatever form the age requires.","This is Krishna's theophany — his revelation that he is not merely a wise teacher but God (Vishnu/Brahman) incarnate. The avatar doctrine (avatāra = 'descent'): God descends into the world periodically to correct the balance. 'Whenever righteousness declines' (yadā yadā hi dharmasya glānir bhavati) is one of the most quoted verses in Hinduism. The framework parallel: wisdom doesn't maintain itself — it requires active intervention to restore it when it erodes. The difference is that the Gita frames restoration as divine action, while the framework frames it as human responsibility. But the diagnosis is identical: the erosion is cyclical and the correction must be deliberate."
"4.39","4","39","[Krishna]
Thou sayst, perplexed, It hath been asked before
By singers and by sages, ""What is act,
And what inaction? ""I will teach thee this,
And, knowing, thou shalt learn which work doth save
Needs must one rightly meditate those three--
Doing,--not doing,--and undoing. Here
Thorny and dark the path is! He who sees
How action may be rest, rest action--he
Is wisest 'mid his kind; he hath the truth!
He doeth well, acting or resting. Freed
In all his works from prickings of desire,
Burned clean in act by the white fire of truth,
The wise call that man wise; and such an one,
Renouncing fruit of deeds, always content.
Always self-satisfying, if he works,
Doth nothing that shall stain his separate soul,
Which--quit of fear and hope--subduing self--
Rejecting outward impulse--yielding up
To body's need nothing save body, dwells
Sinless amid all sin, with equal calm
Taking what may befall, by grief unmoved,
Unmoved by joy, unenvyingly; the same
In good and evil fortunes; nowise bound
By bond of deeds. Nay, but of such an one,
Whose crave is gone, whose soul is liberate,
Whose heart is set on truth--of such an one
What work he does is work of sacrifice,
Which passeth purely into ash and smoke
Consumed upon the altar! All's then God!
The sacrifice is Brahm, the ghee and grain
Are Brahm, the fire is Brahm, the flesh it eats
Is Brahm, and unto Brahm attaineth he
Who, in such office, meditates on Brahm.
Some votaries there be who serve the gods
With flesh and altar-smoke; but other some
Who, lighting subtler fires, make purer rite
With will of worship. Of the which be they
Who, in white flame of continence, consume
Joys of the sense, delights of eye and ear,
Forgoing tender speech and sound of song:
And they who, kindling fires with torch of Truth,
Burn on a hidden altar-stone the bliss
Of youth and love, renouncing happiness:
And they who lay for offering there their wealth,
Their penance, meditation, piety,
Their steadfast reading of the scrolls, their lore
Painfully gained with long austerities:
And they who, making silent sacrifice,
Draw in their breath to feed the flame of thought,
And breathe it forth to waft the heart on high,
Governing the ventage of each entering air
Lest one sigh pass which helpeth not the soul:
And they who, day by day denying needs,
Lay life itself upon the altar-flame,
Burning the body wan. Lo! all these keep
The rite of offering, as if they slew
Victims; and all thereby efface much sin.
Yea! and who feed on the immortal food
Left of such sacrifice, to Brahma pass,
To The Unending. But for him that makes
No sacrifice, he hath nor part nor lot
Even in the present world. How should he share
Another, O thou Glory of thy Line?","[Krishna]
What is action? What is inaction? Even the wise are confused by this question.

The one who sees inaction in action and action in inaction — that person is wise among all people, and is a true yogi, performing all actions well.

The person whose every undertaking is free from the desire for results, whose actions are burned clean in the fire of knowledge — the wise call such a person learned. Abandoning attachment to the fruits of action, always content, depending on nothing external — such a person acts, yet truly does nothing at all.

Without hope, with mind and body controlled, giving up all possessions, performing only the physical act without claiming ownership of it — such a person incurs no fault. Content with whatever comes unsought, beyond the pairs of opposites, free from envy, steady in success and failure alike — even while acting, such a person is not bound.","See inaction in action and action in inaction — that is wisdom. The truly learned act without attachment to results. Their work is burned clean in the fire of knowledge. They act, yet they are bound by nothing they do.","The wise act fully while remaining free from the outcomes of their actions — this is the deepest form of doing.","The paradox of 'inaction in action' (akarma in karma) is the Gita's most subtle teaching on Karma Yoga. It means: you can be physically active while spiritually detached, or physically still while mentally agitated. The quality of action is determined by the internal state, not the external motion. 'Burned clean in the fire of knowledge' (jñānāgni-dagdha-karmāṇam) — knowledge purifies action the way fire purifies gold. This connects to the framework: Right (action) must be informed by Reason (knowledge) or it becomes either blind action or paralyzed inaction."
"4.40","4","40","[Krishna]
In sight of Brahma all these offerings
Are spread and are accepted! Comprehend
That all proceed by act; for knowing this,
Thou shalt be quit of doubt. The sacrifice
Which Knowledge pays is better than great gifts
Offered by wealth, since gifts' worth--O my Prince!
Lies in the mind which gives, the will that serves:
And these are gained by reverence, by strong search,
By humble heed of those who see the Truth
And teach it. Knowing Truth, thy heart no more
Will ache with error, for the Truth shall show
All things subdued to thee, as thou to Me.
Moreover, Son of Pandu! wert thou worst
Of all wrong-doers, this fair ship of Truth
Should bear thee safe and dry across the sea
Of thy transgressions. As the kindled flame
Feeds on the fuel till it sinks to ash,
So unto ash, Arjuna! unto nought
The flame of Knowledge wastes works' dross away!
There is no purifier like thereto
In all this world, and he who seeketh it
Shall find it--being grown perfect--in himself.
Believing, he receives it when the soul
Masters itself, and cleaves to Truth, and comes--
Possessing knowledge--to the higher peace,
The uttermost repose. But those untaught,
And those without full faith, and those who fear
Are shent; no peace is here or other where,
No hope, nor happiness for whoso doubts.
He that, being self-contained, hath vanquished doubt,
Disparting self from service, soul from works,
Enlightened and emancipate, my Prince!
Works fetter him no more! Cut then atwain
With sword of wisdom, Son of Bharata!
This doubt that binds thy heart-beats! cleave the bond
Born of thy ignorance! Be bold and wise!
Give thyself to the field with me! Arise!","[Krishna]
The sacrifice of knowledge is superior to any material offering — because all material sacrifice ultimately resolves into knowledge. Seek that knowledge through reverence, through inquiry, and through humble service to those who have seen the truth and can teach it.

Knowing the truth, you will never again fall into confusion. You will see all beings in yourself and in me. Even if you were the worst of sinners, the boat of knowledge would carry you across all wrongdoing.

As fire reduces wood to ash, so the fire of knowledge reduces all actions to ash. There is nothing in this world as purifying as knowledge. The person who has perfected yoga finds it within themselves, in time.

The faithful attain knowledge. The doubter is destroyed — for the doubting soul has neither this world nor the next, nor any happiness. Therefore, with the sword of knowledge, cut through the doubt in your heart. Stand up, and act.","The sacrifice of knowledge is greater than any material offering, because all sacrifice resolves into understanding. Seek truth through humility and inquiry. Knowledge is fire — it reduces all accumulated karma to ash. Nothing in this world purifies like understanding. Cut through doubt with the sword of knowledge, and act.","Knowledge is the fire that burns through everything — confusion, guilt, doubt — and what remains is the freedom to act.","Chapter 4 culminates in the supremacy of knowledge (jñāna) over ritual action. 'The sacrifice of knowledge' (jñāna-yajña) redefines sacrifice from ritual to intellectual and spiritual practice. 'Those who have seen the truth and can teach it' (tattva-darśinaḥ) — the emphasis on finding genuine teachers (not sophists) echoes the framework's ethos discussion. The chapter ends with 'cut through doubt with the sword of knowledge' (jñānāsinātmanaḥ... chittvaиnam saṁśayam) — a call to decisive action rooted in understanding, not blind faith."
"4.41","4","41","[Krishna]
HERE ENDETH CHAPTER IV. OF THE BHAGAVAD-GITA,
Entitled ""Jnana Yog,""
Or ""The Book of the Religion of Knowledge,""","","","","Chapter colophon. Jnana Yoga — the Yoga of Knowledge/Wisdom. This chapter established: (1) the teaching is ancient and periodically lost (the erosion), (2) God incarnates to restore it (the correction), (3) knowledge is the highest form of sacrifice, (4) genuine teachers must be sought with humility. The framework parallel is direct: wisdom erodes, must be deliberately restored, and knowledge (logos) is the supreme tool for that restoration."
"","5","","<b>Chapter 5: The Yoga of Renunciation (Karma Sannyasa Yoga)</b>","","","",""
"5.42","5","42","[Arjuna]
Yet, Krishna! at the one time thou dost laud
Surcease of works, and, at another time,
Service through work. Of these twain plainly tell
Which is the better way?","[Arjuna]
You praise renunciation of action, and then you praise action itself. Which is actually better? Tell me plainly.","You praise both doing and not-doing. Which is it? Tell me one thing clearly.","The student asks the teacher to stop being paradoxical and give a straight answer.","Arjuna voices the reader's frustration. Krishna has praised both renunciation (sannyasa) and action (karma yoga), and they seem contradictory. This is a recurring pattern in the Gita: the student pushes back, forcing the teacher to resolve apparent contradictions rather than leaving them as comfortable ambiguities."
"5.43","5","43","[Krishna]
To cease from works
Is well, and to do works in holiness
Is well; and both conduct to bliss supreme;
But of these twain the better way is his
Who working piously refraineth not.","[Krishna]
Both renunciation and selfless action lead to liberation. But of the two, selfless action is better — because it is easier and more natural. The true renouncer is not the one who gives up all activity but the one who acts without attachment and without aversion, free from the pull of opposites.","Both paths lead to liberation, but selfless action is the better road — because the true renouncer is not the one who stops acting but the one who acts without being moved by the outcome.","Real renunciation is not giving up action but giving up attachment to what action produces.","Krishna resolves the paradox: renunciation and action are not opposed. True renunciation (sannyasa) is internal — it means renouncing attachment to results, not renouncing activity itself. This parallels the Stoic distinction between what is 'up to us' (our intentions and judgments) and what is not (outcomes). The framework connection: Right is about orientation and aim, not about withdrawal from the world."
"5.44","5","44","[Krishna]
That is the true Renouncer, firm and fixed,
Who--seeking nought, rejecting nought--dwells proof
Against the ""opposites."" O valiant Prince!
In doing, such breaks lightly from all deed:
'Tis the new scholar talks as they were two,
This Sankhya and this Yoga: wise men know
Who husbands one plucks golden fruit of both!
The region of high rest which Sankhyans reach
Yogins attain. Who sees these twain as one
Sees with clear eyes! Yet such abstraction, Chief!
Is hard to win without much holiness.
Whoso is fixed in holiness, self-ruled,
Pure-hearted, lord of senses and of self,
Lost in the common life of all which lives--
A ""Yogayukt""--he is a Saint who wends
Straightway to Brahm. Such an one is not touched
By taint of deeds. ""Nought of myself I do!""
Thus will he think-who holds the truth of truths--
In seeing, hearing, touching, smelling; when
He eats, or goes, or breathes; slumbers or talks,
Holds fast or loosens, opes his eyes or shuts;
Always assured ""This is the sense-world plays
With senses.""He that acts in thought of Brahm,
Detaching end from act, with act content,
The world of sense can no more stain his soul
Than waters mar th' enamelled lotus-leaf.
With life, with heart, with mind,-nay, with the help
Of all five senses--letting selfhood go--
Yogins toil ever towards their souls' release.
Such votaries, renouncing fruit of deeds,
Gain endless peace: the unvowed, the passion-bound,
Seeking a fruit from works, are fastened down.
The embodied sage, withdrawn within his soul,
At every act sits godlike in ""the town
Which hath nine gateways,"" neither doing aught
Nor causing any deed. This world's Lord makes
Neither the work, nor passion for the work,
Nor lust for fruit of work; the man's own self
Pushes to these! The Master of this World
Takes on himself the good or evil deeds
Of no man--dwelling beyond! Mankind errs here
By folly, darkening knowledge. But, for whom
That darkness of the soul is chased by light,
Splendid and clear shines manifest the Truth
As if a Sun of Wisdom sprang to shed
Its beams of dawn. Him meditating still,
Him seeking, with Him blended, stayed on Him,
The souls illuminated take that road
Which hath no turning back--their sins flung off
By strength of faith. [Who will may have this Light;
Who hath it sees.] To him who wisely sees,
The Brahman with his scrolls and sanctities,
The cow, the elephant, the unclean dog,
The Outcast gorging dog's meat, are all one.","[Krishna]
Only the immature think knowledge and action are different paths. The wise know they are one — whoever walks either path fully arrives at the same destination.

The person whose soul is pure, whose self is mastered, whose senses are controlled, whose being is unified with all beings — such a person is not stained by action, even while acting.

The disciplined one, knowing the truth, understands: 'I do nothing at all.' Seeing, hearing, touching, smelling, eating, walking, sleeping, breathing — in all these the wise person recognizes that it is only the senses moving among their objects, and remains uninvolved.

Offering all actions to the infinite, abandoning attachment, such a person moves through the world untouched by sin — like a lotus leaf that water cannot wet.","The immature separate knowledge from action. The wise see them as one path. Act with mastery and detachment, and you pass through the world like water on a lotus leaf — touching everything, stained by nothing.","Knowledge and action are not two paths but one — the lotus moves through water without getting wet.","The lotus leaf metaphor (padma-patram ivāmbhasā) is one of the Gita's most beautiful images: the lotus grows in muddy water but its leaves repel every drop. Engagement without contamination. This is not withdrawal from the world (that would be the ascetic path Krishna has already rejected) but participation without attachment. The framework parallel: the Academy does not withdraw from power, politics, and institutions — it engages with them while maintaining its orientation toward wisdom."
"5.45","5","45","[Krishna]
The world is overcome--aye! even here!
By such as fix their faith on Unity.
The sinless Brahma dwells in Unity,
And they in Brahma. Be not over-glad
Attaining joy, and be not over-sad
Encountering grief, but, stayed on Brahma, still
Constant let each abide! The sage whose soul
Holds off from outer contacts, in himself
Finds bliss; to Brahma joined by piety,
His spirit tastes eternal peace. The joys
Springing from sense-life are but quickening wombs
Which breed sure griefs: those joys begin and end!
The wise mind takes no pleasure, Kunti's Son!
In such as those! But if a man shall learn,
Even while he lives and bears his body's chain,
To master lust and anger, he is blest!
He is the Yukta; he hath happiness,
Contentment, light, within: his life is merged
In Brahma's life; he doth Nirvana touch!
Thus go the Rishis unto rest, who dwell
With sins effaced, with doubts at end, with hearts
Governed and calm. Glad in all good they live,
Nigh to the peace of God; and all those live
Who pass their days exempt from greed and wrath,
Subduing self and senses, knowing the Soul!","[Krishna]
The world is overcome — even here, in this life — by those who fix their minds on unity. Brahman is without flaw and dwells in unity, and those who rest in Brahman share that quality.

Do not be elated by pleasure or depressed by pain. Remain steady. The sage whose soul is turned away from external contacts finds joy within. United with Brahman through discipline, such a spirit tastes eternal peace.

The pleasures born of sensory contact are wombs of suffering — they come and go, and the wise do not seek their shelter. The person who can withstand the force of desire and anger before leaving this body — that person is disciplined, that person is happy.","Fix your mind on unity and the world is overcome — here, in this life. Pleasures born of the senses are wombs of suffering: they come and go. The one who withstands desire and anger before death — that one is free.","Sensory pleasures are borrowed happiness — they must be returned with interest.","'Pleasures born of contact are wombs of suffering' (ye hi saṁsparśajā bhogā duḥkha-yonaya eva te) — one of the Gita's sharpest formulations. Compare with the Sneaky Candy concept: short-term pleasure that produces long-term harm, with the harm not readily apparent. The Gita's framework for this predates the modern concept by millennia but describes the same mechanism."
"5.46","5","46","[Krishna]
The Saint who shuts outside his placid soul
All touch of sense, letting no contact through;
Whose quiet eyes gaze straight from fixed brows,
Whose outward breath and inward breath are drawn
Equal and slow through nostrils still and close;
That one-with organs, heart, and mind constrained,
Bent on deliverance, having put away
Passion, and fear, and rage;--hath, even now,
Obtained deliverance, ever and ever freed.
Yea! for he knows Me Who am He that heeds
The sacrifice and worship, God revealed;
And He who heeds not, being Lord of Worlds,
Lover of all that lives, God unrevealed,
Wherein who will shall find surety and shield!","[Krishna]
The sage who shuts out all external contact, fixing their gaze between the brows, equalizing the inward and outward breaths, with senses, mind, and intellect controlled, bent entirely on liberation, having put away desire, fear, and anger — that person is forever free.

Knowing me as the enjoyer of all sacrifices and austerities, the great lord of all worlds, the friend of all beings — knowing this, one attains peace.","Master the senses, steady the breath, release desire and fear and anger — and know me as the friend of all beings. That knowledge is peace.","Peace comes not from controlling the world but from knowing what the world rests upon.","The meditation posture described here (gaze fixed between brows, breath equalized) is a practical yogic technique (dhyana) still practiced today. 'Friend of all beings' (suhṛdaṁ sarva-bhūtānām) — Krishna's self-description as universal friend, not judge or ruler. This frames the divine relationship as philia (reciprocal care) rather than authority. Chapter 5's conclusion connects all three framework pillars: Reality (knowing what is), Reason (disciplined practice), Right (peace through correct understanding)."
"5.47","5","47","[Krishna]
HERE ENDS CHAPTER V. OF THE BHAGAVAD-GITA,
Entitled ""Karmasanyasayog,""
Or ""The Book of Religion by Renouncing Fruit of Works.""","","","","Chapter colophon. Karma Sannyasa Yoga — the Yoga of Renunciation of Action. The paradox resolved: true renunciation is not the cessation of action but the purification of motive. Act fully, without attachment. The lotus leaf principle."
"","6","","<b>Chapter 6: The Yoga of Meditation (Dhyana Yoga)</b>","","","",""
"6.48","6","48","[Krishna]
Therefore, who doeth work rightful to do,
Not seeking gain from work, that man, O Prince!
Is Sanyasi and Yogi--both in one
And he is neither who lights not the flame
Of sacrifice, nor setteth hand to task.","[Krishna]
The true renouncer — the true yogi — is the one who does the work that duty requires, without seeking personal gain from it. Not the one who lights no fire of sacrifice, nor the one who does no work at all.","The real yogi is not the one who stops working but the one who works without seeking gain. Renunciation without action is not renunciation — it is laziness.","Renunciation is not the absence of work but the absence of self-interest in work.","Chapter 6 opens by redefining both 'sannyasi' (renouncer) and 'yogi' (practitioner) as the same thing: someone who acts from duty without attachment. This directly counters the common misunderstanding that spiritual practice requires withdrawal from worldly activity."
"6.49","6","49","[Krishna]
Regard as true Renouncer him that makes
Worship by work, for who renounceth not
Works not as Yogin. So is that well said:
""By works the votary doth rise to faith,
And saintship is the ceasing from all works;
Because the perfect Yogin acts--but acts
Unmoved by passions and unbound by deeds,
Setting result aside.","[Krishna]
Regard the person who performs work as worship — that is the true renouncer. No one becomes a yogi without first doing the work. For the one who is climbing toward yoga, action is the means. For the one who has reached the summit, stillness is the means. The perfect yogi acts, but acts unmoved by passion and unbound by results.","Action is the path up. Stillness is the summit. But the perfected yogi does both — acting without being moved, achieving without being bound.","You climb by doing; you arrive by letting go of what the doing was for.","The mountain metaphor: action (karma) is the ascent, meditation (dhyana) is the peak. But the summit doesn't mean you stop — it means you act from a different place. This maps to the framework's progression: you start by doing (building institutions, writing, teaching), and the mature form is acting from settled wisdom rather than anxious effort."
"6.50","6","50","[Krishna]
Let each man raise
The Self by Soul, not trample down his Self,
Since Soul that is Self's friend may grow Self's foe.
Soul is Self's friend when Self doth rule o'er Self,
But Self turns enemy if Soul's own self
Hates Self as not itself.","[Krishna]
Let each person raise themselves by their own effort — do not degrade yourself. The Self can be its own friend or its own enemy. It is your friend when you have mastered yourself, and your enemy when you have not.","Raise yourself by your own effort. The Self is its own friend when mastered, its own enemy when not.","You are the only person who can save you, and the only person who can destroy you.","'The Self is Self's friend when Self rules over Self' (bandhur ātmātmanas tasya yenātmaivātmanā jitaḥ) — one of the Gita's most psychologically precise statements. The internal battle (mastering your own mind) is presented as more fundamental than the external battle (the war on Kurukshetra). This connects to the framework's emphasis on Reason as self-discipline: the capacity to think clearly requires first mastering the forces within that resist clarity."
"6.51","6","51","[Krishna]
The sovereign soul
Of him who lives self-governed and at peace
Is centred in itself, taking alike
Pleasure and pain; heat, cold; glory and shame.
He is the Yogi, he is Yukta, glad
With joy of light and truth; dwelling apart
Upon a peak, with senses subjugate
Whereto the clod, the rock, the glistering gold
Show all as one. By this sign is he known
Being of equal grace to comrades, friends,
Chance-comers, strangers, lovers, enemies,
Aliens and kinsmen; loving all alike,
Evil or good.","[Krishna]
The self-governed soul, at peace, centered in itself, taking pleasure and pain alike — heat and cold, honor and disgrace — such a person is the true yogi. Content with knowledge and direct experience, steady on the heights, senses subdued, seeing gold and clay as the same — such a person treats friends, enemies, strangers, allies, saints, and sinners with equal regard.","The yogi sees gold and clay as the same. Friends and enemies receive equal regard. This is not indifference — it is the clarity of someone who has stopped being pushed around by preferences.","Equanimity is not caring about nothing — it is caring about everything without being captured by anything.","The description of the yogi who sees 'gold and clay as one' (sama-loṣṭrāśma-kāñcanaḥ) can be misread as nihilism. It is actually about the cessation of reactive bias — seeing things as they are rather than as sources of personal gain or loss. This is the same capacity the framework describes as essential for Right: the ability to assess situations without being distorted by self-interest."
"6.52","6","52","[Krishna]
Sequestered should he sit,
Steadfastly meditating, solitary,
His thoughts controlled, his passions laid away,
Quit of belongings. In a fair, still spot
Having his fixed abode,--not too much raised,
Nor yet too low,--let him abide, his goods
A cloth, a deerskin, and the Kusa-grass.
There, setting hard his mind upon The One,
Restraining heart and senses, silent, calm,
Let him accomplish Yoga, and achieve
Pureness of soul, holding immovable
Body and neck and head, his gaze absorbed
Upon his nose-end, rapt from all around,
Tranquil in spirit, free of fear, intent
Upon his Brahmacharya vow, devout,
Musing on Me, lost in the thought of Me.
That Yojin, so devoted, so controlled,
Comes to the peace beyond,--My peace, the peace
Of high Nirvana!","[Krishna]
The yogi should sit in solitude, meditating steadily, thoughts controlled, desires put away. In a clean, still place — neither too high nor too low — seated on cloth and grass, fixing the mind on one point, restraining heart and senses, still and calm. Holding body, neck, and head aligned, gazing at the tip of the nose, serene, fearless, firm in the vow of celibacy, the mind restrained, thinking of me, sitting devoted to me — the yogi attains the peace that culminates in nirvana, the peace that abides in me.","Sit alone. Be still. Fix the mind on one point. Hold the body straight, the gaze steady, the senses quiet. Think of nothing but the highest — and the peace that follows is the peace that ends all seeking.","Meditation is not escape from the world but the practice of becoming still enough to perceive what the world rests on.","This is the Gita's most detailed meditation instruction (dhyana). The physical posture described — spine straight, gaze fixed, breath controlled — is the foundation of classical yoga practice (ashtanga yoga). 'Nirvana' (nirvāṇa) appears in the Gita — predating its more famous use in Buddhism. Here it means extinction of suffering through union with Brahman, not annihilation."
"6.53","6","53","[Krishna]
But for earthly needs
Religion is not his who too much fasts
Or too much feasts, nor his who sleeps away
An idle mind; nor his who wears to waste
His strength in vigils. Nay, Arjuna! call
That the true piety which most removes
Earth-aches and ills, where one is moderate
In eating and in resting, and in sport;
Measured in wish and act; sleeping betimes,
Waking betimes for duty.","[Krishna]
But yoga is not for the extremist. It is not for the one who fasts too much or feasts too much. Not for the one who sleeps too long or stays awake too long. True discipline is moderate — moderate in eating, resting, working, sleeping, and waking. This balanced practice is what removes suffering.","Yoga is not for extremists. Not too much fasting, not too much feasting. Not too much sleep, not too much wakefulness. The path that removes suffering is the path of measure.","The disciplined life is not asceticism — it is the art of balance.","This is the Gita's version of the Golden Mean (Aristotle's mesotes). Neither extreme asceticism nor indulgence — but measured, balanced living. The Buddha's 'Middle Way' (majjhima paṭipadā) teaches the same principle. The convergence across traditions is striking: Greek, Hindu, and Buddhist ethics all arrive at moderation as the foundation of wisdom. This connects directly to the framework's discussion of the Golden Mean as the correct position on any spectrum given current circumstances."
"6.54","6","54","[Krishna]
When the man,
So living, centres on his soul the thought
Straitly restrained--untouched internally
By stress of sense--then is he Yukta. See!
Steadfast a lamp burns sheltered from the wind;
Such is the likeness of the Yogi's mind
Shut from sense-storms and burning bright to Heaven.
When mind broods placid, soothed with holy wont;
When Self contemplates self, and in itself
Hath comfort; when it knows the nameless joy
Beyond all scope of sense, revealed to soul--
Only to soul! and, knowing, wavers not,
True to the farther Truth; when, holding this,
It deems no other treasure comparable,
But, harboured there, cannot be stirred or shook
By any gravest grief, call that state ""peace,""
That happy severance Yoga; call that man
The perfect Yogin!","[Krishna]
When the disciplined mind rests in the self, untouched by any desire — that is yoga. A lamp that does not flicker in a windless place — such is the image of the yogi's mind, absorbed in meditation on the self.

When thought becomes still, quieted by the practice of discipline; when the self beholds the self and is satisfied; when it knows the boundless joy that is beyond the senses, grasped only by the understanding; when, established there, it does not waver from the truth — then one has found what is worth finding, and having found it, counts no other gain as greater. Established in that state, even heavy sorrow cannot shake you.","A lamp in a windless room — steady, unflickering — that is the yogi's mind. When thought becomes still and the self sees itself, it finds a joy beyond the senses that nothing can take away.","The steadiest flame is the one no wind can reach — and the deepest joy is the one no loss can touch.","The lamp metaphor (yathā dīpo nivātastho neṅgate) is one of the Gita's most famous images for concentrated consciousness. 'Joy beyond the senses, grasped only by the understanding' (sukham ātyantikam yat tad buddhi-grāhyam atīndriyam) — this is the beauty concept from the framework: the sensation when truth or excellence lands, accessible only through disciplined understanding, not through sensory experience."
"6.55","6","55","[Krishna]
Steadfastly the will
Must toil thereto, till efforts end in ease,
And thought has passed from thinking. Shaking off
All longings bred by dreams of fame and gain,
Shutting the doorways of the senses close
With watchful ward; so, step by step, it comes
To gift of peace assured and heart assuaged,
When the mind dwells self-wrapped, and the soul broods
Cumberless. But, as often as the heart
Breaks--wild and wavering--from control, so oft
Let him re-curb it, let him rein it back
To the soul's governance; for perfect bliss
Grows only in the bosom tranquillised,
The spirit passionless, purged from offence,
Vowed to the Infinite. He who thus vows
His soul to the Supreme Soul, quitting sin,
Passes unhindered to the endless bliss
Of unity with Brahma. He so vowed,
So blended, sees the Life-Soul resident
In all things living, and all living things
In that Life-Soul contained. And whoso thus
Discerneth Me in all, and all in Me,
I never let him go; nor looseneth he
Hold upon Me; but, dwell he where he may,
Whate'er his life, in Me he dwells and lives,
Because he knows and worships Me, Who dwell
In all which lives, and cleaves to Me in all.
Arjuna! if a man sees everywhere--
Taught by his own similitude--one Life,
One Essence in the Evil and the Good,
Hold him a Yogi, yea! well-perfected!","[Krishna]
The will must work at this steadily, step by step, until effort gives way to ease and thinking passes beyond thought. Let go of all desires bred by ambition and fantasy. Draw the senses inward with patient discipline. Gradually, peace comes — the mind rests in the self.

But as often as the mind breaks free — wild and wandering — bring it back. Again and again, return it to the self. The yogi whose mind is calm, whose passions are stilled, who is free from fault and identified with the infinite — such a person has reached the highest happiness.

The yogi who sees the self in all beings and all beings in the self — that one sees truly. Whoever sees me everywhere and sees everything in me — I am never lost to that person, and that person is never lost to me.

The yogi who worships me as dwelling in all beings, however that yogi lives, lives in me.","The mind will break free — wild, wandering, restless. Bring it back. Again and again, return it to the center. The one who sees the self in all beings and all beings in the self — that one sees truly, and is never lost.","The practice is not achieving stillness once but returning to it every time the mind escapes.","The instruction to bring the wandering mind back 'again and again' (yato yato niścarati manas cañcalam asthiram, tatas tato niyamyaitad) is strikingly practical and modern — it is essentially the instruction given in contemporary mindfulness meditation. The universalist vision ('see me in all beings') reaches toward what the framework calls Wisdom: the integration of understanding (seeing truly) with ethical orientation (treating all beings as manifestations of the same reality)."
