"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"54.2","Q54: Of the Knowledge of the Angels","2","SECOND ARTICLE [I, Q. 54, Art. 2]

Whether in the Angel to Understand Is to Exist?

Objection 1: It would seem that in the angel to understand is to exist. For in living things to live is to be, as the Philosopher says (De Anima ii, text. 37). But to ""understand is in a sense to live"" (De Anima ii, text. 37). Therefore in the angel to understand is to exist.

Obj. 2: Further, cause bears the same relation to cause, as effect to effect. But the form whereby the angel exists is the same as the form by which he understands at least himself. Therefore in the angel to understand is to exist.

On the contrary, The angel's act of understanding is his movement, as is clear from Dionysius (Div. Nom. iv). But to exist is not movement. Therefore in the angel to be is not to understand.

I answer that, The action of the angel, as also the action of any creature, is not his existence. For as it is said (Metaph. ix, text. 16), there is a twofold class of action; one which passes out to something beyond, and causes passion in it, as burning and cutting; and another which does not pass outwards, but which remains within the agent, as to feel, to understand, to will; by such actions nothing outside is changed, but the whole action takes place within the agent. It is quite clear regarding the first kind of action that it cannot be the agent's very existence: because the agent's existence is signified as within him, while such an action denotes something as issuing from the agent into the thing done. But the second action of its own nature has infinity, either simple or relative. As an example of simple infinity, we have the act ""to understand,"" of which the object is ""the true""; and the act ""to will,"" of which the object is ""the good""; each of which is convertible with being; and so, to understand and to will, of themselves, bear relation to all things, and each receives its species from its object. But the act of sensation is relatively infinite, for it bears relation to all sensible things; as sight does to all things visible. Now the being of every creature is restricted to one in genus and species; God's being alone is simply infinite, comprehending all things in itself, as Dionysius says (Div. Nom. v). Hence the Divine nature alone is its own act of understanding and its own act of will.

Reply Obj. 1: Life is sometimes taken for the existence of the living subject: sometimes also for a vital operation, that is, for one whereby something is shown to be living. In this way the Philosopher says that to understand is, in a sense, to live: for there he distinguishes the various grades of living things according to the various functions of life.

Reply Obj. 2: The essence of an angel is the reason of his entire existence, but not the reason of his whole act of understanding, since he cannot understand everything by his essence. Consequently in its own specific nature as such an essence, it is compared to the existence of the angel, whereas to his act of understanding it is compared as included in the idea of a more universal object, namely, truth and being. Thus it is evident, that, although the form is the same, yet it is not the principle of existence and of understanding according to the same formality. On this account it does not follow that in the angel ""to be"" is the same as 'to understand.'","In an angel, to understand is not the same as to exist. Existence is the angel's most fundamental actuality. Understanding is a further actuality that follows from it. The angel exists first, and then, by virtue of existing as an intellectual nature, it understands.

If understanding were identical with existence, then every degree of existence would be a degree of understanding, which is false. Many things exist without understanding. The angel's existence and its understanding are related but distinct acts. Existence is the ground; understanding is the operation that flows from it.","For an angel, to exist and to understand are distinct acts. Existence is the most fundamental actuality, the ground on which everything else stands. Understanding is a further flowering from that ground. Many things exist without understanding. The angel's knowledge is not its existence dressed up in different language; it is a real operation proceeding from a real power, rooted in but not identical with the angel's being.","","",""
"54.3","Q54: Of the Knowledge of the Angels","3","THIRD ARTICLE [I, Q. 54, Art. 3]

Whether an Angel's Power of Intelligence Is His Essence?

Objection 1: It would seem that in an angel the power or faculty of understanding is not different from his essence. For, ""mind"" and ""intellect"" express the power of understanding. But in many passages of his writings, Dionysius styles angels ""intellects"" and ""minds."" Therefore the angel is his own power of intelligence.

Obj. 2: Further, if the angel's power of intelligence be anything besides his essence, then it must needs be an accident; for that which is besides the essence of anything, we call it accident. But ""a simple form cannot be a subject,"" as Boethius states (De Trin. 1). Thus an angel would not be a simple form, which is contrary to what has been previously said (Q. 50, A. 2).

Obj. 3: Further, Augustine (Confess. xii) says, that God made the angelic nature ""nigh unto Himself,"" while He made primary matter ""nigh unto nothing""; from this it would seem that the angel is of a simpler nature than primary matter, as being closer to God. But primary matter is its own power. Therefore much more is an angel his own power of intelligence.

On the contrary, Dionysius says (Coel. Hier. xi) that ""the angels are divided into substance, power, and operation."" Therefore substance, power, and operation, are all distinct in them.

I answer that, Neither in an angel nor in any creature, is the power or operative faculty the same as its essence: which is made evident thus. Since every power is ordained to an act, then according to the diversity of acts must be the diversity of powers; and on this account it is said that each proper act responds to its proper power. But in every creature the essence differs from the existence, and is compared to it as potentiality is to act, as is evident from what has been already said (Q. 44, A. 1). Now the act to which the operative power is compared is operation. But in the angel to understand is not the same as to exist, nor is any operation in him, nor in any other created thing, the same as his existence. Hence the angel's essence is not his power of intelligence: nor is the essence of any creature its power of operation.

Reply Obj. 1: An angel is called ""intellect"" and ""mind,"" because all his knowledge is intellectual: whereas the knowledge of a soul is partly intellectual and partly sensitive.

Reply Obj. 2: A simple form which is pure act cannot be the subject of accident, because subject is compared to accident as potentiality is to act. God alone is such a form: and of such is Boethius speaking there. But a simple form which is not its own existence, but is compared to it as potentiality is to act, can be the subject of accident; and especially of such accident as follows the species: for such accident belongs to the form—whereas an accident which belongs to the individual, and which does not belong to the whole species, results from the matter, which is the principle of individuation. And such a simple form is an angel.

Reply Obj. 3: The power of matter is a potentiality in regard to substantial being itself, whereas the power of operation regards accidental being. Hence there is no comparison.","An angel's power of intelligence is distinct from its essence. Only in God is every attribute identical with the divine essence. In creatures, powers and capacities are really distinct from the substance they belong to. The angel's intellect is a power rooted in its essence but not identical with it.

This follows from the fact that the angel's act of understanding is distinct from its existence. If the power of understanding were identical with the essence, and the essence were identical with existence, then understanding would be identical with existing, which we just denied. So the power of understanding is something in the angel that flows from its essence as a capacity, ready to be actualized in particular acts of knowledge.","An angel's power of intelligence is not the same as its essence. Only God's every attribute is identical with his essence. In creatures, powers flow from substance the way branches grow from a trunk. The angel's intellect is a capacity rooted in its nature, ready to be activated in particular acts of knowing. Essence, power, and act form three distinct levels even in the simplest created mind.","","",""
"54.4","Q54: Of the Knowledge of the Angels","4","FOURTH ARTICLE [I, Q. 54, Art. 4]

Whether There Is an Active and a Passive Intellect in an Angel?

Objection 1: It would seem that there is both an active and a passive intellect in an angel. The Philosopher says (De Anima iii, text. 17) that, ""in the soul, just as in every nature, there is something whereby it can become all things, and there is something whereby it can make all things."" But an angel is a kind of nature. Therefore there is an active and a passive intellect in an angel.

Obj. 2: Further, the proper function of the passive intellect is to receive; whereas to enlighten is the proper function of the active intellect, as is made clear in De Anima iii, text. 2, 3, 18. But an angel receives enlightenment from a higher angel, and enlightens a lower one. Therefore there is in him an active and a passive intellect.

On the contrary, The distinction of active and passive intellect in us is in relation to the phantasms, which are compared to the passive intellect as colors to the sight; but to the active intellect as colors to the light, as is clear from De Anima iii, text. 18. But this is not so in the angel. Therefore there is no active and passive intellect in the angel.

I answer that, The necessity for admitting a passive intellect in us is derived from the fact that we understand sometimes only in potentiality, and not actually. Hence there must exist some power, which, previous to the act of understanding, is in potentiality to intelligible things, but which becomes actuated in their regard when it apprehends them, and still more when it reflects upon them. This is the power which is denominated the passive intellect. The necessity for admitting an active intellect is due to this—that the natures of the material things which we understand do not exist outside the soul, as immaterial and actually intelligible, but are only intelligible in potentiality so long as they are outside the soul. Consequently it is necessary that there should be some power capable of rendering such natures actually intelligible: and this power in us is called the active intellect.

But each of these necessities is absent from the angels. They are neither sometimes understanding only in potentiality, with regard to such things as they naturally apprehend; nor, again, are their intelligible objects intelligible in potentiality, but they are actually such; for they first and principally understand immaterial things, as will appear later (Q. 84, A. 7; Q. 85, A. 1). Therefore there cannot be an active and a passive intellect in them, except equivocally.

Reply Obj. 1: As the words themselves show, the Philosopher understands those two things to be in every nature in which there chances to be generation or making. Knowledge, however, is not generated in the angels, but is present naturally. Hence there is no need for admitting an active and a passive intellect in them.

Reply Obj. 2: It is the function of the active intellect to enlighten, not another intellect, but things which are intelligible in potentiality, in so far as by abstraction it makes them to be actually intelligible. It belongs to the passive intellect to be in potentiality with regard to things which are naturally capable of being known, and sometimes to apprehend them actually. Hence for one angel to enlighten another does not belong to the notion of an active intellect: neither does it belong to the passive intellect for the angel to be enlightened with regard to supernatural mysteries, to the knowledge of which he is sometimes in potentiality. But if anyone wishes to call these by the names of active and passive intellect, he will then be speaking equivocally; and it is not about names that we need trouble.","Angels do not have an active and passive intellect in the way humans do. Humans need an active intellect to abstract intelligible forms from sensory data and a passive intellect to receive those forms. Angels do not abstract from sensory data. They have intelligible forms directly, implanted by God at their creation.

However, in a broad sense, there is something analogous to passive intellect in angels, since they receive intelligible forms rather than being those forms. They are not pure act in the order of knowledge. They have a capacity that is fulfilled by the forms they possess. But they lack an active intellect in the strict sense because they do not need to extract intelligibility from material things.","Angels do not need to extract meaning from matter the way we do. They have no senses from which to abstract. Their minds come pre-furnished by God with intelligible forms representing all that they are meant to know. Where we must build knowledge brick by brick from sensory experience, angels begin with the completed architecture. They have receptive intellect but no need for the laborious machinery of abstraction.","","",""
"54.5","Q54: Of the Knowledge of the Angels","5","FIFTH ARTICLE [I, Q. 54, Art. 5]

Whether There Is Only Intellectual Knowledge in the Angels?

Objection 1: It would seem that the knowledge of the angels is not exclusively intellectual. For Augustine says (De Civ. Dei viii) that in the angels there is ""life which understands and feels."" Therefore there is a sensitive faculty in them as well.

Obj. 2: Further, Isidore says (De Summo Bono) that the angels have learnt many things by experience. But experience comes of many remembrances, as stated in Metaph. i, 1. Consequently they have likewise a power of memory.

Obj. 3: Further, Dionysius says (Div. Nom. iv) that there is a sort of ""perverted phantasy"" in the demons. But phantasy belongs to the imaginative faculty. Therefore the power of the imagination is in the demons; and for the same reason it is in the angels, since they are of the same nature.

On the contrary, Gregory says (Hom. 29 in Ev.), that ""man senses in common with the brutes, and understands with the angels.""

I answer that, In our soul there are certain powers whose operations are exercised by corporeal organs; such powers are acts of sundry parts of the body, as sight of the eye, and hearing of the ear. There are some other powers of the soul whose operations are not performed through bodily organs, as intellect and will: these are not acts of any parts of the body. Now the angels have no bodies naturally joined to them, as is manifest from what has been said already (Q. 51, A. 1). Hence of the soul's powers only intellect and will can belong to them.

The Commentator (Metaph. xii) says the same thing, namely, that the separated substances are divided into intellect and will. And it is in keeping with the order of the universe for the highest intellectual creature to be entirely intelligent; and not in part, as is our soul. For this reason the angels are called ""intellects"" and ""minds,"" as was said above (A. 3, ad 1).

A twofold answer can be returned to the contrary objections. First, it may be replied that those authorities are speaking according to the opinion of such men as contended that angels and demons have bodies naturally united to them. Augustine often makes use of this opinion in his books, although he does not mean to assert it; hence he says (De Civ. Dei xxi) that ""such an inquiry does not call for much labor."" Secondly, it may be said that such authorities and the like are to be understood by way of similitude. Because, since sense has a sure apprehension of its proper sensible object, it is a common usage of speech, when we understand something for certain, to say that we ""sense it."" And hence it is that we use the word ""sentence."" Experience can be attributed to the angels according to the likeness of the things known, although not by likeness of the faculty knowing them. We have experience when we know single objects through the senses: the angels likewise know single objects, as we shall show (Q. 57, A. 2), yet not through the senses. But memory can be allowed in the angels, according as Augustine (De Trin. x) puts it in the mind; although it cannot belong to them in so far as it is a part of the sensitive soul. In like fashion 'a perverted phantasy' is attributed to demons, since they have a false practical estimate of what is the true good; while deception in us comes properly from the phantasy, whereby we sometimes hold fast to images of things as to the things themselves, as is manifest in sleepers and lunatics.","Angels have only intellectual knowledge, not sensation. They lack bodies and therefore lack sense organs. Since sensation requires a bodily organ, angels cannot sense. Memory, imagination, and experience, as they function in us, are tied to our bodily nature and do not exist in angels in the same form.

This does not mean angels are less knowledgeable than we are. Their intellectual knowledge is far more powerful and comprehensive than ours. What we achieve slowly through sensation, abstraction, and reasoning, they grasp immediately and completely through their innate intellectual forms. They do not need the stepping-stones of sense experience because they begin where we hope to end.","Angels know only by intellect, never by sensation. They have no bodies and therefore no sense organs. What we achieve painfully, through sensation, abstraction, and step-by-step reasoning, they grasp immediately and completely through the forms implanted in them at creation. They do not need the ladder of the senses because they begin at the height where that ladder terminates.","","",""
"55.0","Q55: Of the Medium of the Angelic Knowledge","0","(In Three Articles)

Next in order, the question arises as to the medium of the angelic knowledge. Under this heading there are three points of inquiry:

(1) Do the angels know everything by their substance, or by some species?

(2) If by species, is it by connatural species, or is it by such as they have derived from things?

(3) Do the higher angels know by more universal species than the lower angels?","Three questions about how angels know: Do they know everything through their own substance? Do they understand through innate species or species drawn from things? And do higher angels know through more universal species than lower angels?","How does an angel come to know what it knows? Three questions about the medium of angelic cognition: its own essence, innate species from God, and the universality of those species in higher versus lower angels.","","",""
"55.1","Q55: Of the Medium of the Angelic Knowledge","1","FIRST ARTICLE [I, Q. 55, Art. 1]

Whether the Angels Know All Things by Their Substance?

Objection 1: It would seem that the angels know all things by their substance. For Dionysius says (Div. Nom. vii) that ""the angels, according to the proper nature of a mind, know the things which are happening upon earth."" But the angel's nature is his essence. Therefore the angel knows things by his essence.

Obj. 2: Further, according to the Philosopher (Metaph. xii, text. 51; De Anima iii, text. 15), ""in things which are without matter, the intellect is the same as the object understood."" But the object understood is the same as the one who understands it, as regards that whereby it is understood. Therefore in things without matter, such as the angels, the medium whereby the object is understood is the very substance of the one understanding it.

Obj. 3: Further, everything which is contained in another is there according to the mode of the container. But an angel has an intellectual nature. Therefore whatever is in him is there in an intelligible mode. But all things are in him: because the lower orders of beings are essentially in the higher, while the higher are in the lower participatively: and therefore Dionysius says (Div. Nom. iv) that God ""enfolds the whole in the whole,"" i.e. all in all. Therefore the angel knows all things in his substance.

On the contrary, Dionysius says (Div. Nom. iv) that ""the angels are enlightened by the forms of things."" Therefore they know by the forms of things, and not by their own substance.

I answer that, The medium through which the intellect understands, is compared to the intellect understanding it as its form, because it is by the form that the agent acts. Now in order that the faculty may be perfectly completed by the form, it is necessary for all things to which the faculty extends to be contained under the form. Hence it is that in things which are corruptible, the form does not perfectly complete the potentiality of the matter: because the potentiality of the matter extends to more things than are contained under this or that form. But the intellective power of the angel extends to understanding all things: because the object of the intellect is universal being or universal truth. The angel's essence, however, does not comprise all things in itself, since it is an essence restricted to a genus and species. This is proper to the Divine essence, which is infinite, simply and perfectly to comprise all things in Itself. Therefore God alone knows all things by His essence. But an angel cannot know all things by his essence; and his intellect must be perfected by some species in order to know things.

Reply Obj. 1: When it is said that the angel knows things according to his own nature, the words ""according to"" do not determine the medium of such knowledge, since the medium is the similitude of the thing known; but they denote the knowing power, which belongs to the angel of his own nature.

Reply Obj. 2: As the sense in act is the sensible in act, as stated in De Anima ii, text. 53, not so that the sensitive power is the sensible object's likeness contained in the sense, but because one thing is made from both as from act and potentiality: so likewise the intellect in act is said to be the thing understood in act, not that the substance of the intellect is itself the similitude by which it understands, but because that similitude is its form. Now, it is precisely the same thing to say ""in things which are without matter, the intellect is the same thing as the object understood,"" as to say that ""the intellect in act is the thing understood in act""; for a thing is actually understood, precisely because it is immaterial.

Reply Obj. 3: The things which are beneath the angel, and those which are above him, are in a measure in his substance, not indeed perfectly, nor according to their own proper formality—because the angel's essence, as being finite, is distinguished by its own formality from other things—but according to some common formality. Yet all things are perfectly and according to their own formality in God's essence, as in the first and universal operative power, from which proceeds whatever is proper or common to anything. Therefore God has a proper knowledge of all things by His own essence: and this the angel has not, but only a common knowledge.","Angels do not know all things through their own substance alone. An angel knows itself through its own essence, since it is directly present to itself as an intelligible form. But other things are not identical with the angel's essence, so knowing them requires something additional.

That additional element is intelligible species, intellectual forms implanted by God at the angel's creation, through which the angel knows realities other than itself. These species are likenesses of things, not derived from the things themselves but from God, who contains the ideas of all things. The angel's mind is furnished with these forms from the start, like a library fully stocked at the moment of its construction.","An angel knows itself through its own essence, since it is directly present to itself as something intelligible. But the world beyond itself is another matter. For that, it needs intelligible species, intellectual forms implanted by God at creation. The angel's mind is a library fully stocked on the day of its construction, its shelves filled not by experience but by the author of all experience.","","",""
"55.2a","Q55: Of the Medium of the Angelic Knowledge","2a","SECOND ARTICLE [I, Q. 55, Art. 2]

Whether the Angels Understand by Species Drawn from Things?

Objection 1: It would seem that the angels understand by species drawn from things. For everything understood is apprehended by some likeness within him who understands it. But the likeness of the thing existing in another is there either by way of an exemplar, so that the likeness is the cause of the thing; or else by way of an image, so that it is caused by such thing. All knowledge, then, of the person understanding must either be the cause of the object understood, or else caused by it. Now the angel's knowledge is not the cause of existing things; that belongs to the Divine knowledge alone. Therefore it is necessary for the species, by which the angelic mind understands, to be derived from things.

Obj. 2: Further, the angelic light is stronger than the light of the active intellect of the soul. But the light of the active intellect abstracts intelligible species from phantasms. Therefore the light of the angelic mind can also abstract species from sensible things. So there is nothing to hinder us from saying that the angel understands through species drawn from things.

Obj. 3: Further, the species in the intellect are indifferent to what is present or distant, except in so far as they are taken from sensible objects. Therefore, if the angel does not understand by species drawn from things, his knowledge would be indifferent as to things present and distant; and so he would be moved locally to no purpose.

On the contrary, Dionysius says (Div. Nom. vii) that the ""angels do not gather their Divine knowledge from things divisible or sensible.""

I answer that, The species whereby the angels understand are not drawn from things, but are connatural to them. For we must observe that there is a similarity between the distinction and order of spiritual substances and the distinction and order of corporeal substances. The highest bodies have in their nature a potentiality which is fully perfected by the form; whereas in the lower bodies the potentiality of matter is not entirely perfected by the form, but receives from some agent, now one form, now another. In like fashion also the lower intellectual substances —that is to say, human souls—have a power of understanding which is not naturally complete, but is successively completed in them by their drawing intelligible species from things. But in the higher spiritual substances—that is, the angels—the power of understanding is naturally complete by intelligible species, in so far as they have such species connatural to them, so as to understand all things which they can know naturally.

The same is evident from the manner of existence of such substances. The lower spiritual substances—that is, souls—have a nature akin to a body, in so far as they are the forms of bodies: and consequently from their very mode of existence it behooves them to seek their intelligible perfection from bodies, and through bodies; otherwise they would be united with bodies to no purpose. On the other hand, the higher substances—that is, the angels—are utterly free from bodies, and subsist immaterially and in their own intelligible nature; consequently they attain their intelligible perfection through an intelligible outpouring, whereby they received from God the species of things known, together with their intellectual nature. Hence Augustine says (Gen. ad lit. ii, 8): ""The other things which are lower than the angels are so created that they first receive existence in the knowledge of the rational creature, and then in their own nature.""","Angels do not derive their knowledge from things. Human intellect abstracts forms from sensory experience. Angelic intellect does not. Angels know through innate species that God implanted in them at creation. These species are likenesses of things, but they come from above (from God, the cause of things), not from below (from the things themselves).

This follows from the angel's nature as a purely intellectual being without senses. Since angels have no sensory apparatus, they cannot receive impressions from material things. Their knowledge of the material world comes through the innate forms God gave them, forms that represent material things as they exist in the divine creative plan.","Angelic knowledge flows downward from God, not upward from things. Angels have no senses to receive impressions from the world. They know creation through the innate forms God gave them, forms that represent things as they exist in the divine plan. Their knowledge of the material world is secondhand only in that it comes from above, which is to say, from the most authoritative source possible.","","",""
"55.2b","Q55: Of the Medium of the Angelic Knowledge","2b","Reply Obj. 1: There are images of creatures in the angel's mind, not, indeed derived from creatures, but from God, Who is the cause of creatures, and in Whom the likenesses of creatures first exist. Hence Augustine says (Gen. ad lit. ii, 8) that, ""As the type, according to which the creature is fashioned, is in the Word of God before the creature which is fashioned, so the knowledge of the same type exists first in the intellectual creature, and is afterwards the very fashioning of the creature.""

Reply Obj. 2: To go from one extreme to the other it is necessary to pass through the middle. Now the nature of a form in the imagination, which form is without matter but not without material conditions, stands midway between the nature of a form which is in matter, and the nature of a form which is in the intellect by abstraction from matter and from material conditions. Consequently, however powerful the angelic mind might be, it could not reduce material forms to an intelligible condition, except it were first to reduce them to the nature of imagined forms; which is impossible, since the angel has no imagination, as was said above (Q. 54, A. 5). Even granted that he could abstract intelligible species from material things, yet he would not do so; because he would not need them, for he has connatural intelligible species.

Reply Obj. 3: The angel's knowledge is quite indifferent as to what is near or distant. Nevertheless his local movement is not purposeless on that account: for he is not moved to a place for the purpose of acquiring knowledge, but for the purpose of operation.","The images of creatures in the angel's mind are not derived from creatures but from God, in whom the ideas of all creatures originally exist. As Augustine puts it, the pattern of a creature exists in God's Word before the creature is made, and the knowledge of that pattern exists in the angelic mind before the creature comes into being.

This means angelic knowledge is a kind of participated divine knowledge. Angels know things as God designed them, through forms that reflect the creative plan rather than through forms extracted from created objects after the fact.","The patterns in the angelic mind are not photographs of creatures but blueprints from the creator. Angels know things as God designed them, through forms that reflect the creative intention rather than the finished product. This makes angelic knowledge a kind of participated omniscience: seeing creatures through the eyes, so to speak, of the one who conceived them.","","",""
"55.3a","Q55: Of the Medium of the Angelic Knowledge","3a","THIRD ARTICLE [I, Q. 55, Art. 3]

Whether the Higher Angels Understand by More Universal Species Than the Lower Angels?

Objection 1: It would seem that the higher angels do not understand by more universal species than the lower angels. For the universal, seemingly, is what is abstracted from particulars. But angels do not understand by species abstracted from things. Therefore it cannot be said that the species of the angelic intellect are more or less universal.

Obj. 2: Further, whatever is known in detail is more perfectly known than what is known generically; because to know anything generically is, in a fashion, midway between potentiality and act. If, therefore, the higher angels know by more universal species than the lower, it follows that the higher have a more imperfect knowledge than the lower; which is not befitting.

Obj. 3: Further, the same cannot be the proper type of many. But if the higher angel knows various things by one universal form, which the lower angel knows by several special forms, it follows that the higher angel uses one universal form for knowing various things. Therefore he will not be able to have a proper knowledge of each; which seems unbecoming.

On the contrary, Dionysius says (Coel. Hier. xii) that the higher angels have a more universal knowledge than the lower. And in De Causis it is said that the higher angels have more universal forms.

I answer that, For this reason are some things of a more exalted nature, because they are nearer to and more like unto the first, which is God. Now in God the whole plenitude of intellectual knowledge is contained in one thing, that is to say, in the Divine essence, by which God knows all things. This plenitude of knowledge is found in created intellects in a lower manner, and less simply. Consequently it is necessary for the lower intelligences to know by many forms what God knows by one, and by so many forms the more according as the intellect is lower.

Thus the higher the angel is, by so much the fewer species will he be able to apprehend the whole mass of intelligible objects. Therefore his forms must be more universal; each one of them, as it were, extending to more things. An example of this can in some measure be observed in ourselves. For some people there are who cannot grasp an intelligible truth, unless it be explained to them in every part and detail; this comes of their weakness of intellect: while there are others of stronger intellect, who can grasp many things from few.","Higher angels understand through more universal species than lower angels. A more powerful intellect can grasp more through a single concept. Where a lower angel might need many specific forms to know a range of things, a higher angel can know the same range through fewer, more comprehensive forms.

This is not a deficiency in the higher angel's knowledge. The higher angel's universal species are not vague generalizations. They contain everything the lower angel's particular species contain, and more. A single comprehensive form in a superior intellect captures all the detail that multiple narrower forms capture in an inferior one.","Higher angels know through fewer, more comprehensive forms. Where a lesser intellect needs many particular concepts, a greater intellect grasps the same range through a single, luminous universal. The higher species is not vaguer but richer, containing everything the lower species contain and more, the way a master's grasp of a field exceeds the student's not by being less detailed but by being more unified.","","",""
"55.3b","Q55: Of the Medium of the Angelic Knowledge","3b","Reply Obj. 1: It is accidental to the universal to be abstracted from particulars, in so far as the intellect knowing it derives its knowledge from things. But if there be an intellect which does not derive its knowledge from things, the universal which it knows will not be abstracted from things, but in a measure will be pre-existing to them; either according to the order of causality, as the universal ideas of things are in the Word of God; or at least in the order of nature, as the universal ideas of things are in the angelic mind.

Reply Obj. 2: To know anything universally can be taken in two senses. In one way, on the part of the thing known, namely, that only the universal nature of the thing is known. To know a thing thus is something less perfect: for he would have but an imperfect knowledge of a man who only knew him to be an animal. In another way, on the part of the medium of such knowledge. In this way it is more perfect to know a thing in the universal; for the intellect, which by one universal medium can know each of the things which are properly contained in it, is more perfect than one which cannot.

Reply Obj. 3: The same cannot be the proper and adequate type of several things. But if it be eminent, then it can be taken as the proper type and likeness of many. Just as in man, there is a universal prudence with respect to all the acts of the virtues; which can be taken as the proper type and likeness of that prudence which in the lion leads to acts of magnanimity, and in the fox to acts of wariness; and so on of the rest. The Divine essence, on account of Its eminence, is in like fashion taken as the proper type of each thing contained therein: hence each one is likened to It according to its proper type. The same applies to the universal form which is in the mind of the angel, so that, on account of its excellence, many things can be known through it with a proper knowledge.","The universality of angelic species is not the result of abstraction from particulars. It is a feature of how God furnishes different grades of intellect. A higher angel receives forms that are more universal by nature, not less detailed. The universal species of a higher angel is like a high-resolution map that covers a vast territory, compared to the lower angel's collection of detailed but narrower maps. Both capture the same reality, but the higher angel does so with greater unity and elegance.","The universality of a higher angel's knowledge is not the result of abstracting away detail. It is the gift of a more powerful lens. A high-resolution map covering an entire continent contains everything a detailed city map contains, and infinitely more besides. Higher angels know more, not less, through their more universal species. Unity and detail increase together.","","",""
"56.0","Q56: Of the Angel's Knowledge of Immaterial Things","0","(In Three Articles)

We now inquire into the knowledge of the angels with regard to the objects known by them. We shall treat of their knowledge, first, of immaterial things, secondly of things material. Under the first heading there are three points of inquiry:

(1) Does an angel know himself?

(2) Does one angel know another?

(3) Does the angel know God by his own natural principles?","Three questions about what angels know of immaterial realities: Does an angel know itself? Does one angel know another? And does an angel know God by natural means?","What do angels know of the immaterial world? Three questions about self-knowledge, knowledge of other angels, and natural knowledge of God.","","",""
"56.2a","Q56: Of the Angel's Knowledge of Immaterial Things","2a","SECOND ARTICLE [I, Q. 56, Art. 2]

Whether One Angel Knows Another?

Objection 1: It would seem that one angel does not know another. For the Philosopher says (De Anima iii, text. 4), that if the human intellect were to have in itself any one of the sensible things, then such a nature existing within it would prevent it from apprehending external things; as likewise, if the pupil of the eye were colored with some particular color, it could not see every color. But as the human intellect is disposed for understanding corporeal things, so is the angelic mind for understanding immaterial things. Therefore, since the angelic intellect has within itself some one determinate nature from the number of such natures, it would seem that it cannot understand other natures.

Obj. 2: Further, it is stated in De Causis that ""every intelligence knows what is above it, in so far as it is caused by it; and what is beneath it, in so far as it is its cause."" But one angel is not the cause of another. Therefore one angel does not know another.

Obj. 3: Further, one angel cannot be known to another angel by the essence of the one knowing; because all knowledge is effected by way of a likeness. But the essence of the angel knowing is not like the essence of the angel known, except generically; as is clear from what has been said before (Q. 50, A. 4; Q. 55, A. 1, ad 3). Hence, it follows that one angel would not have a particular knowledge of another, but only a general knowledge. In like manner it cannot be said that one angel knows another by the essence of the angel known; because that whereby the intellect understands is something within the intellect; whereas the Trinity alone can penetrate the mind. Again, it cannot be said that one angel knows the other by a species; because that species would not differ from the angel understood, since each is immaterial. Therefore in no way does it appear that one angel can understand another.

Obj. 4: Further, if one angel did understand another, this would be either by an innate species; and so it would follow that, if God were now to create another angel, such an angel could not be known by the existing angels; or else he would have to be known by a species drawn from things; and so it would follow that the higher angels could not know the lower, from whom they receive nothing. Therefore in no way does it seem that one angel knows another.

On the contrary, We read in De Causis that ""every intelligence knows the things which are not corrupted.""

I answer that, As Augustine says (Gen. ad lit. lit. ii), such things as pre-existed from eternity in the Word of God, came forth from Him in two ways: first, into the angelic mind; and secondly, so as to subsist in their own natures. They proceeded into the angelic mind in such a way, that God impressed upon the angelic mind the images of the things which He produced in their own natural being. Now in the Word of God from eternity there existed not only the forms of corporeal things, but likewise the forms of all spiritual creatures. So in every one of these spiritual creatures, the forms of all things, both corporeal and spiritual, were impressed by the Word of God; yet so that in every angel there was impressed the form of his own species according to both its natural and its intelligible condition, so that he should subsist in the nature of his species, and understand himself by it; while the forms of other spiritual and corporeal natures were impressed in him only according to their intelligible natures, so that by such impressed species he might know corporeal and spiritual creatures.","One angel can know another. Each angel possesses in its mind innate species representing other angels. Since an angel's nature is an intelligible form, and since other angelic natures are of the same general kind (immaterial intelligible forms differing in degree of perfection), each angel has a natural affinity with and knowledge of the others.

The objection that having a form of another nature within you would prevent knowing external things applies to material intellects corrupted by sensory data, not to immaterial intellects furnished with innate species. An angel's possession of another angel's species does not overwhelm its intellect any more than knowing one truth prevents you from knowing another.","Angels know one another through innate species representing each other's natures. Since every angelic nature is an intelligible form, and since all angels share the general character of immaterial intellect, each angel possesses an innate likeness of every other. They are transparent to each other not because they lack privacy but because they share a common medium of intelligibility.","","",""
